16766,18,54,52
16453,19,54,52
15847,20,54,53
15215,21,53,51
14347,22,52,51
13431,23,52,50
12461,24,50,49
11547,1,51,49
10948,2,51,48
10624,3,48,45
10492,4,46,42
10548,5,45,38
10862,6,44,33
11460,7,42,31
12105,8,41,30
13008,9,40,28
13765,10,41,29
14248,11,42,28
14434,12,43,28
14571,13,43,27
14620,14,43,27
14561,15,42,26
14751,16,42,26
15861,17,41,25
17160,18,40,24
17131,19,40,24
16625,20,39,23
15993,21,38,23
14936,22,38,24
13777,23,36,23
12687,24,35,23
11965,1,35,23
11661,2,33,23
11535,3,32,23
11624,4,32,23
12029,5,31,23
13228,6,32,23
15362,7,30,23
16418,8,29,23
16393,9,31,24
16230,10,35,26
16146,11,39,26
16003,12,41,26
15775,13,44,27
15711,14,46,28
15569,15,46,28
15718,16,46,29
16700,17,45,30
17936,18,44,32
17856,19,44,34
17338,20,43,35
16603,21,44,35
15401,22,42,35
13947,23,43,37
12648,24,44,38
11814,1,45,39
11357,2,45,39
11102,3,44,40
11082,4,44,40
11402,5,44,41
12459,6,44,41
14466,7,44,41
15682,8,45,41
15871,9,45,41
16016,10,45,41
16218,11,45,42
16281,12,45,43
16311,13,45,43
16312,14,45,44
16194,15,45,44
16357,16,45,44
17185,17,44,43
17882,18,44,43
17700,19,43,42
17187,20,44,42
16464,21,42,41
15315,22,42,40
13844,23,42,40
12603,24,42,38
11778,1,40,36
11383,2,39,36
11240,3,37,34
11288,4,36,33
11693,5,34,32
12860,6,33,31
14935,7,31,30
16029,8,31,29
16049,9,31,29
15958,10,34,31
15850,11,37,33
15675,12,39,34
15471,13,42,34
15451,14,44,35
15406,15,45,34
15532,16,45,34
16402,17,43,34
17772,18,41,33
17779,19,39,33
17355,20,38,34
16720,21,38,33
15625,22,35,33
14240,23,34,32
12926,24,35,33
12083,1,34,33
11664,2,34,33
11476,3,34,32
11462,4,34,33
11823,5,34,33
12951,6,34,33
15010,7,33,32
16195,8,33,32
16347,9,33,32
16472,10,35,32
16631,11,36,33
16661,12,37,33
16563,13,37,33
16512,14,37,33
16396,15,38,33
16477,16,38,33
17181,17,38,33
18178,18,37,33
18066,19,36,33
17598,20,36,33
16917,21,36,33
15818,22,35,33
14394,23,35,33
13077,24,35,33
12244,1,35,33
11825,2,34,33
11602,3,34,32
11591,4,33,32
11947,5,32,31
13034,6,31,30
15054,7,31,29
16157,8,30,28
16260,9,30,28
16181,10,33,29
16092,11,35,28
15928,12,37,27
15671,13,39,26
15510,14,41,24
15355,15,42,23
15388,16,42,22
16140,17,41,23
17382,18,38,24
17300,19,36,25
16825,20,34,25
16277,21,33,25
15478,22,32,25
14364,23,32,26
13227,24,31,26
12347,1,31,26
11871,2,31,27
11600,3,31,27
11478,4,31,28
11573,5,31,28
12001,6,31,28
12727,7,32,29
13634,8,32,29
14647,9,32,29
15443,10,33,30
15882,11,33,30
16078,12,34,31
16087,13,34,31
15924,14,33,31
15706,15,33,31
15611,16,33,31
16207,17,33,30
17221,18,33,30
17078,19,33,30
16533,20,33,29
15951,21,32,28
15163,22,32,27
14206,23,31,27
13231,24,31,27
12409,1,31,27
11896,2,30,26
11608,3,30,26
11509,4,29,25
11562,5,29,25
11868,6,28,25
12446,7,29,24
13212,8,28,24
14210,9,27,24
14982,10,27,24
15327,11,28,23
15546,12,29,22
15552,13,29,20
15371,14,30,20
15265,15,31,20
15247,16,32,20
15969,17,32,20
17099,18,31,20
17246,19,30,20
16789,20,30,19
16250,21,30,19
15354,22,30,19
14325,23,30,20
13293,24,30,20
12529,1,30,20
12094,2,31,21
11898,3,31,21
11889,4,32,21
12180,5,32,21
13004,6,32,21
14300,7,32,21
15310,8,32,21
16081,9,32,22
16591,10,33,22
16867,11,34,22
16824,12,35,22
16652,13,37,23
16534,14,38,23
16432,15,38,23
16444,16,38,23
17186,17,38,23
18507,18,37,23
18474,19,35,25
18012,20,32,24
17357,21,31,20
16335,22,28,15
15055,23,25,10
13891,24,23,7
13195,1,21,5
12849,2,18,4
12741,3,17,4
12804,4,16,2
13250,5,15,1
14493,6,14,0
16656,7,13,-1
17798,8,12,-2
17987,9,12,-2
18112,10,12,-3
18278,11,13,-3
18392,12,13,-4
18372,13,14,-4
18446,14,14,-3
18492,15,14,-2
18704,16,14,-2
19520,17,12,0
20679,18,11,3
20669,19,10,3
20095,20,10,3
19302,21,9,2
18107,22,9,3
16725,23,9,2
15572,24,9,2
14824,1,8,1
14462,2,8,0
14298,3,8,-2
14311,4,8,-3
14686,5,7,-4
15692,6,6,-5
17302,7,5,-6
18405,8,5,-7
19000,9,4,-7
19313,10,4,-8
19428,11,5,-9
19381,12,8,-7
19157,13,11,-6
18923,14,12,-6
18663,15,14,-6
18653,16,14,-6
19331,17,14,-6
20812,18,12,-6
20903,19,11,-7
20462,20,10,-7
19845,21,8,-7
18672,22,7,-8
17257,23,6,-8
16000,24,5,-8
15252,1,4,-9
14893,2,3,-9
14732,3,3,-9
14778,4,3,-9
15159,5,3,-9
16272,6,2,-9
18242,7,2,-9
19264,8,2,-9
19347,9,3,-9
19242,10,5,-8
19041,11,8,-7
18758,12,12,-6
18418,13,14,-5
18195,14,17,-4
18012,15,18,-5
18121,16,18,-4
18855,17,17,-4
20291,18,15,-4
20467,19,13,-4
20138,20,12,-4
19566,21,11,-4
18423,22,11,-4
17036,23,10,-3
15816,24,9,-3
15121,1,8,-3
14762,2,8,-3
14636,3,7,-4
14680,4,7,-5
15050,5,5,-6
16160,6,5,-6
18134,7,4,-8
19174,8,4,-8
19209,9,4,-8
19148,10,6,-7
18990,11,8,-7
18845,12,10,-7
18535,13,13,-6
18313,14,14,-7
18061,15,15,-6
18043,16,16,-6
18647,17,15,-7
19935,18,14,-7
19974,19,13,-6
19560,20,12,-5
19024,21,12,-4
18110,22,13,-4
16923,23,14,-3
15728,24,13,-2
14857,1,14,-1
14358,2,14,-1
14071,3,15,0
13953,4,15,1
14025,5,15,3
14394,6,16,3
15117,7,17,4
15849,8,19,6
16699,9,20,8
17187,10,23,11
17302,11,27,15
17271,12,30,17
17076,13,31,18
16826,14,32,18
16658,15,32,18
16639,16,31,17
17206,17,30,18
18208,18,29,20
18085,19,28,21
17559,20,27,22
17014,21,26,21
16218,22,24,19
15265,23,24,17
14274,24,23,16
13536,1,22,15
13095,2,21,14
12897,3,20,13
12842,4,20,11
13038,5,18,7
13469,6,17,1
14145,7,14,-3
14830,8,12,-4
15710,9,12,-4
16329,10,13,-5
16639,11,14,-4
16747,12,16,-5
16692,13,16,-5
16634,14,17,-4
16744,15,17,-4
17055,16,17,-3
17846,17,17,-2
19165,18,17,0
19229,19,17,1
18731,20,17,3
18025,21,17,4
16871,22,18,6
15558,23,19,8
14352,24,20,10
13584,1,20,11
13140,2,21,12
12946,3,22,13
12946,4,22,14
13268,5,22,15
14372,6,23,16
16328,7,24,19
17351,8,27,20
17384,9,30,23
17395,10,34,26
17438,11,36,29
17392,12,37,31
17279,13,38,31
17087,14,40,30
16823,15,38,26
17031,16,33,20
17921,17,30,14
19260,18,27,7
19411,19,25,0
19031,20,24,-2
18410,21,23,-2
17314,22,21,-3
15876,23,19,-4
14645,24,18,-4
13954,1,17,-4
13609,2,16,-5
13524,3,15,-6
13642,4,13,-7
14131,5,12,-8
15348,6,11,-9
17509,7,10,-9
18485,8,9,-10
18538,9,10,-11
18504,10,11,-11
18369,11,13,-10
18168,12,14,-11
17929,13,15,-10
17872,14,16,-10
17857,15,17,-10
18033,16,17,-9
18765,17,17,-8
20126,18,16,-8
20267,19,16,-8
19858,20,15,-7
19196,21,15,-6
18044,22,15,-6
16583,23,15,-6
15237,24,14,-6
14403,1,14,-6
14008,2,14,-5
13828,3,14,-4
13836,4,14,-3
14226,5,13,0
15381,6,12,3
17373,7,12,3
18451,8,12,3
18568,9,12,3
18559,10,13,2
18306,11,16,-2
17967,12,18,-5
17625,13,20,-7
17418,14,22,-7
17259,15,23,-8
17344,16,24,-7
18084,17,23,-8
19639,18,22,-7
19953,19,20,-7
19638,20,20,-6
19009,21,18,-6
17900,22,17,-6
16483,23,17,-7
15206,24,16,-6
14488,1,15,-5
14151,2,14,-4
14013,3,14,-4
14059,4,12,-4
14490,5,12,-3
15689,6,10,-3
17764,7,10,-3
18726,8,10,-2
18663,9,12,-1
18378,10,16,-1
18141,11,19,0
17769,12,22,1
17367,13,24,2
17198,14,25,2
17020,15,27,2
17080,16,27,3
17740,17,27,3
19293,18,25,4
19603,19,23,5
19287,20,22,6
18717,21,21,7
17604,22,20,8
16152,23,19,9
14862,24,20,10
14023,1,20,11
13555,2,21,13
13269,3,22,15
13199,4,23,16
13514,5,25,17
14551,6,26,16
16471,7,26,14
17470,8,26,12
17543,9,27,11
17462,10,28,10
17342,11,30,9
17019,12,32,9
16584,13,35,10
16373,14,37,12
16295,15,39,13
16316,16,39,15
16785,17,38,16
17903,18,37,17
17915,19,36,17
17402,20,36,17
16795,21,35,17
15933,22,34,17
14794,23,34,17
13628,24,33,17
12796,1,32,18
12303,2,31,18
12065,3,31,18
11978,4,30,18
12091,5,30,18
12500,6,30,18
13285,7,30,19
14085,8,29,18
14905,9,29,19
15255,10,33,19
15269,11,37,19
15091,12,38,20
14816,13,40,20
14539,14,42,20
14450,15,41,22
14605,16,40,22
15263,17,39,23
16470,18,39,23
16535,19,37,23
16108,20,36,24
15616,21,35,26
14882,22,34,26
13939,23,35,27
12945,24,34,28
12134,1,33,29
11643,2,34,30
11353,3,35,31
11223,4,35,31
11262,5,36,32
11540,6,35,32
12117,7,35,32
12733,8,34,32
13590,9,35,32
14202,10,38,35
14453,11,41,35
14523,12,44,34
14572,13,47,34
14741,14,48,33
14871,15,46,34
15053,16,44,37
15742,17,43,37
16779,18,42,36
16461,19,42,35
15648,20,41,34
15105,21,40,32
14335,22,39,31
13409,23,38,30
12275,24,38,30
11538,1,36,29
11185,2,36,29
11057,3,36,28
11119,4,35,26
11498,5,35,26
12646,6,34,25
14681,7,33,24
15881,8,33,23
16282,9,32,23
16648,10,32,22
17015,11,31,24
17153,12,30,25
17148,13,30,25
17163,14,30,25
17032,15,30,25
16993,16,29,25
17399,17,29,25
18710,18,29,25
18941,19,29,24
18430,20,28,24
17633,21,27,23
16414,22,26,22
14976,23,25,21
13756,24,25,20
13052,1,24,19
12701,2,22,17
12573,3,21,16
12630,4,21,15
13072,5,21,15
14312,6,19,13
16383,7,18,13
17307,8,18,12
17313,9,20,14
17110,10,23,15
16955,11,26,16
16718,12,28,16
16405,13,30,16
16232,14,30,17
16112,15,30,18
16155,16,31,18
16715,17,30,18
18224,18,30,19
18580,19,29,19
18178,20,28,20
17540,21,28,20
16482,22,28,21
15102,23,28,21
13861,24,27,21
13011,1,27,21
12581,2,27,21
12371,3,27,21
12375,4,27,21
12718,5,27,21
13657,6,27,22
14975,7,26,23
15892,8,26,24
16654,9,26,24
17311,10,26,24
17757,11,26,24
17956,12,27,25
17975,13,28,25
17851,14,27,25
17640,15,27,25
17523,16,27,25
17935,17,27,24
19162,18,26,24
19230,19,25,22
18545,20,25,21
17682,21,24,20
16479,22,24,20
15058,23,24,19
13866,24,24,19
13141,1,23,19
12789,2,23,19
12667,3,22,17
12711,4,21,16
13115,5,20,14
14306,6,19,12
16358,7,17,11
17308,8,16,8
17435,9,14,7
17446,10,16,7
17437,11,18,7
17238,12,19,7
16921,13,21,8
16708,14,23,8
16480,15,25,8
16476,16,25,9
16992,17,25,9
18487,18,23,8
18979,19,22,8
18695,20,20,9
18128,21,19,8
17085,22,18,7
15684,23,17,7
14454,24,16,7
13690,1,16,6
13354,2,14,5
13205,3,13,4
13241,4,12,3
13660,5,12,4
14845,6,11,3
16879,7,10,3
17795,8,10,2
17799,9,12,4
17645,10,16,7
17480,11,20,8
17257,12,23,8
16925,13,25,8
16722,14,27,8
16491,15,28,8
16423,16,28,8
16871,17,28,8
18101,18,27,8
18414,19,25,8
18004,20,25,8
17434,21,25,9
16619,22,24,9
15537,23,22,9
14431,24,21,8
13628,1,19,7
13223,2,17,5
13026,3,17,4
12998,4,16,3
13206,5,14,2
13697,6,13,1
14532,7,13,0
15391,8,11,-1
16206,9,12,-1
16614,10,16,0
16637,11,18,0
16413,12,21,0
16039,13,23,0
15754,14,25,1
15602,15,26,2
15659,16,26,3
16129,17,26,4
17384,18,26,5
17624,19,25,5
17170,20,25,4
16647,21,24,3
15898,22,24,3
14961,23,23,4
13982,24,21,4
13253,1,21,4
12820,2,21,4
12575,3,21,5
12501,4,21,4
12578,5,20,5
12868,6,19,5
13457,7,19,6
14096,8,18,6
14944,9,18,8
15420,10,20,8
15586,11,22,9
15628,12,24,10
15510,13,25,10
15370,14,27,11
15388,15,27,11
15633,16,27,12
16412,17,26,12
17835,18,26,13
18072,19,26,14
17620,20,26,16
16945,21,25,18
15891,22,24,20
14689,23,23,20
13597,24,23,20
12886,1,22,19
12601,2,21,17
12541,3,20,17
12629,4,20,16
13055,5,20,15
14253,6,19,14
16289,7,19,13
17238,8,18,11
17362,9,19,11
17353,10,21,10
17390,11,22,9
17284,12,23,9
17082,13,24,8
16946,14,24,7
16756,15,25,7
16782,16,25,7
17321,17,25,5
18773,18,23,5
19318,19,21,4
18978,20,20,4
18389,21,18,3
17261,22,17,3
15824,23,15,3
14642,24,14,3
13943,1,14,3
13636,2,12,3
13555,3,11,3
13620,4,10,3
14064,5,7,1
15293,6,7,1
17371,7,7,1
18268,8,6,0
18222,9,8,2
17993,10,13,3
17881,11,16,3
17683,12,19,2
17413,13,20,2
17219,14,21,2
17027,15,22,1
17008,16,22,1
17586,17,22,0
19023,18,20,0
19653,19,18,0
19399,20,16,0
18853,21,15,-1
17739,22,14,-1
16345,23,13,-1
15148,24,12,-1
14419,1,11,-2
14065,2,10,-3
13980,3,8,-4
14065,4,7,-4
14485,5,5,-5
15722,6,4,-6
17742,7,2,-7
18619,8,2,-7
18507,9,4,-6
18325,10,10,-6
18088,11,14,-5
17747,12,18,-4
17357,13,20,-4
17178,14,20,-3
17017,15,22,-2
17065,16,23,-2
17581,17,23,0
18881,18,22,0
19336,19,21,0
19090,20,20,3
18551,21,19,4
17475,22,17,5
16113,23,16,6
14835,24,17,7
13994,1,18,8
13556,2,19,9
13338,3,19,10
13343,4,19,11
13592,5,20,13
14535,6,21,14
16090,7,22,16
17053,8,22,17
17642,9,23,19
18138,10,24,20
18493,11,25,22
18652,12,26,23
18645,13,27,24
18479,14,27,25
18124,15,28,25
17870,16,28,26
18105,17,29,27
19106,18,30,28
19227,19,30,28
18504,20,30,28
17621,21,31,29
16435,22,31,29
15004,23,32,29
13801,24,32,29
13002,1,32,30
12550,2,32,31
12342,3,32,30
12361,4,32,30
12679,5,32,30
13574,6,31,29
15046,7,31,28
16018,8,30,27
16646,9,30,25
16998,10,29,23
17105,11,29,22
17035,12,30,21
16849,13,31,22
16686,14,32,22
16455,15,33,23
16266,16,34,23
16489,17,35,22
17490,18,34,22
17895,19,33,22
17386,20,33,21
16799,21,31,21
15962,22,31,21
14845,23,30,21
13795,24,29,21
12985,1,28,20
12523,2,26,20
12269,3,26,20
12185,4,24,20
12284,5,24,19
12731,6,23,19
13464,7,23,19
14254,8,23,19
15178,9,25,20
15672,10,27,21
15831,11,29,22
15851,12,31,22
15782,13,31,23
15699,14,31,24
15689,15,30,26
15849,16,30,27
16356,17,30,27
17461,18,29,27
17686,19,29,27
17157,20,29,27
16486,21,29,27
15600,22,29,26
14587,23,30,24
13603,24,29,24
12888,1,28,22
12523,2,27,20
12355,3,26,18
12330,4,24,15
12456,5,23,13
12767,6,22,12
13295,7,21,10
13883,8,20,9
14683,9,20,9
15247,10,21,9
15501,11,23,8
15561,12,24,8
15433,13,26,9
15185,14,27,8
15001,15,28,8
15075,16,28,8
15657,17,27,7
17009,18,26,7
17568,19,25,6
17176,20,24,7
16663,21,23,7
15824,22,22,8
14883,23,21,7
13916,24,20,6
13267,1,19,4
12979,2,17,2
12894,3,16,0
12989,4,14,-2
13357,5,13,-3
14214,6,12,-4
15444,7,11,-4
16368,8,10,-5
16977,9,12,-5
17277,10,14,-6
17347,11,18,-6
17246,12,20,-5
16964,13,23,-5
16717,14,25,-4
16466,15,26,-3
16405,16,27,-4
16882,17,27,-5
18240,18,25,-6
18829,19,22,-5
18487,20,21,-4
17926,21,19,-5
16927,22,17,-4
15708,23,15,-4
14629,24,12,-4
13927,1,10,-5
13568,2,11,-4
13435,3,13,-1
13449,4,13,-1
13781,5,13,-1
14808,6,13,0
16400,7,14,0
17452,8,14,1
17955,9,15,3
18185,10,16,7
18342,11,19,11
18351,12,21,14
18380,13,22,17
18290,14,23,19
18040,15,24,21
17801,16,25,22
17964,17,27,24
18880,18,27,24
19290,19,27,24
18794,20,26,23
18044,21,24,21
16868,22,24,20
15480,23,23,19
14280,24,21,18
13523,1,20,17
13133,2,18,15
12947,3,19,15
12965,4,19,15
13304,5,19,15
14361,6,18,14
15987,7,16,13
16894,8,17,14
17115,9,20,16
17090,10,24,20
17110,11,27,21
17090,12,30,23
17118,13,32,25
17196,14,32,26
17165,15,32,28
17139,16,32,29
17354,17,32,29
18208,18,32,30
18498,19,32,30
18042,20,32,30
17374,21,32,30
16256,22,33,31
14855,23,32,31
13616,24,32,30
12828,1,32,30
12390,2,33,29
12174,3,34,29
12184,4,33,28
12535,5,32,27
13585,6,31,26
15129,7,30,25
16055,8,30,25
16265,9,32,25
16208,10,35,26
16064,11,37,27
15837,12,39,28
15576,13,41,27
15419,14,43,24
15300,15,45,22
15385,16,45,22
15843,17,43,24
16917,18,41,24
17422,19,40,23
17093,20,40,24
16540,21,39,26
15591,22,37,29
14267,23,35,31
13114,24,35,32
12284,1,34,33
11853,2,34,33
11665,3,34,32
11655,4,34,32
11959,5,34,32
12939,6,34,33
14536,7,34,33
15627,8,34,33
16217,9,34,33
16549,10,35,34
16767,11,35,34
16820,12,36,35
16651,13,36,35
16535,14,37,36
16332,15,37,36
16238,16,37,36
16575,17,37,36
17263,18,37,36
17232,19,37,36
16701,20,38,37
16075,21,39,38
15176,22,37,36
14112,23,37,35
13035,24,35,33
12241,1,34,32
11773,2,32,31
11554,3,33,31
11473,4,32,30
11603,5,31,29
12066,6,31,28
12753,7,31,27
13472,8,32,28
14178,9,34,28
14523,10,37,29
14571,11,41,27
14427,12,43,24
14105,13,45,23
13801,14,46,23
13567,15,47,23
13544,16,48,21
13897,17,47,22
14950,18,46,22
15763,19,45,22
15441,20,43,23
15009,21,41,24
14324,22,39,24
13424,23,38,24
12483,24,38,23
11768,1,36,23
11348,2,36,23
11130,3,36,23
11048,4,36,23
11137,5,35,23
11446,6,34,23
11911,7,32,23
12499,8,33,24
13295,9,36,26
13766,10,38,27
13981,11,43,26
14085,12,45,25
14079,13,46,25
13909,14,46,24
13762,15,46,25
13748,16,47,24
14229,17,45,26
15472,18,44,26
16302,19,43,25
15953,20,42,25
15360,21,42,25
14333,22,41,25
13188,23,40,25
12167,24,40,25
11475,1,39,25
11135,2,39,25
11005,3,38,21
11078,4,37,19
11510,5,35,15
12749,6,33,12
14717,7,31,11
15675,8,29,11
15858,9,30,12
15919,10,31,12
16055,11,31,12
16079,12,32,12
15896,13,31,10
15928,14,31,9
15851,15,31,8
15908,16,31,8
16445,17,29,7
17705,18,28,8
18525,19,26,8
18220,20,25,8
17628,21,24,8
16526,22,23,6
15153,23,23,5
13974,24,22,6
13218,1,21,6
12836,2,21,6
12683,3,20,5
12714,4,20,5
13118,5,19,5
14309,6,19,5
16118,7,18,5
17035,8,17,5
17239,9,19,6
17306,10,20,4
17237,11,21,5
17013,12,22,5
16825,13,24,5
16773,14,25,6
16668,15,26,7
16679,16,26,7
17079,17,26,8
18151,18,25,8
18934,19,23,7
18605,20,22,6
18005,21,21,6
16910,22,20,6
15531,23,19,5
14327,24,18,4
13613,1,18,3
13272,2,16,3
13129,3,14,4
13230,4,13,3
13607,5,12,4
14758,6,12,4
16627,7,12,4
17630,8,14,5
17856,9,15,6
17829,10,17,7
17793,11,21,7
17458,12,24,8
17144,13,26,7
17006,14,26,7
16791,15,26,8
16722,16,27,5
17129,17,25,3
18246,18,24,-1
19192,19,21,-5
18955,20,19,-7
18412,21,17,-7
17334,22,15,-8
15973,23,14,-8
14793,24,13,-8
14076,1,10,-7
13746,2,9,-7
13609,3,8,-6
13690,4,9,-5
14067,5,9,-5
15257,6,8,-6
17105,7,8,-5
18000,8,8,-3
17992,9,11,-3
17758,10,15,-2
17575,11,18,-1
17363,12,22,1
17178,13,25,5
17175,14,26,7
17106,15,26,9
17091,16,26,11
17385,17,25,10
18299,18,25,6
19099,19,23,5
18846,20,21,5
18356,21,20,9
17369,22,17,5
16066,23,16,0
14983,24,14,-5
14305,1,12,-6
13994,2,11,-8
13880,3,9,-9
13953,4,8,-8
14362,5,8,-8
15482,6,7,-8
17234,7,6,-9
18165,8,7,-9
18225,9,8,-8
18085,10,11,-8
17953,11,14,-9
17692,12,16,-10
17289,13,18,-11
17043,14,19,-10
16810,15,21,-11
16743,16,21,-10
17037,17,21,-11
17882,18,21,-11
18722,19,19,-10
18435,20,17,-10
17990,21,16,-11
17214,22,15,-9
16185,23,13,-8
15149,24,11,-7
14369,1,11,-7
13960,2,9,-7
13774,3,8,-7
13743,4,9,-8
13901,5,8,-7
14376,6,8,-7
15024,7,7,-7
15767,8,8,-6
16402,9,12,-5
16648,10,16,-3
16570,11,20,-2
16299,12,24,2
15894,13,27,6
15530,14,29,9
15288,15,31,11
15332,16,31,12
15672,17,31,14
16487,18,32,15
17133,19,31,16
16726,20,31,17
16220,21,31,17
15467,22,30,18
14465,23,30,19
13466,24,30,19
12706,1,30,19
12254,2,30,18
11975,3,30,19
11869,4,30,18
11893,5,31,17
12160,6,31,18
12666,7,31,18
13393,8,30,18
14398,9,31,19
15102,10,31,19
15431,11,32,19
15520,12,32,19
15360,13,33,20
15169,14,34,19
15046,15,35,18
15127,16,34,19
15665,17,34,17
16686,18,33,17
17323,19,32,16
16983,20,31,16
16323,21,30,14
15349,22,28,12
14211,23,27,12
13256,24,26,10
12568,1,25,10
12229,2,24,9
12166,3,22,7
12298,4,20,5
12816,5,18,4
14095,6,17,2
16104,7,16,2
17204,8,15,0
17534,9,16,-1
17734,10,16,-1
17873,11,17,-1
17899,12,18,-2
17827,13,18,-2
17711,14,19,-3
17527,15,19,-2
17540,16,20,-2
17845,17,20,-3
18724,18,20,-5
19695,19,19,-6
19357,20,17,-6
18744,21,16,-7
17583,22,15,-7
16125,23,13,-7
14966,24,12,-7
14261,1,11,-7
13968,2,10,-6
13858,3,9,-7
13933,4,8,-7
14390,5,7,-7
15551,6,7,-7
17319,7,5,-7
18131,8,6,-7
18087,9,10,-6
17888,10,14,-5
17743,11,16,-6
17554,12,19,-5
17318,13,21,-3
17079,14,23,-3
16767,15,24,-1
16748,16,26,0
17181,17,26,1
18155,18,26,3
18927,19,26,4
18600,20,26,4
17930,21,25,5
16745,22,25,4
15274,23,25,5
14075,24,24,6
13342,1,23,6
12937,2,23,6
