,0,1,2
0,14767.96805803454,14578.0,189.96805803453935
1,15007.827755098599,14652.0,355.8277550985986
2,20420.20201995102,20923.0,-502.7979800489811
3,16239.057570505769,16355.0,-115.94242949423096
4,17469.23004728205,16368.0,1101.2300472820498
5,14517.087908579073,13960.0,557.087908579073
6,19976.850090805136,19363.0,613.8500908051356
7,20740.06874510245,19486.0,1254.0687451024496
8,17647.182168836014,17666.0,-18.81783116398583
9,17077.212745968707,16996.0,81.21274596870717
10,16752.204338864005,16569.0,183.20433886400497
11,16431.7427942147,16441.0,-9.257205785299448
12,17511.957726348122,18776.0,-1264.0422736518776
13,19235.378109191115,19411.0,-175.62189080888493
14,19856.0911095204,19413.0,443.0911095203992
15,17989.27480473334,18848.0,-858.7251952666593
16,18164.85208284194,17856.0,308.8520828419387
17,20574.46808311086,21166.0,-591.5319168891401
18,15833.625127351834,15978.0,-144.37487264816627
19,19415.011656202005,19764.0,-348.9883437979952
20,16267.725633555066,17160.0,-892.2743664449335
21,14980.142503533298,14927.0,53.14250353329771
22,19080.31083239625,18722.0,358.3108323962515
23,15794.44025094423,15855.0,-60.559749055770226
24,17586.647158596432,17485.0,101.64715859643184
25,18058.556523525895,17568.0,490.5565235258946
26,15818.478369918703,15902.0,-83.52163008129719
27,18738.261599846133,19049.0,-310.7384001538667
28,18033.341009483018,18114.0,-80.65899051698216
29,16970.133277191857,17687.0,-716.8667228081431
30,15372.214618695214,15576.0,-203.78538130478591
31,16744.426859915617,17358.0,-613.5731400843833
32,16692.70141625718,17146.0,-453.2985837428205
33,14723.853519444003,14305.0,418.8535194440028
34,15495.834101322018,16222.0,-726.1658986779821
35,15554.670847746938,15990.0,-435.3291522530617
36,17738.62968825249,18018.0,-279.3703117475088
37,17194.104577049784,17511.0,-316.895422950216
38,16147.687819933617,16585.0,-437.312180066383
39,17007.857862313398,16872.0,135.85786231339807
40,13985.08970973495,14084.0,-98.91029026505021
41,14869.133242683069,14278.0,591.1332426830686
42,15674.816746295233,15759.0,-84.18325370476668
43,18747.463085085186,18498.0,249.46308508518632
44,16377.958029275816,16839.0,-461.04197072418356
45,15291.532421429589,15459.0,-167.4675785704112
46,14877.054669740988,15104.0,-226.94533025901183
47,16111.455087997514,16313.0,-201.54491200248594
48,16242.524799781919,16309.0,-66.47520021808123
49,14875.557161638195,14297.0,578.5571616381949
50,14946.204099192975,14769.0,177.20409919297526
51,19103.937529870927,18979.0,124.93752987092739
52,16846.158297878817,17364.0,-517.8417021211826
53,16280.761214089223,16027.0,253.76121408922336
54,24060.232778095164,24368.0,-307.76722190483633
55,16440.3588315435,16006.0,434.35883154350086
56,15993.87692692652,16019.0,-25.123073073480555
57,14959.695677833242,14399.0,560.6956778332424
58,15710.390277969886,15816.0,-105.60972203011443
59,16114.44915311377,15710.0,404.4491531137701
60,17712.410080829606,18011.0,-298.58991917039384
61,14459.228947428604,14381.0,78.22894742860444
62,19394.81966501419,20085.0,-690.1803349858092
63,15629.000723626688,15850.0,-220.99927637331166
64,17307.365694600623,17035.0,272.3656946006231
65,15089.928571094411,15512.0,-422.0714289055886
66,15029.964792654979,15881.0,-851.0352073450213
67,17972.898202482105,18525.0,-552.1017975178947
68,16307.71875194006,16461.0,-153.28124805994048
69,15261.522773536384,14307.0,954.5227735363842
70,19311.479576924154,19220.0,91.47957692415366
71,21574.91031396389,22416.0,-841.0896860361099
72,18078.00405520299,18824.0,-745.9959447970105
73,16255.598740036752,16247.0,8.598740036752133
74,18916.520402738843,18964.0,-47.47959726115732
75,18342.596903716487,18369.0,-26.40309628351315
76,18331.691208674743,18507.0,-175.3087913252566
77,16325.026333178912,15839.0,486.02633317891195
78,16106.867288660846,16724.0,-617.1327113391544
79,19422.456450018464,19658.0,-235.54354998153576
80,15353.071101040463,16379.0,-1025.928898959537
81,15803.881438005155,15962.0,-158.11856199484464
82,16560.946477718513,16691.0,-130.05352228148695
83,18868.162846561918,19206.0,-337.83715343808217
84,13869.200445634584,13799.0,70.20044563458396
85,16415.929133962047,17440.0,-1024.0708660379532
86,13316.188919477785,12974.0,342.188919477785
87,14234.551109673685,14778.0,-543.4488903263154
88,23636.645145543233,23542.0,94.6451455432325
89,16558.953030861627,16973.0,-414.04696913837324
90,16084.920873449064,15792.0,292.92087344906395
91,23709.089504490417,24437.0,-727.9104955095827
92,17153.424038126726,17710.0,-556.5759618732736
93,15179.044536778349,15124.0,55.04453677834863
94,15655.845286815953,15565.0,90.84528681595293
95,17186.154072627374,16572.0,614.1540726273743
96,14322.468096608114,13613.0,709.4680966081141
97,18964.033301526975,18472.0,492.03330152697527
98,15599.3732348858,15961.0,-361.6267651142007
99,18786.473957722596,19321.0,-534.5260422774045
100,16002.449628796967,15285.0,717.4496287969669
101,22564.335934218845,21701.0,863.3359342188451
102,16382.801042005724,16445.0,-62.1989579942765
103,15500.959033253635,15654.0,-153.04096674636457
104,18492.179241340968,18517.0,-24.820758659032435
105,15027.522523382859,15287.0,-259.4774766171413
106,19101.58161067416,18801.0,300.5816106741586
107,15795.371063838644,15707.0,88.37106383864375
108,16248.273498452083,16720.0,-471.726501547917
109,17579.651552977346,18760.0,-1180.348447022654
