2.124600139,-2.681966369
2.521694654,-1.796960091
2.672209855,-0.82251622
2.457504348,-0.143642299
2.245897683,0.389576113
1.986037616,0.796304215
1.319786507,1.440680778
-0.122060579,2.358906734
-1.380190581,2.903624265
-1.710881331,2.01393316
-2.134980044,1.425774513
-2.340389024,0.617854922
-2.21422187,0.098265096
-2.139406961,-0.226265599
-2.020322876,-0.455396195
-1.751608973,-1.251390773
-0.978669148,-2.614675228
-0.234061596,-3.575916406
0.247587047,-3.91194622
0.371540741,-3.726682635
0.43130413,-3.920464086
0.522941326,-4.344653814
1.033807625,-4.925572275
1.468088248,-5.200273454
2.792536871,-5.818453425
3.690428581,-5.504235074
3.893923678,-5.205664206
3.761368107,-5.021700568
3.591518614,-4.586108508
2.892257576,-3.52588589
2.571205551,-3.199826202
3.205607595,-0.550326921
2.901175687,0.764061549
2.199887805,1.119724581
1.788438557,1.984988033
0.881223366,1.868689182
0.676106795,1.92874168
0.207500557,1.905059005
-0.987121055,1.68430264
-1.045899519,1.51218034
-1.17845509,1.414489305
-1.724081384,1.156517308
-1.746782032,0.686247045
-1.202777213,0.455340962
-1.878932234,0.27095442
-1.447619918,-0.495349282
-1.28912075,0.019325997
-0.819703774,0.437156051
-1.849580064,-1.862143769
0.463846686,-1.697785765
3.447000597,-1.315160332
5.079848125,-1.653080388
4.975978403,-1.635987156
4.99613223,-1.424294046
4.671733136,-1.035532581
3.621796285,-0.652907148
2.444347723,-0.253626771
1.980034564,0.487079967
2.04979781,0.485326815
2.334276824,0.176333768
2.937341328,0.976209387
4.08029584,2.084201477
4.648866295,2.374786428
3.881858163,2.245053177
3.74116895,2.832797399
3.776050573,3.773363469
3.152832243,4.72926962
2.059099576,4.496538686
1.744777396,5.191225183
1.321159463,5.474797525
1.139775024,5.484439862
1.003736694,5.230232816
1.400525018,5.498354513
0.992355582,5.596643637
0.555289195,5.284259392
0.524786858,5.010314953
0.525990898,5.001556516
0.262306218,4.893535796
0.025913103,4.705229406
-0.176766902,4.516436435
-0.661192181,4.253196753
-1.024009457,3.167150594
-1.284483365,2.82508498
-1.33384899,2.507348357
-1.352712277,2.072345998
-1.267225463,1.586252757
-1.233512353,1.373617376
-1.225084076,1.287979327
-1.114713776,1.325932553
-1.246355443,1.385781871
-1.425757348,1.466554121
-0.86106276,1.018414107
-1.27685778,1.723954846
-1.089830291,2.159930365
-0.629887151,2.466962232
-0.248607933,2.509294676
0.973580216,3.121492365
0.995973743,3.516629479
1.158793349,3.769091058
1.186318726,4.100302121
1.060821666,4.698798195
1.077616812,5.218081553
0.879340788,5.332036688
0.467393191,5.015649058
0.117027794,3.962258909
-0.044392216,2.355769447
-0.355102409,2.60081931
-0.640619883,2.129248874
-0.746522606,1.819809727
-0.859423307,1.691494392
-1.002648576,1.536774819
-1.163135522,1.458488568
-1.176664945,1.375569994
-1.410863918,1.219923956
-1.575083119,0.934572887
-1.785955502,0.80579432
-2.782000939,1.167578711
-3.143096568,1.190740324
-3.096443386,0.978579951
-2.813725103,0.408341045
-2.588941929,0.099536237
-2.342081664,-0.071169092
-1.936100626,-0.29443623
-1.10034479,-0.325780428
-0.803418487,-0.240427764
-0.827212248,-0.323369336
-0.27301591,-0.36532234
-0.340431565,-0.439101762
-0.733524316,-0.652724531
-1.021032255,-1.055376929
-1.277310883,-0.968095392
-1.307053084,-0.799318937
-1.43841447,-1.035605973
-1.373477332,-1.673098752
-0.79945286,-2.272496274
-0.417761286,-2.588831571
-0.43164098,-2.797632156
-0.4197441,-3.072014449
-0.549618376,-3.275510631
-0.620503954,-3.45200258
-0.865381405,-4.03982686
-0.753848153,-4.544709567
-0.617529734,-4.594378067
-0.43015387,-5.313365762
-1.868353561,-4.659677993
-1.436902551,-5.422711539
-2.191941819,-4.535526454
-1.309471777,-4.10054296
-0.637477282,-3.390976135
1.904933705,-3.443083533
3.478966263,-5.33571484
0.915078179,-4.619351398
0.581944545,-4.31123809
0.974259512,-4.256865153
1.756503103,-3.5862656
2.511065102,-3.093737414
2.554496565,-2.692283898
2.56451921,-1.919735088
3.346762801,-1.352444115
3.489466177,-1.73758575
3.429330306,-1.284931051
3.445557446,-1.028018925
3.642192198,-1.281759297
3.833099725,-1.72716427
3.942871553,-2.086478761
4.52895766,-2.494728894
5.283042391,-2.423590969
6.826529745,-2.352906151
8.84149642,-3.075946008
7.604467741,-1.78294331
6.776701485,-0.324452218
6.695289068,-0.89817855
7.200046056,-1.360250061
7.642313513,-0.476482219
7.666517205,-0.166939168
6.708931148,-0.727207106
6.032988049,-0.691816516
5.208302263,-0.37928271
4.748872188,-0.483959105
4.384056544,-0.71524409
4.648536885,-0.94403678
3.931667543,-1.19326629
3.925946671,-1.44748039
4.003838551,-1.454458816
4.130137815,-1.607984194
4.043444592,-1.401123701
4.101973519,-1.152891109
3.899102576,-1.004350321
5.59556133,-0.293547759
6.225297382,0.598693886
6.219576509,0.868360216
6.388122217,0.355445885
6.474846174,-0.024236903
6.637078888,-0.368689598
6.434911967,-0.606890745
6.550970755,-0.849539631
7.325943952,-0.269850948
7.024773478,0.008379852
7.406644328,0.684930412
6.892075437,0.526788572
6.533915521,0.801560019
5.409518016,0.485276339
4.771402673,-0.41909731
4.722316878,-0.4418302
4.973985576,0.425478956
5.00060838,0.923131559
4.780554262,1.136623043
4.059242655,1.404475785
3.546337689,1.457354463
3.33834703,1.369882258
2.995578423,1.296741657
3.144083754,1.074848887
3.629949934,0.925108332
4.772234636,1.800818772
4.567571827,1.438080926
4.814248749,1.261159743
5.523344002,1.094588861
6.603053913,0.835383759
6.808031051,0.710048883
6.801075739,0.091460623
6.587915881,-0.148876864
7.348499711,0.868177472
7.177071725,2.006074394
6.380893064,1.091893487
5.729957683,0.423440815
5.184170256,-0.104403198
