,SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date.1
0,12825,18116,17,2013,1,1,3,1,29 ,16 ,33,22,2013/1/1
1,12167,18116,17,2013,1,1,3,2,29 ,16 ,33,22,2013/1/1
2,11697,18116,17,2013,1,1,3,3,29 ,16 ,33,22,2013/1/1
3,11440,18116,17,2013,1,1,3,4,29 ,16 ,34,22,2013/1/1
4,11450,18116,17,2013,1,1,3,5,29 ,16 ,33,22,2013/1/1
5,11743,18116,17,2013,1,1,3,6,29 ,16 ,33,23,2013/1/1
6,12227,18116,17,2013,1,1,3,7,29 ,16 ,33,23,2013/1/1
7,12592,18116,17,2013,1,1,3,8,29 ,16 ,32,22,2013/1/1
8,13213,18116,17,2013,1,1,3,9,29 ,16 ,32,22,2013/1/1
9,13957,18116,17,2013,1,1,3,10,29 ,16 ,33,20,2013/1/1
10,14590,18116,17,2013,1,1,3,11,29 ,16 ,33,18,2013/1/1
11,14963,18116,17,2013,1,1,3,12,29 ,16 ,32,16,2013/1/1
12,15059,18116,17,2013,1,1,3,13,29 ,16 ,32,16,2013/1/1
13,14999,18116,17,2013,1,1,3,14,29 ,16 ,32,15,2013/1/1
14,15029,18116,17,2013,1,1,3,15,29 ,16 ,31,14,2013/1/1
15,15323,18116,17,2013,1,1,3,16,29 ,16 ,30,12,2013/1/1
16,16747,18116,17,2013,1,1,3,17,29 ,16 ,28,11,2013/1/1
17,18116,18116,17,2013,1,1,3,18,29 ,16 ,27,10,2013/1/1
18,18040,18116,17,2013,1,1,3,19,29 ,16 ,26,10,2013/1/1
19,17628,18116,17,2013,1,1,3,20,29 ,16 ,25,9,2013/1/1
20,16974,18116,17,2013,1,1,3,21,29 ,16 ,23,8,2013/1/1
21,15941,18116,17,2013,1,1,3,22,29 ,16 ,21,6,2013/1/1
22,14612,18116,17,2013,1,1,3,23,29 ,16 ,20,5,2013/1/1
23,13460,18116,17,2013,1,1,3,24,29 ,16 ,18,5,2013/1/1
24,12793,19989,17,2013,1,2,4,1,19 ,6 ,18,4,2013/1/2
25,12436,19989,17,2013,1,2,4,2,19 ,6 ,16,3,2013/1/2
26,12313,19989,17,2013,1,2,4,3,19 ,6 ,15,3,2013/1/2
27,12418,19989,17,2013,1,2,4,4,19 ,6 ,15,4,2013/1/2
28,12846,19989,17,2013,1,2,4,5,19 ,6 ,14,4,2013/1/2
29,14081,19989,17,2013,1,2,4,6,19 ,6 ,14,4,2013/1/2
30,16210,19989,17,2013,1,2,4,7,19 ,6 ,13,4,2013/1/2
31,17373,19989,17,2013,1,2,4,8,19 ,6 ,14,5,2013/1/2
32,17567,19989,17,2013,1,2,4,9,19 ,6 ,14,5,2013/1/2
33,17687,19989,17,2013,1,2,4,10,19 ,6 ,17,6,2013/1/2
34,17699,19989,17,2013,1,2,4,11,19 ,6 ,21,7,2013/1/2
35,17635,19989,17,2013,1,2,4,12,19 ,6 ,24,9,2013/1/2
36,17481,19989,17,2013,1,2,4,13,19 ,6 ,26,10,2013/1/2
37,17416,19989,17,2013,1,2,4,14,19 ,6 ,27,10,2013/1/2
38,17363,19989,17,2013,1,2,4,15,19 ,6 ,27,10,2013/1/2
39,17544,19989,17,2013,1,2,4,16,19 ,6 ,26,10,2013/1/2
40,18705,19989,17,2013,1,2,4,17,19 ,6 ,25,9,2013/1/2
41,19989,19989,17,2013,1,2,4,18,19 ,6 ,23,9,2013/1/2
42,19913,19989,17,2013,1,2,4,19,19 ,6 ,22,7,2013/1/2
43,19496,19989,17,2013,1,2,4,20,19 ,6 ,20,6,2013/1/2
44,18823,19989,17,2013,1,2,4,21,19 ,6 ,19,5,2013/1/2
45,17675,19989,17,2013,1,2,4,22,19 ,6 ,17,3,2013/1/2
46,16138,19989,17,2013,1,2,4,23,19 ,6 ,16,2,2013/1/2
47,14818,19989,17,2013,1,2,4,24,19 ,6 ,13,0,2013/1/2
48,14021,20059,18,2013,1,3,5,1,14 ,-1 ,12,-1,2013/1/3
49,13634,20059,18,2013,1,3,5,2,14 ,-1 ,10,-3,2013/1/3
50,13478,20059,18,2013,1,3,5,3,14 ,-1 ,9,-5,2013/1/3
51,13529,20059,18,2013,1,3,5,4,14 ,-1 ,8,-5,2013/1/3
52,13916,20059,18,2013,1,3,5,5,14 ,-1 ,7,-5,2013/1/3
53,15085,20059,18,2013,1,3,5,6,14 ,-1 ,6,-7,2013/1/3
54,17219,20059,18,2013,1,3,5,7,14 ,-1 ,5,-7,2013/1/3
55,18355,20059,18,2013,1,3,5,8,14 ,-1 ,5,-7,2013/1/3
56,18483,20059,18,2013,1,3,5,9,14 ,-1 ,4,-7,2013/1/3
57,18444,20059,18,2013,1,3,5,10,14 ,-1 ,7,-6,2013/1/3
58,18356,20059,18,2013,1,3,5,11,14 ,-1 ,11,-5,2013/1/3
59,18177,20059,18,2013,1,3,5,12,14 ,-1 ,14,-4,2013/1/3
60,17864,20059,18,2013,1,3,5,13,14 ,-1 ,17,-3,2013/1/3
61,17622,20059,18,2013,1,3,5,14,14 ,-1 ,19,-2,2013/1/3
62,17430,20059,18,2013,1,3,5,15,14 ,-1 ,21,-1,2013/1/3
63,17573,20059,18,2013,1,3,5,16,14 ,-1 ,23,0,2013/1/3
64,18640,20059,18,2013,1,3,5,17,14 ,-1 ,22,2,2013/1/3
65,20020,20059,18,2013,1,3,5,18,14 ,-1 ,21,3,2013/1/3
66,20059,20059,18,2013,1,3,5,19,14 ,-1 ,19,4,2013/1/3
67,19667,20059,18,2013,1,3,5,20,14 ,-1 ,20,5,2013/1/3
68,18887,20059,18,2013,1,3,5,21,14 ,-1 ,20,6,2013/1/3
69,17677,20059,18,2013,1,3,5,22,14 ,-1 ,20,7,2013/1/3
70,16059,20059,18,2013,1,3,5,23,14 ,-1 ,20,8,2013/1/3
71,14637,20059,18,2013,1,3,5,24,14 ,-1 ,20,9,2013/1/3
72,13723,18686,17,2013,1,4,6,1,29 ,17 ,21,9,2013/1/4
73,13282,18686,17,2013,1,4,6,2,29 ,17 ,21,10,2013/1/4
74,13071,18686,17,2013,1,4,6,3,29 ,17 ,22,12,2013/1/4
75,13051,18686,17,2013,1,4,6,4,29 ,17 ,22,12,2013/1/4
76,13375,18686,17,2013,1,4,6,5,29 ,17 ,22,13,2013/1/4
77,14443,18686,17,2013,1,4,6,6,29 ,17 ,22,13,2013/1/4
78,16436,18686,17,2013,1,4,6,7,29 ,17 ,22,14,2013/1/4
79,17403,18686,17,2013,1,4,6,8,29 ,17 ,23,15,2013/1/4
80,17562,18686,17,2013,1,4,6,9,29 ,17 ,25,17,2013/1/4
81,17578,18686,17,2013,1,4,6,10,29 ,17 ,27,18,2013/1/4
82,17493,18686,17,2013,1,4,6,11,29 ,17 ,30,19,2013/1/4
83,17277,18686,17,2013,1,4,6,12,29 ,17 ,32,20,2013/1/4
84,17007,18686,17,2013,1,4,6,13,29 ,17 ,34,20,2013/1/4
85,16837,18686,17,2013,1,4,6,14,29 ,17 ,35,20,2013/1/4
86,16691,18686,17,2013,1,4,6,15,29 ,17 ,36,20,2013/1/4
87,16725,18686,17,2013,1,4,6,16,29 ,17 ,36,21,2013/1/4
88,17640,18686,17,2013,1,4,6,17,29 ,17 ,36,21,2013/1/4
89,18686,18686,17,2013,1,4,6,18,29 ,17 ,35,20,2013/1/4
90,18458,18686,17,2013,1,4,6,19,29 ,17 ,34,21,2013/1/4
91,17939,18686,17,2013,1,4,6,20,29 ,17 ,34,20,2013/1/4
92,17272,18686,17,2013,1,4,6,21,29 ,17 ,32,20,2013/1/4
93,16335,18686,17,2013,1,4,6,22,29 ,17 ,31,20,2013/1/4
94,15137,18686,17,2013,1,4,6,23,29 ,17 ,31,19,2013/1/4
95,13873,18686,17,2013,1,4,6,24,29 ,17 ,30,19,2013/1/4
96,12921,17341,17,2013,1,5,7,1,32 ,18 ,30,19,2013/1/5
97,12379,17341,17,2013,1,5,7,2,32 ,18 ,30,18,2013/1/5
98,12065,17341,17,2013,1,5,7,3,32 ,18 ,31,19,2013/1/5
99,11938,17341,17,2013,1,5,7,4,32 ,18 ,31,20,2013/1/5
100,12004,17341,17,2013,1,5,7,5,32 ,18 ,31,20,2013/1/5
101,12428,17341,17,2013,1,5,7,6,32 ,18 ,31,20,2013/1/5
102,13159,17341,17,2013,1,5,7,7,32 ,18 ,31,20,2013/1/5
103,13949,17341,17,2013,1,5,7,8,32 ,18 ,32,21,2013/1/5
104,14767,17341,17,2013,1,5,7,9,32 ,18 ,33,21,2013/1/5
105,15333,17341,17,2013,1,5,7,10,32 ,18 ,34,20,2013/1/5
106,15511,17341,17,2013,1,5,7,11,32 ,18 ,36,20,2013/1/5
107,15423,17341,17,2013,1,5,7,12,32 ,18 ,37,19,2013/1/5
108,15262,17341,17,2013,1,5,7,13,32 ,18 ,38,19,2013/1/5
109,14980,17341,17,2013,1,5,7,14,32 ,18 ,38,18,2013/1/5
110,14765,17341,17,2013,1,5,7,15,32 ,18 ,38,17,2013/1/5
111,14860,17341,17,2013,1,5,7,16,32 ,18 ,37,16,2013/1/5
112,15973,17341,17,2013,1,5,7,17,32 ,18 ,36,16,2013/1/5
113,17341,17341,17,2013,1,5,7,18,32 ,18 ,34,15,2013/1/5
114,17300,17341,17,2013,1,5,7,19,32 ,18 ,32,15,2013/1/5
115,16900,17341,17,2013,1,5,7,20,32 ,18 ,29,15,2013/1/5
116,16430,17341,17,2013,1,5,7,21,32 ,18 ,27,15,2013/1/5
117,15763,17341,17,2013,1,5,7,22,32 ,18 ,25,15,2013/1/5
118,14728,17341,17,2013,1,5,7,23,32 ,18 ,25,15,2013/1/5
119,13609,17341,17,2013,1,5,7,24,32 ,18 ,24,15,2013/1/5
120,12745,17485,17,2013,1,6,1,1,32 ,23 ,24,16,2013/1/6
121,12205,17485,17,2013,1,6,1,2,32 ,23 ,25,17,2013/1/6
122,11903,17485,17,2013,1,6,1,3,32 ,23 ,25,17,2013/1/6
123,11799,17485,17,2013,1,6,1,4,32 ,23 ,26,18,2013/1/6
124,11805,17485,17,2013,1,6,1,5,32 ,23 ,26,19,2013/1/6
125,12094,17485,17,2013,1,6,1,6,32 ,23 ,26,20,2013/1/6
126,12627,17485,17,2013,1,6,1,7,32 ,23 ,27,21,2013/1/6
127,13258,17485,17,2013,1,6,1,8,32 ,23 ,27,23,2013/1/6
128,14117,17485,17,2013,1,6,1,9,32 ,23 ,28,23,2013/1/6
129,14739,17485,17,2013,1,6,1,10,32 ,23 ,29,24,2013/1/6
130,15005,17485,17,2013,1,6,1,11,32 ,23 ,32,24,2013/1/6
131,15062,17485,17,2013,1,6,1,12,32 ,23 ,34,25,2013/1/6
132,14984,17485,17,2013,1,6,1,13,32 ,23 ,37,25,2013/1/6
133,14802,17485,17,2013,1,6,1,14,32 ,23 ,39,26,2013/1/6
134,14650,17485,17,2013,1,6,1,15,32 ,23 ,40,26,2013/1/6
135,14787,17485,17,2013,1,6,1,16,32 ,23 ,40,26,2013/1/6
136,16060,17485,17,2013,1,6,1,17,32 ,23 ,39,26,2013/1/6
137,17485,17485,17,2013,1,6,1,18,32 ,23 ,38,25,2013/1/6
138,17469,17485,17,2013,1,6,1,19,32 ,23 ,37,25,2013/1/6
139,16950,17485,17,2013,1,6,1,20,32 ,23 ,35,26,2013/1/6
140,16281,17485,17,2013,1,6,1,21,32 ,23 ,34,25,2013/1/6
141,15196,17485,17,2013,1,6,1,22,32 ,23 ,33,25,2013/1/6
142,13928,17485,17,2013,1,6,1,23,32 ,23 ,32,24,2013/1/6
143,12778,17485,17,2013,1,6,1,24,32 ,23 ,32,24,2013/1/6
144,12011,18588,18,2013,1,7,2,1,31 ,20 ,32,24,2013/1/7
145,11663,18588,18,2013,1,7,2,2,31 ,20 ,32,24,2013/1/7
146,11544,18588,18,2013,1,7,2,3,31 ,20 ,31,24,2013/1/7
147,11602,18588,18,2013,1,7,2,4,31 ,20 ,32,24,2013/1/7
148,12006,18588,18,2013,1,7,2,5,31 ,20 ,31,24,2013/1/7
149,13163,18588,18,2013,1,7,2,6,31 ,20 ,30,24,2013/1/7
150,15283,18588,18,2013,1,7,2,7,31 ,20 ,31,24,2013/1/7
151,16429,18588,18,2013,1,7,2,8,31 ,20 ,31,24,2013/1/7
152,16496,18588,18,2013,1,7,2,9,31 ,20 ,32,24,2013/1/7
153,16501,18588,18,2013,1,7,2,10,31 ,20 ,34,23,2013/1/7
154,16521,18588,18,2013,1,7,2,11,31 ,20 ,35,21,2013/1/7
155,16414,18588,18,2013,1,7,2,12,31 ,20 ,35,20,2013/1/7
156,16201,18588,18,2013,1,7,2,13,31 ,20 ,35,19,2013/1/7
157,16110,18588,18,2013,1,7,2,14,31 ,20 ,35,18,2013/1/7
158,15975,18588,18,2013,1,7,2,15,31 ,20 ,35,18,2013/1/7
159,16085,18588,18,2013,1,7,2,16,31 ,20 ,35,18,2013/1/7
160,17074,18588,18,2013,1,7,2,17,31 ,20 ,34,16,2013/1/7
161,18530,18588,18,2013,1,7,2,18,31 ,20 ,32,15,2013/1/7
162,18588,18588,18,2013,1,7,2,19,31 ,20 ,29,16,2013/1/7
163,18328,18588,18,2013,1,7,2,20,31 ,20 ,28,17,2013/1/7
164,17629,18588,18,2013,1,7,2,21,31 ,20 ,26,17,2013/1/7
165,16521,18588,18,2013,1,7,2,22,31 ,20 ,25,17,2013/1/7
166,15076,18588,18,2013,1,7,2,23,31 ,20 ,25,17,2013/1/7
167,13780,18588,18,2013,1,7,2,24,31 ,20 ,23,16,2013/1/7
168,12923,18346,17,2013,1,8,3,1,33 ,23 ,22,16,2013/1/8
169,12485,18346,17,2013,1,8,3,2,33 ,23 ,22,16,2013/1/8
170,12321,18346,17,2013,1,8,3,3,33 ,23 ,23,17,2013/1/8
171,12326,18346,17,2013,1,8,3,4,33 ,23 ,25,18,2013/1/8
172,12691,18346,17,2013,1,8,3,5,33 ,23 ,26,20,2013/1/8
173,13810,18346,17,2013,1,8,3,6,33 ,23 ,24,19,2013/1/8
174,15867,18346,17,2013,1,8,3,7,33 ,23 ,26,21,2013/1/8
175,16868,18346,17,2013,1,8,3,8,33 ,23 ,28,21,2013/1/8
176,16867,18346,17,2013,1,8,3,9,33 ,23 ,30,22,2013/1/8
177,16727,18346,17,2013,1,8,3,10,33 ,23 ,33,23,2013/1/8
178,16590,18346,17,2013,1,8,3,11,33 ,23 ,36,24,2013/1/8
179,16410,18346,17,2013,1,8,3,12,33 ,23 ,38,25,2013/1/8
180,16151,18346,17,2013,1,8,3,13,33 ,23 ,41,25,2013/1/8
181,16003,18346,17,2013,1,8,3,14,33 ,23 ,42,25,2013/1/8
182,15819,18346,17,2013,1,8,3,15,33 ,23 ,44,25,2013/1/8
183,15886,18346,17,2013,1,8,3,16,33 ,23 ,44,25,2013/1/8
184,16935,18346,17,2013,1,8,3,17,33 ,23 ,43,25,2013/1/8
185,18346,18346,17,2013,1,8,3,18,33 ,23 ,40,25,2013/1/8
186,18301,18346,17,2013,1,8,3,19,33 ,23 ,38,25,2013/1/8
187,17874,18346,17,2013,1,8,3,20,33 ,23 ,36,25,2013/1/8
188,17151,18346,17,2013,1,8,3,21,33 ,23 ,35,25,2013/1/8
189,16000,18346,17,2013,1,8,3,22,33 ,23 ,33,25,2013/1/8
190,14471,18346,17,2013,1,8,3,23,33 ,23 ,32,24,2013/1/8
191,13141,18346,17,2013,1,8,3,24,33 ,23 ,31,24,2013/1/8
192,12354,18438,17,2013,1,9,4,1,34 ,26 ,31,23,2013/1/9
193,11933,18438,17,2013,1,9,4,2,34 ,26 ,30,23,2013/1/9
194,11772,18438,17,2013,1,9,4,3,34 ,26 ,28,23,2013/1/9
195,11832,18438,17,2013,1,9,4,4,34 ,26 ,28,22,2013/1/9
196,12248,18438,17,2013,1,9,4,5,34 ,26 ,26,21,2013/1/9
197,13429,18438,17,2013,1,9,4,6,34 ,26 ,26,21,2013/1/9
198,15621,18438,17,2013,1,9,4,7,34 ,26 ,25,21,2013/1/9
199,16739,18438,17,2013,1,9,4,8,34 ,26 ,25,21,2013/1/9
200,16799,18438,17,2013,1,9,4,9,34 ,26 ,24,20,2013/1/9
201,16776,18438,17,2013,1,9,4,10,34 ,26 ,29,23,2013/1/9
202,16710,18438,17,2013,1,9,4,11,34 ,26 ,32,25,2013/1/9
203,16596,18438,17,2013,1,9,4,12,34 ,26 ,34,25,2013/1/9
204,16454,18438,17,2013,1,9,4,13,34 ,26 ,35,26,2013/1/9
205,16433,18438,17,2013,1,9,4,14,34 ,26 ,37,27,2013/1/9
206,16370,18438,17,2013,1,9,4,15,34 ,26 ,39,27,2013/1/9
207,16575,18438,17,2013,1,9,4,16,34 ,26 ,39,28,2013/1/9
208,17554,18438,17,2013,1,9,4,17,34 ,26 ,40,30,2013/1/9
209,18438,18438,17,2013,1,9,4,18,34 ,26 ,40,31,2013/1/9
210,18292,18438,17,2013,1,9,4,19,34 ,26 ,41,32,2013/1/9
211,17761,18438,17,2013,1,9,4,20,34 ,26 ,40,32,2013/1/9
212,17008,18438,17,2013,1,9,4,21,34 ,26 ,41,32,2013/1/9
213,15799,18438,17,2013,1,9,4,22,34 ,26 ,41,32,2013/1/9
214,14263,18438,17,2013,1,9,4,23,34 ,26 ,41,31,2013/1/9
215,12901,18438,17,2013,1,9,4,24,34 ,26 ,42,30,2013/1/9
216,12057,17964,18,2013,1,10,5,1,40 ,23 ,42,27,2013/1/10
217,11581,17964,18,2013,1,10,5,2,40 ,23 ,42,25,2013/1/10
218,11392,17964,18,2013,1,10,5,3,40 ,23 ,42,25,2013/1/10
219,11347,17964,18,2013,1,10,5,4,40 ,23 ,41,25,2013/1/10
220,11783,17964,18,2013,1,10,5,5,40 ,23 ,40,25,2013/1/10
221,12907,17964,18,2013,1,10,5,6,40 ,23 ,39,24,2013/1/10
222,14969,17964,18,2013,1,10,5,7,40 ,23 ,39,23,2013/1/10
223,16023,17964,18,2013,1,10,5,8,40 ,23 ,38,22,2013/1/10
224,16040,17964,18,2013,1,10,5,9,40 ,23 ,38,21,2013/1/10
225,16007,17964,18,2013,1,10,5,10,40 ,23 ,39,22,2013/1/10
226,16043,17964,18,2013,1,10,5,11,40 ,23 ,40,22,2013/1/10
227,15933,17964,18,2013,1,10,5,12,40 ,23 ,42,22,2013/1/10
228,15741,17964,18,2013,1,10,5,13,40 ,23 ,43,22,2013/1/10
229,15622,17964,18,2013,1,10,5,14,40 ,23 ,43,21,2013/1/10
230,15445,17964,18,2013,1,10,5,15,40 ,23 ,44,21,2013/1/10
231,15586,17964,18,2013,1,10,5,16,40 ,23 ,44,21,2013/1/10
232,16528,17964,18,2013,1,10,5,17,40 ,23 ,43,21,2013/1/10
233,17899,17964,18,2013,1,10,5,18,40 ,23 ,41,21,2013/1/10
234,17964,17964,18,2013,1,10,5,19,40 ,23 ,39,21,2013/1/10
235,17547,17964,18,2013,1,10,5,20,40 ,23 ,37,22,2013/1/10
236,16892,17964,18,2013,1,10,5,21,40 ,23 ,36,22,2013/1/10
237,15789,17964,18,2013,1,10,5,22,40 ,23 ,34,22,2013/1/10
238,14318,17964,18,2013,1,10,5,23,40 ,23 ,34,22,2013/1/10
239,13035,17964,18,2013,1,10,5,24,40 ,23 ,33,22,2013/1/10
240,12242,17888,17,2013,1,11,6,1,32 ,25 ,31,21,2013/1/11
241,11782,17888,17,2013,1,11,6,2,32 ,25 ,30,21,2013/1/11
242,11671,17888,17,2013,1,11,6,3,32 ,25 ,29,21,2013/1/11
243,11683,17888,17,2013,1,11,6,4,32 ,25 ,29,21,2013/1/11
244,12113,17888,17,2013,1,11,6,5,32 ,25 ,28,20,2013/1/11
245,13224,17888,17,2013,1,11,6,6,32 ,25 ,28,20,2013/1/11
246,15286,17888,17,2013,1,11,6,7,32 ,25 ,28,20,2013/1/11
247,16419,17888,17,2013,1,11,6,8,32 ,25 ,27,20,2013/1/11
248,16560,17888,17,2013,1,11,6,9,32 ,25 ,28,21,2013/1/11
249,16590,17888,17,2013,1,11,6,10,32 ,25 ,30,22,2013/1/11
250,16617,17888,17,2013,1,11,6,11,32 ,25 ,33,23,2013/1/11
251,16582,17888,17,2013,1,11,6,12,32 ,25 ,34,24,2013/1/11
252,16456,17888,17,2013,1,11,6,13,32 ,25 ,35,25,2013/1/11
253,16413,17888,17,2013,1,11,6,14,32 ,25 ,36,26,2013/1/11
254,16315,17888,17,2013,1,11,6,15,32 ,25 ,36,27,2013/1/11
255,16371,17888,17,2013,1,11,6,16,32 ,25 ,36,27,2013/1/11
256,17174,17888,17,2013,1,11,6,17,32 ,25 ,36,28,2013/1/11
257,17888,17888,17,2013,1,11,6,18,32 ,25 ,35,29,2013/1/11
258,17558,17888,17,2013,1,11,6,19,32 ,25 ,35,31,2013/1/11
259,16991,17888,17,2013,1,11,6,20,32 ,25 ,35,31,2013/1/11
260,16316,17888,17,2013,1,11,6,21,32 ,25 ,35,32,2013/1/11
261,15414,17888,17,2013,1,11,6,22,32 ,25 ,35,33,2013/1/11
262,14177,17888,17,2013,1,11,6,23,32 ,25 ,35,33,2013/1/11
263,12979,17888,17,2013,1,11,6,24,32 ,25 ,35,34,2013/1/11
264,12008,16468,17,2013,1,12,7,1,39 ,38 ,35,34,2013/1/12
265,11453,16468,17,2013,1,12,7,2,39 ,38 ,36,35,2013/1/12
266,11139,16468,17,2013,1,12,7,3,39 ,38 ,36,35,2013/1/12
267,10990,16468,17,2013,1,12,7,4,39 ,38 ,36,36,2013/1/12
268,11074,16468,17,2013,1,12,7,5,39 ,38 ,37,35,2013/1/12
269,11466,16468,17,2013,1,12,7,6,39 ,38 ,37,36,2013/1/12
270,12237,16468,17,2013,1,12,7,7,39 ,38 ,37,36,2013/1/12
271,13093,16468,17,2013,1,12,7,8,39 ,38 ,37,35,2013/1/12
272,14046,16468,17,2013,1,12,7,9,39 ,38 ,37,36,2013/1/12
273,14763,16468,17,2013,1,12,7,10,39 ,38 ,38,37,2013/1/12
274,15187,16468,17,2013,1,12,7,11,39 ,38 ,39,37,2013/1/12
275,15243,16468,17,2013,1,12,7,12,39 ,38 ,40,37,2013/1/12
276,15104,16468,17,2013,1,12,7,13,39 ,38 ,40,38,2013/1/12
277,14855,16468,17,2013,1,12,7,14,39 ,38 ,41,39,2013/1/12
278,14685,16468,17,2013,1,12,7,15,39 ,38 ,41,40,2013/1/12
279,14723,16468,17,2013,1,12,7,16,39 ,38 ,42,40,2013/1/12
280,15573,16468,17,2013,1,12,7,17,39 ,38 ,41,40,2013/1/12
281,16468,16468,17,2013,1,12,7,18,39 ,38 ,40,39,2013/1/12
282,16279,16468,17,2013,1,12,7,19,39 ,38 ,41,40,2013/1/12
283,15703,16468,17,2013,1,12,7,20,39 ,38 ,40,40,2013/1/12
284,15100,16468,17,2013,1,12,7,21,39 ,38 ,40,40,2013/1/12
285,14426,16468,17,2013,1,12,7,22,39 ,38 ,40,40,2013/1/12
286,13408,16468,17,2013,1,12,7,23,39 ,38 ,40,40,2013/1/12
287,12310,16468,17,2013,1,12,7,24,39 ,38 ,40,40,2013/1/12
288,11409,16392,17,2013,1,13,1,1,43 ,42 ,40,39,2013/1/13
289,10855,16392,17,2013,1,13,1,2,43 ,42 ,40,39,2013/1/13
290,10557,16392,17,2013,1,13,1,3,43 ,42 ,40,39,2013/1/13
291,10427,16392,17,2013,1,13,1,4,43 ,42 ,40,39,2013/1/13
292,10460,16392,17,2013,1,13,1,5,43 ,42 ,39,39,2013/1/13
293,10716,16392,17,2013,1,13,1,6,43 ,42 ,39,38,2013/1/13
294,11276,16392,17,2013,1,13,1,7,43 ,42 ,39,39,2013/1/13
295,11950,16392,17,2013,1,13,1,8,43 ,42 ,40,39,2013/1/13
296,12951,16392,17,2013,1,13,1,9,43 ,42 ,40,39,2013/1/13
297,13798,16392,17,2013,1,13,1,10,43 ,42 ,41,41,2013/1/13
298,14267,16392,17,2013,1,13,1,11,43 ,42 ,42,41,2013/1/13
299,14502,16392,17,2013,1,13,1,12,43 ,42 ,43,42,2013/1/13
300,14607,16392,17,2013,1,13,1,13,43 ,42 ,43,43,2013/1/13
301,14546,16392,17,2013,1,13,1,14,43 ,42 ,44,43,2013/1/13
302,14477,16392,17,2013,1,13,1,15,43 ,42 ,45,44,2013/1/13
303,14654,16392,17,2013,1,13,1,16,43 ,42 ,46,44,2013/1/13
304,15575,16392,17,2013,1,13,1,17,43 ,42 ,46,44,2013/1/13
305,16392,16392,17,2013,1,13,1,18,43 ,42 ,46,44,2013/1/13
306,16255,16392,17,2013,1,13,1,19,43 ,42 ,46,44,2013/1/13
307,15588,16392,17,2013,1,13,1,20,43 ,42 ,46,44,2013/1/13
308,15083,16392,17,2013,1,13,1,21,43 ,42 ,46,44,2013/1/13
309,14030,16392,17,2013,1,13,1,22,43 ,42 ,46,45,2013/1/13
310,12772,16392,17,2013,1,13,1,23,43 ,42 ,46,45,2013/1/13
311,11628,16392,17,2013,1,13,1,24,43 ,42 ,46,45,2013/1/13
312,10870,17327,17,2013,1,14,2,1,47 ,39 ,47,45,2013/1/14
313,10474,17327,17,2013,1,14,2,2,47 ,39 ,47,46,2013/1/14
314,10275,17327,17,2013,1,14,2,3,47 ,39 ,47,46,2013/1/14
315,10273,17327,17,2013,1,14,2,4,47 ,39 ,47,46,2013/1/14
316,10658,17327,17,2013,1,14,2,5,47 ,39 ,47,46,2013/1/14
317,11819,17327,17,2013,1,14,2,6,47 ,39 ,47,46,2013/1/14
318,13845,17327,17,2013,1,14,2,7,47 ,39 ,48,47,2013/1/14
319,15063,17327,17,2013,1,14,2,8,47 ,39 ,48,47,2013/1/14
320,15346,17327,17,2013,1,14,2,9,47 ,39 ,48,47,2013/1/14
321,15462,17327,17,2013,1,14,2,10,47 ,39 ,49,48,2013/1/14
322,15595,17327,17,2013,1,14,2,11,47 ,39 ,50,48,2013/1/14
323,15525,17327,17,2013,1,14,2,12,47 ,39 ,52,47,2013/1/14
324,15337,17327,17,2013,1,14,2,13,47 ,39 ,54,46,2013/1/14
325,15151,17327,17,2013,1,14,2,14,47 ,39 ,54,42,2013/1/14
326,15018,17327,17,2013,1,14,2,15,47 ,39 ,55,38,2013/1/14
327,15090,17327,17,2013,1,14,2,16,47 ,39 ,53,34,2013/1/14
328,15995,17327,17,2013,1,14,2,17,47 ,39 ,50,31,2013/1/14
329,17327,17327,17,2013,1,14,2,18,47 ,39 ,47,30,2013/1/14
330,17267,17327,17,2013,1,14,2,19,47 ,39 ,44,28,2013/1/14
331,16799,17327,17,2013,1,14,2,20,47 ,39 ,43,27,2013/1/14
332,16065,17327,17,2013,1,14,2,21,47 ,39 ,42,27,2013/1/14
333,14980,17327,17,2013,1,14,2,22,47 ,39 ,41,25,2013/1/14
334,13606,17327,17,2013,1,14,2,23,47 ,39 ,39,25,2013/1/14
335,12310,17327,17,2013,1,14,2,24,47 ,39 ,39,25,2013/1/14
336,11545,18177,17,2013,1,15,3,1,36 ,23 ,38,25,2013/1/15
337,11204,18177,17,2013,1,15,3,2,36 ,23 ,37,25,2013/1/15
338,11002,18177,17,2013,1,15,3,3,36 ,23 ,36,25,2013/1/15
339,10985,18177,17,2013,1,15,3,4,36 ,23 ,36,25,2013/1/15
340,11319,18177,17,2013,1,15,3,5,36 ,23 ,35,25,2013/1/15
341,12490,18177,17,2013,1,15,3,6,36 ,23 ,34,24,2013/1/15
342,14620,18177,17,2013,1,15,3,7,36 ,23 ,33,24,2013/1/15
343,15843,18177,17,2013,1,15,3,8,36 ,23 ,33,23,2013/1/15
344,15992,18177,17,2013,1,15,3,9,36 ,23 ,32,23,2013/1/15
345,16065,18177,17,2013,1,15,3,10,36 ,23 ,35,23,2013/1/15
346,16154,18177,17,2013,1,15,3,11,36 ,23 ,36,23,2013/1/15
