,SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date.1
24504,11025,16227,18,2015,10,19,2,1,37 ,20 ,31,19,2015/10/19
24505,10616,16227,18,2015,10,19,2,2,37 ,20 ,30,19,2015/10/19
24506,10486,16227,18,2015,10,19,2,3,37 ,20 ,29,19,2015/10/19
24507,10523,16227,18,2015,10,19,2,4,37 ,20 ,28,20,2015/10/19
24508,10940,16227,18,2015,10,19,2,5,37 ,20 ,27,20,2015/10/19
24509,12114,16227,18,2015,10,19,2,6,37 ,20 ,26,20,2015/10/19
24510,14174,16227,18,2015,10,19,2,7,37 ,20 ,27,20,2015/10/19
24511,15287,16227,18,2015,10,19,2,8,37 ,20 ,26,19,2015/10/19
24512,15404,16227,18,2015,10,19,2,9,37 ,20 ,28,21,2015/10/19
24513,15260,16227,18,2015,10,19,2,10,37 ,20 ,33,21,2015/10/19
24514,15129,16227,18,2015,10,19,2,11,37 ,20 ,37,19,2015/10/19
24515,14906,16227,18,2015,10,19,2,12,37 ,20 ,39,17,2015/10/19
24516,14635,16227,18,2015,10,19,2,13,37 ,20 ,42,17,2015/10/19
24517,14446,16227,18,2015,10,19,2,14,37 ,20 ,43,18,2015/10/19
24518,14247,16227,18,2015,10,19,2,15,37 ,20 ,45,18,2015/10/19
24519,14198,16227,18,2015,10,19,2,16,37 ,20 ,47,18,2015/10/19
24520,14524,16227,18,2015,10,19,2,17,37 ,20 ,47,18,2015/10/19
24521,15242,16227,18,2015,10,19,2,18,37 ,20 ,47,18,2015/10/19
24522,16227,16227,18,2015,10,19,2,19,37 ,20 ,45,19,2015/10/19
24523,16168,16227,18,2015,10,19,2,20,37 ,20 ,43,21,2015/10/19
24524,15486,16227,18,2015,10,19,2,21,37 ,20 ,43,22,2015/10/19
24525,14375,16227,18,2015,10,19,2,22,37 ,20 ,44,24,2015/10/19
24526,12946,16227,18,2015,10,19,2,23,37 ,20 ,44,25,2015/10/19
24527,11701,16227,18,2015,10,19,2,24,37 ,20 ,45,26,2015/10/19
24528,10891,15710,18,2015,10,20,3,1,54 ,37 ,45,29,2015/10/20
24529,10472,15710,18,2015,10,20,3,2,54 ,37 ,46,30,2015/10/20
24530,10263,15710,18,2015,10,20,3,3,54 ,37 ,46,31,2015/10/20
24531,10222,15710,18,2015,10,20,3,4,54 ,37 ,46,32,2015/10/20
24532,10515,15710,18,2015,10,20,3,5,54 ,37 ,45,32,2015/10/20
24533,11588,15710,18,2015,10,20,3,6,54 ,37 ,46,33,2015/10/20
24534,13526,15710,18,2015,10,20,3,7,54 ,37 ,46,34,2015/10/20
24535,14514,15710,18,2015,10,20,3,8,54 ,37 ,46,34,2015/10/20
24536,14626,15710,18,2015,10,20,3,9,54 ,37 ,46,34,2015/10/20
24537,14594,15710,18,2015,10,20,3,10,54 ,37 ,48,35,2015/10/20
24538,14622,15710,18,2015,10,20,3,11,54 ,37 ,52,36,2015/10/20
24539,14563,15710,18,2015,10,20,3,12,54 ,37 ,55,36,2015/10/20
24540,14420,15710,18,2015,10,20,3,13,54 ,37 ,59,36,2015/10/20
24541,14349,15710,18,2015,10,20,3,14,54 ,37 ,61,37,2015/10/20
24542,14208,15710,18,2015,10,20,3,15,54 ,37 ,63,38,2015/10/20
24543,14181,15710,18,2015,10,20,3,16,54 ,37 ,65,39,2015/10/20
24544,14397,15710,18,2015,10,20,3,17,54 ,37 ,65,40,2015/10/20
24545,14856,15710,18,2015,10,20,3,18,54 ,37 ,66,40,2015/10/20
24546,15710,15710,18,2015,10,20,3,19,54 ,37 ,63,41,2015/10/20
24547,15579,15710,18,2015,10,20,3,20,54 ,37 ,61,41,2015/10/20
24548,14854,15710,18,2015,10,20,3,21,54 ,37 ,58,42,2015/10/20
24549,13738,15710,18,2015,10,20,3,22,54 ,37 ,57,42,2015/10/20
24550,12352,15710,18,2015,10,20,3,23,54 ,37 ,56,43,2015/10/20
24551,11147,15710,18,2015,10,20,3,24,54 ,37 ,56,43,2015/10/20
24552,10386,15580,18,2015,10,21,4,1,57 ,45 ,56,43,2015/10/21
24553,9976,15580,18,2015,10,21,4,2,57 ,45 ,56,42,2015/10/21
24554,9754,15580,18,2015,10,21,4,3,57 ,45 ,55,42,2015/10/21
24555,9714,15580,18,2015,10,21,4,4,57 ,45 ,54,42,2015/10/21
24556,10004,15580,18,2015,10,21,4,5,57 ,45 ,55,42,2015/10/21
24557,11011,15580,18,2015,10,21,4,6,57 ,45 ,55,43,2015/10/21
24558,12949,15580,18,2015,10,21,4,7,57 ,45 ,55,42,2015/10/21
24559,14054,15580,18,2015,10,21,4,8,57 ,45 ,54,43,2015/10/21
24560,14331,15580,18,2015,10,21,4,9,57 ,45 ,55,42,2015/10/21
24561,14477,15580,18,2015,10,21,4,10,57 ,45 ,56,43,2015/10/21
24562,14586,15580,18,2015,10,21,4,11,57 ,45 ,57,45,2015/10/21
24563,14569,15580,18,2015,10,21,4,12,57 ,45 ,58,45,2015/10/21
24564,14439,15580,18,2015,10,21,4,13,57 ,45 ,60,46,2015/10/21
24565,14406,15580,18,2015,10,21,4,14,57 ,45 ,61,47,2015/10/21
24566,14292,15580,18,2015,10,21,4,15,57 ,45 ,62,46,2015/10/21
24567,14259,15580,18,2015,10,21,4,16,57 ,45 ,63,46,2015/10/21
24568,14421,15580,18,2015,10,21,4,17,57 ,45 ,62,47,2015/10/21
24569,14847,15580,18,2015,10,21,4,18,57 ,45 ,61,47,2015/10/21
24570,15580,15580,18,2015,10,21,4,19,57 ,45 ,58,48,2015/10/21
24571,15400,15580,18,2015,10,21,4,20,57 ,45 ,57,48,2015/10/21
24572,14715,15580,18,2015,10,21,4,21,57 ,45 ,56,48,2015/10/21
24573,13624,15580,18,2015,10,21,4,22,57 ,45 ,55,49,2015/10/21
24574,12291,15580,18,2015,10,21,4,23,57 ,45 ,54,49,2015/10/21
24575,11102,15580,18,2015,10,21,4,24,57 ,45 ,53,49,2015/10/21
24576,10342,15656,18,2015,10,22,5,1,60 ,50 ,53,50,2015/10/22
24577,9914,15656,18,2015,10,22,5,2,60 ,50 ,52,50,2015/10/22
24578,9676,15656,18,2015,10,22,5,3,60 ,50 ,52,49,2015/10/22
24579,9645,15656,18,2015,10,22,5,4,60 ,50 ,51,49,2015/10/22
24580,9937,15656,18,2015,10,22,5,5,60 ,50 ,52,51,2015/10/22
24581,10990,15656,18,2015,10,22,5,6,60 ,50 ,53,51,2015/10/22
24582,12925,15656,18,2015,10,22,5,7,60 ,50 ,54,52,2015/10/22
24583,13990,15656,18,2015,10,22,5,8,60 ,50 ,54,52,2015/10/22
24584,14210,15656,18,2015,10,22,5,9,60 ,50 ,55,53,2015/10/22
24585,14359,15656,18,2015,10,22,5,10,60 ,50 ,56,53,2015/10/22
24586,14524,15656,18,2015,10,22,5,11,60 ,50 ,60,52,2015/10/22
24587,14598,15656,18,2015,10,22,5,12,60 ,50 ,62,51,2015/10/22
24588,14568,15656,18,2015,10,22,5,13,60 ,50 ,65,51,2015/10/22
24589,14598,15656,18,2015,10,22,5,14,60 ,50 ,67,50,2015/10/22
24590,14555,15656,18,2015,10,22,5,15,60 ,50 ,70,50,2015/10/22
24591,14509,15656,18,2015,10,22,5,16,60 ,50 ,70,50,2015/10/22
24592,14640,15656,18,2015,10,22,5,17,60 ,50 ,70,49,2015/10/22
24593,15050,15656,18,2015,10,22,5,18,60 ,50 ,68,49,2015/10/22
24594,15656,15656,18,2015,10,22,5,19,60 ,50 ,67,49,2015/10/22
24595,15409,15656,18,2015,10,22,5,20,60 ,50 ,65,49,2015/10/22
24596,14737,15656,18,2015,10,22,5,21,60 ,50 ,64,49,2015/10/22
24597,13675,15656,18,2015,10,22,5,22,60 ,50 ,62,49,2015/10/22
24598,12323,15656,18,2015,10,22,5,23,60 ,50 ,61,49,2015/10/22
24599,11081,15656,18,2015,10,22,5,24,60 ,50 ,59,46,2015/10/22
24600,10289,14975,18,2015,10,23,6,1,47 ,31 ,58,42,2015/10/23
24601,9795,14975,18,2015,10,23,6,2,47 ,31 ,55,38,2015/10/23
24602,9536,14975,18,2015,10,23,6,3,47 ,31 ,52,37,2015/10/23
24603,9460,14975,18,2015,10,23,6,4,47 ,31 ,51,37,2015/10/23
24604,9763,14975,18,2015,10,23,6,5,47 ,31 ,50,37,2015/10/23
24605,10768,14975,18,2015,10,23,6,6,47 ,31 ,49,36,2015/10/23
24606,12659,14975,18,2015,10,23,6,7,47 ,31 ,48,36,2015/10/23
24607,13740,14975,18,2015,10,23,6,8,47 ,31 ,47,34,2015/10/23
24608,14002,14975,18,2015,10,23,6,9,47 ,31 ,46,33,2015/10/23
24609,14089,14975,18,2015,10,23,6,10,47 ,31 ,46,28,2015/10/23
24610,14112,14975,18,2015,10,23,6,11,47 ,31 ,46,27,2015/10/23
24611,14058,14975,18,2015,10,23,6,12,47 ,31 ,47,26,2015/10/23
24612,13939,14975,18,2015,10,23,6,13,47 ,31 ,49,27,2015/10/23
24613,13865,14975,18,2015,10,23,6,14,47 ,31 ,49,27,2015/10/23
24614,13737,14975,18,2015,10,23,6,15,47 ,31 ,50,27,2015/10/23
24615,13625,14975,18,2015,10,23,6,16,47 ,31 ,49,27,2015/10/23
24616,13810,14975,18,2015,10,23,6,17,47 ,31 ,49,27,2015/10/23
24617,14263,14975,18,2015,10,23,6,18,47 ,31 ,48,27,2015/10/23
24618,14975,14975,18,2015,10,23,6,19,47 ,31 ,45,27,2015/10/23
24619,14778,14975,18,2015,10,23,6,20,47 ,31 ,43,27,2015/10/23
24620,14335,14975,18,2015,10,23,6,21,47 ,31 ,41,28,2015/10/23
24621,13601,14975,18,2015,10,23,6,22,47 ,31 ,40,28,2015/10/23
24622,12589,14975,18,2015,10,23,6,23,47 ,31 ,39,28,2015/10/23
24623,11518,14975,18,2015,10,23,6,24,47 ,31 ,37,28,2015/10/23
24624,10767,14399,18,2015,10,24,7,1,41 ,32 ,37,28,2015/10/24
24625,10341,14399,18,2015,10,24,7,2,41 ,32 ,36,27,2015/10/24
24626,10104,14399,18,2015,10,24,7,3,41 ,32 ,35,27,2015/10/24
24627,10056,14399,18,2015,10,24,7,4,41 ,32 ,34,27,2015/10/24
24628,10178,14399,18,2015,10,24,7,5,41 ,32 ,34,27,2015/10/24
24629,10603,14399,18,2015,10,24,7,6,41 ,32 ,33,26,2015/10/24
24630,11442,14399,18,2015,10,24,7,7,41 ,32 ,33,27,2015/10/24
24631,12288,14399,18,2015,10,24,7,8,41 ,32 ,33,27,2015/10/24
24632,13182,14399,18,2015,10,24,7,9,41 ,32 ,35,28,2015/10/24
24633,13598,14399,18,2015,10,24,7,10,41 ,32 ,38,30,2015/10/24
24634,13632,14399,18,2015,10,24,7,11,41 ,32 ,41,31,2015/10/24
24635,13534,14399,18,2015,10,24,7,12,41 ,32 ,43,32,2015/10/24
24636,13368,14399,18,2015,10,24,7,13,41 ,32 ,45,32,2015/10/24
24637,13176,14399,18,2015,10,24,7,14,41 ,32 ,46,33,2015/10/24
24638,13044,14399,18,2015,10,24,7,15,41 ,32 ,47,34,2015/10/24
24639,13092,14399,18,2015,10,24,7,16,41 ,32 ,48,34,2015/10/24
24640,13359,14399,18,2015,10,24,7,17,41 ,32 ,48,34,2015/10/24
24641,13934,14399,18,2015,10,24,7,18,41 ,32 ,47,35,2015/10/24
24642,14399,14399,18,2015,10,24,7,19,41 ,32 ,47,35,2015/10/24
24643,14126,14399,18,2015,10,24,7,20,41 ,32 ,46,36,2015/10/24
24644,13624,14399,18,2015,10,24,7,21,41 ,32 ,46,37,2015/10/24
24645,12969,14399,18,2015,10,24,7,22,41 ,32 ,46,37,2015/10/24
24646,12062,14399,18,2015,10,24,7,23,41 ,32 ,47,38,2015/10/24
24647,11109,14399,18,2015,10,24,7,24,41 ,32 ,47,39,2015/10/24
24648,10367,14578,18,2015,10,25,1,1,53 ,45 ,47,39,2015/10/25
24649,9911,14578,18,2015,10,25,1,2,53 ,45 ,47,40,2015/10/25
24650,9632,14578,18,2015,10,25,1,3,53 ,45 ,47,41,2015/10/25
24651,9507,14578,18,2015,10,25,1,4,53 ,45 ,48,42,2015/10/25
24652,9540,14578,18,2015,10,25,1,5,53 ,45 ,48,42,2015/10/25
24653,9782,14578,18,2015,10,25,1,6,53 ,45 ,49,44,2015/10/25
24654,10304,14578,18,2015,10,25,1,7,53 ,45 ,50,45,2015/10/25
24655,11042,14578,18,2015,10,25,1,8,53 ,45 ,50,47,2015/10/25
24656,11931,14578,18,2015,10,25,1,9,53 ,45 ,51,48,2015/10/25
24657,12739,14578,18,2015,10,25,1,10,53 ,45 ,53,50,2015/10/25
24658,13163,14578,18,2015,10,25,1,11,53 ,45 ,54,51,2015/10/25
24659,13383,14578,18,2015,10,25,1,12,53 ,45 ,55,52,2015/10/25
24660,13455,14578,18,2015,10,25,1,13,53 ,45 ,56,52,2015/10/25
24661,13230,14578,18,2015,10,25,1,14,53 ,45 ,57,52,2015/10/25
24662,13003,14578,18,2015,10,25,1,15,53 ,45 ,58,52,2015/10/25
24663,12905,14578,18,2015,10,25,1,16,53 ,45 ,61,51,2015/10/25
24664,13111,14578,18,2015,10,25,1,17,53 ,45 ,60,49,2015/10/25
24665,13687,14578,18,2015,10,25,1,18,53 ,45 ,59,46,2015/10/25
24666,14578,14578,18,2015,10,25,1,19,53 ,45 ,57,44,2015/10/25
24667,14399,14578,18,2015,10,25,1,20,53 ,45 ,55,42,2015/10/25
24668,13756,14578,18,2015,10,25,1,21,53 ,45 ,53,42,2015/10/25
24669,12768,14578,18,2015,10,25,1,22,53 ,45 ,51,41,2015/10/25
24670,11631,14578,18,2015,10,25,1,23,53 ,45 ,50,40,2015/10/25
24671,10624,14578,18,2015,10,25,1,24,53 ,45 ,49,37,2015/10/25
24672,9997,15792,18,2015,10,26,2,1,45 ,31 ,47,35,2015/10/26
24673,9670,15792,18,2015,10,26,2,2,45 ,31 ,46,34,2015/10/26
24674,9508,15792,18,2015,10,26,2,3,45 ,31 ,44,33,2015/10/26
24675,9542,15792,18,2015,10,26,2,4,45 ,31 ,42,32,2015/10/26
24676,9933,15792,18,2015,10,26,2,5,45 ,31 ,41,32,2015/10/26
24677,11137,15792,18,2015,10,26,2,6,45 ,31 ,39,31,2015/10/26
24678,13213,15792,18,2015,10,26,2,7,45 ,31 ,38,31,2015/10/26
24679,14342,15792,18,2015,10,26,2,8,45 ,31 ,38,31,2015/10/26
24680,14412,15792,18,2015,10,26,2,9,45 ,31 ,39,31,2015/10/26
24681,14303,15792,18,2015,10,26,2,10,45 ,31 ,43,32,2015/10/26
24682,14251,15792,18,2015,10,26,2,11,45 ,31 ,46,31,2015/10/26
24683,14124,15792,18,2015,10,26,2,12,45 ,31 ,49,31,2015/10/26
24684,13954,15792,18,2015,10,26,2,13,45 ,31 ,50,30,2015/10/26
24685,13864,15792,18,2015,10,26,2,14,45 ,31 ,52,31,2015/10/26
24686,13730,15792,18,2015,10,26,2,15,45 ,31 ,52,31,2015/10/26
24687,13731,15792,18,2015,10,26,2,16,45 ,31 ,53,31,2015/10/26
24688,14034,15792,18,2015,10,26,2,17,45 ,31 ,53,30,2015/10/26
24689,14787,15792,18,2015,10,26,2,18,45 ,31 ,52,31,2015/10/26
24690,15792,15792,18,2015,10,26,2,19,45 ,31 ,50,31,2015/10/26
24691,15638,15792,18,2015,10,26,2,20,45 ,31 ,46,31,2015/10/26
24692,15004,15792,18,2015,10,26,2,21,45 ,31 ,45,30,2015/10/26
24693,14004,15792,18,2015,10,26,2,22,45 ,31 ,43,30,2015/10/26
24694,12653,15792,18,2015,10,26,2,23,45 ,31 ,41,30,2015/10/26
24695,11496,15792,18,2015,10,26,2,24,45 ,31 ,39,30,2015/10/26
24696,10786,15868,18,2015,10,27,3,1,43 ,31 ,39,29,2015/10/27
24697,10427,15868,18,2015,10,27,3,2,43 ,31 ,37,29,2015/10/27
24698,10280,15868,18,2015,10,27,3,3,43 ,31 ,37,28,2015/10/27
24699,10308,15868,18,2015,10,27,3,4,43 ,31 ,35,27,2015/10/27
24700,10663,15868,18,2015,10,27,3,5,43 ,31 ,36,27,2015/10/27
24701,11822,15868,18,2015,10,27,3,6,43 ,31 ,35,26,2015/10/27
24702,13883,15868,18,2015,10,27,3,7,43 ,31 ,35,27,2015/10/27
24703,14921,15868,18,2015,10,27,3,8,43 ,31 ,34,26,2015/10/27
24704,14956,15868,18,2015,10,27,3,9,43 ,31 ,34,27,2015/10/27
24705,14722,15868,18,2015,10,27,3,10,43 ,31 ,39,29,2015/10/27
24706,14446,15868,18,2015,10,27,3,11,43 ,31 ,43,30,2015/10/27
24707,14330,15868,18,2015,10,27,3,12,43 ,31 ,47,30,2015/10/27
24708,14108,15868,18,2015,10,27,3,13,43 ,31 ,50,31,2015/10/27
24709,14002,15868,18,2015,10,27,3,14,43 ,31 ,51,32,2015/10/27
24710,13862,15868,18,2015,10,27,3,15,43 ,31 ,54,33,2015/10/27
24711,13878,15868,18,2015,10,27,3,16,43 ,31 ,54,33,2015/10/27
24712,14180,15868,18,2015,10,27,3,17,43 ,31 ,54,34,2015/10/27
24713,14916,15868,18,2015,10,27,3,18,43 ,31 ,53,35,2015/10/27
24714,15868,15868,18,2015,10,27,3,19,43 ,31 ,51,35,2015/10/27
24715,15663,15868,18,2015,10,27,3,20,43 ,31 ,48,36,2015/10/27
24716,15021,15868,18,2015,10,27,3,21,43 ,31 ,46,37,2015/10/27
24717,13978,15868,18,2015,10,27,3,22,43 ,31 ,43,36,2015/10/27
24718,12622,15868,18,2015,10,27,3,23,43 ,31 ,42,36,2015/10/27
24719,11482,15868,18,2015,10,27,3,24,43 ,31 ,41,36,2015/10/27
24720,10755,16247,18,2015,10,28,4,1,48 ,44 ,40,36,2015/10/28
24721,10355,16247,18,2015,10,28,4,2,48 ,44 ,40,35,2015/10/28
24722,10149,16247,18,2015,10,28,4,3,48 ,44 ,40,36,2015/10/28
24723,10140,16247,18,2015,10,28,4,4,48 ,44 ,39,35,2015/10/28
24724,10456,16247,18,2015,10,28,4,5,48 ,44 ,40,36,2015/10/28
24725,11554,16247,18,2015,10,28,4,6,48 ,44 ,39,36,2015/10/28
24726,13562,16247,18,2015,10,28,4,7,48 ,44 ,39,36,2015/10/28
24727,14612,16247,18,2015,10,28,4,8,48 ,44 ,41,37,2015/10/28
24728,14722,16247,18,2015,10,28,4,9,48 ,44 ,42,38,2015/10/28
24729,14797,16247,18,2015,10,28,4,10,48 ,44 ,44,39,2015/10/28
24730,14878,16247,18,2015,10,28,4,11,48 ,44 ,46,40,2015/10/28
24731,14830,16247,18,2015,10,28,4,12,48 ,44 ,49,41,2015/10/28
24732,14817,16247,18,2015,10,28,4,13,48 ,44 ,52,43,2015/10/28
24733,14931,16247,18,2015,10,28,4,14,48 ,44 ,53,44,2015/10/28
24734,14884,16247,18,2015,10,28,4,15,48 ,44 ,53,46,2015/10/28
24735,14943,16247,18,2015,10,28,4,16,48 ,44 ,51,48,2015/10/28
24736,15328,16247,18,2015,10,28,4,17,48 ,44 ,52,49,2015/10/28
24737,16023,16247,18,2015,10,28,4,18,48 ,44 ,52,49,2015/10/28
24738,16247,16247,18,2015,10,28,4,19,48 ,44 ,53,50,2015/10/28
24739,15836,16247,18,2015,10,28,4,20,48 ,44 ,53,51,2015/10/28
24740,15187,16247,18,2015,10,28,4,21,48 ,44 ,54,52,2015/10/28
24741,14111,16247,18,2015,10,28,4,22,48 ,44 ,56,54,2015/10/28
24742,12795,16247,18,2015,10,28,4,23,48 ,44 ,60,58,2015/10/28
24743,11587,16247,18,2015,10,28,4,24,48 ,44 ,62,60,2015/10/28
24744,10804,15494,18,2015,10,29,5,1,65 ,52 ,63,61,2015/10/29
24745,10352,15494,18,2015,10,29,5,2,65 ,52 ,64,62,2015/10/29
24746,10135,15494,18,2015,10,29,5,3,65 ,52 ,65,63,2015/10/29
24747,10075,15494,18,2015,10,29,5,4,65 ,52 ,66,64,2015/10/29
24748,10312,15494,18,2015,10,29,5,5,65 ,52 ,66,63,2015/10/29
24749,11333,15494,18,2015,10,29,5,6,65 ,52 ,66,63,2015/10/29
24750,13240,15494,18,2015,10,29,5,7,65 ,52 ,65,63,2015/10/29
24751,14525,15494,18,2015,10,29,5,8,65 ,52 ,65,63,2015/10/29
24752,14795,15494,18,2015,10,29,5,9,65 ,52 ,64,62,2015/10/29
24753,14933,15494,18,2015,10,29,5,10,65 ,52 ,64,62,2015/10/29
24754,15008,15494,18,2015,10,29,5,11,65 ,52 ,66,62,2015/10/29
24755,14933,15494,18,2015,10,29,5,12,65 ,52 ,68,61,2015/10/29
24756,14880,15494,18,2015,10,29,5,13,65 ,52 ,70,59,2015/10/29
24757,14898,15494,18,2015,10,29,5,14,65 ,52 ,72,56,2015/10/29
24758,14670,15494,18,2015,10,29,5,15,65 ,52 ,70,51,2015/10/29
24759,14453,15494,18,2015,10,29,5,16,65 ,52 ,69,47,2015/10/29
24760,14396,15494,18,2015,10,29,5,17,65 ,52 ,67,44,2015/10/29
24761,14767,15494,18,2015,10,29,5,18,65 ,52 ,66,42,2015/10/29
24762,15494,15494,18,2015,10,29,5,19,65 ,52 ,64,40,2015/10/29
24763,15244,15494,18,2015,10,29,5,20,65 ,52 ,62,36,2015/10/29
24764,14616,15494,18,2015,10,29,5,21,65 ,52 ,59,33,2015/10/29
24765,13545,15494,18,2015,10,29,5,22,65 ,52 ,57,32,2015/10/29
24766,12273,15494,18,2015,10,29,5,23,65 ,52 ,56,31,2015/10/29
24767,11151,15494,18,2015,10,29,5,24,65 ,52 ,55,32,2015/10/29
24768,10292,14820,18,2015,10,30,6,1,50 ,31 ,53,31,2015/10/30
24769,9816,14820,18,2015,10,30,6,2,50 ,31 ,52,31,2015/10/30
24770,9552,14820,18,2015,10,30,6,3,50 ,31 ,51,31,2015/10/30
24771,9508,14820,18,2015,10,30,6,4,50 ,31 ,50,31,2015/10/30
24772,9778,14820,18,2015,10,30,6,5,50 ,31 ,49,31,2015/10/30
24773,10783,14820,18,2015,10,30,6,6,50 ,31 ,48,31,2015/10/30
24774,12726,14820,18,2015,10,30,6,7,50 ,31 ,46,31,2015/10/30
24775,13834,14820,18,2015,10,30,6,8,50 ,31 ,46,32,2015/10/30
24776,13985,14820,18,2015,10,30,6,9,50 ,31 ,46,32,2015/10/30
24777,14002,14820,18,2015,10,30,6,10,50 ,31 ,49,34,2015/10/30
24778,14076,14820,18,2015,10,30,6,11,50 ,31 ,53,36,2015/10/30
24779,14028,14820,18,2015,10,30,6,12,50 ,31 ,54,36,2015/10/30
24780,13829,14820,18,2015,10,30,6,13,50 ,31 ,56,35,2015/10/30
24781,13700,14820,18,2015,10,30,6,14,50 ,31 ,56,33,2015/10/30
24782,13503,14820,18,2015,10,30,6,15,50 ,31 ,56,32,2015/10/30
24783,13475,14820,18,2015,10,30,6,16,50 ,31 ,57,30,2015/10/30
24784,13675,14820,18,2015,10,30,6,17,50 ,31 ,56,28,2015/10/30
24785,14158,14820,18,2015,10,30,6,18,50 ,31 ,54,28,2015/10/30
24786,14820,14820,18,2015,10,30,6,19,50 ,31 ,50,26,2015/10/30
24787,14538,14820,18,2015,10,30,6,20,50 ,31 ,48,27,2015/10/30
24788,14049,14820,18,2015,10,30,6,21,50 ,31 ,46,27,2015/10/30
24789,13327,14820,18,2015,10,30,6,22,50 ,31 ,44,28,2015/10/30
24790,12353,14820,18,2015,10,30,6,23,50 ,31 ,41,28,2015/10/30
24791,11287,14820,18,2015,10,30,6,24,50 ,31 ,40,28,2015/10/30
24792,10569,13708,18,2015,10,31,7,1,43 ,30 ,38,27,2015/10/31
24793,10140,13708,18,2015,10,31,7,2,43 ,30 ,37,28,2015/10/31
24794,9920,13708,18,2015,10,31,7,3,43 ,30 ,35,27,2015/10/31
24795,9838,13708,18,2015,10,31,7,4,43 ,30 ,35,27,2015/10/31
24796,9987,13708,18,2015,10,31,7,5,43 ,30 ,34,27,2015/10/31
24797,10445,13708,18,2015,10,31,7,6,43 ,30 ,33,27,2015/10/31
24798,11267,13708,18,2015,10,31,7,7,43 ,30 ,32,26,2015/10/31
24799,12133,13708,18,2015,10,31,7,8,43 ,30 ,33,27,2015/10/31
24800,12912,13708,18,2015,10,31,7,9,43 ,30 ,38,28,2015/10/31
24801,13234,13708,18,2015,10,31,7,10,43 ,30 ,42,29,2015/10/31
24802,13199,13708,18,2015,10,31,7,11,43 ,30 ,45,29,2015/10/31
24803,12993,13708,18,2015,10,31,7,12,43 ,30 ,48,29,2015/10/31
24804,12784,13708,18,2015,10,31,7,13,43 ,30 ,50,28,2015/10/31
24805,12610,13708,18,2015,10,31,7,14,43 ,30 ,51,28,2015/10/31
24806,12484,13708,18,2015,10,31,7,15,43 ,30 ,51,30,2015/10/31
24807,12515,13708,18,2015,10,31,7,16,43 ,30 ,52,31,2015/10/31
24808,12841,13708,18,2015,10,31,7,17,43 ,30 ,51,32,2015/10/31
24809,13372,13708,18,2015,10,31,7,18,43 ,30 ,49,33,2015/10/31
24810,13708,13708,18,2015,10,31,7,19,43 ,30 ,49,33,2015/10/31
24811,13370,13708,18,2015,10,31,7,20,43 ,30 ,49,33,2015/10/31
24812,13051,13708,18,2015,10,31,7,21,43 ,30 ,47,35,2015/10/31
24813,12540,13708,18,2015,10,31,7,22,43 ,30 ,47,36,2015/10/31
24814,11755,13708,18,2015,10,31,7,23,43 ,30 ,47,37,2015/10/31
24815,10891,13708,18,2015,10,31,7,24,43 ,30 ,47,38,2015/10/31
24816,10233,14993,17,2015,11,1,1,1,52 ,44 ,47,38,2015/11/1
24817,9651,14993,17,2015,11,1,1,2,52 ,44 ,47,39,2015/11/1
24818,9384,14993,17,2015,11,1,1,3,52 ,44 ,47,39,2015/11/1
24819,9367,14993,17,2015,11,1,1,4,52 ,44 ,47,39,2015/11/1
24820,9485,14993,17,2015,11,1,1,5,52 ,44 ,47,40,2015/11/1
24821,9836,14993,17,2015,11,1,1,6,52 ,44 ,47,40,2015/11/1
24822,10439,14993,17,2015,11,1,1,7,52 ,44 ,48,41,2015/11/1
24823,11259,14993,17,2015,11,1,1,8,52 ,44 ,49,42,2015/11/1
24824,12189,14993,17,2015,11,1,1,9,52 ,44 ,50,43,2015/11/1
24825,12839,14993,17,2015,11,1,1,10,52 ,44 ,51,45,2015/11/1
24826,13163,14993,17,2015,11,1,1,11,52 ,44 ,53,46,2015/11/1
24827,13278,14993,17,2015,11,1,1,12,52 ,44 ,55,47,2015/11/1
24828,13205,14993,17,2015,11,1,1,13,52 ,44 ,56,48,2015/11/1
24829,13074,14993,17,2015,11,1,1,14,52 ,44 ,57,48,2015/11/1
24830,12956,14993,17,2015,11,1,1,15,52 ,44 ,58,48,2015/11/1
24831,13023,14993,17,2015,11,1,1,16,52 ,44 ,60,48,2015/11/1
24832,13825,14993,17,2015,11,1,1,17,52 ,44 ,59,48,2015/11/1
24833,14993,14993,17,2015,11,1,1,18,52 ,44 ,57,48,2015/11/1
24834,14773,14993,17,2015,11,1,1,19,52 ,44 ,55,47,2015/11/1
24835,14244,14993,17,2015,11,1,1,20,52 ,44 ,54,47,2015/11/1
24836,13542,14993,17,2015,11,1,1,21,52 ,44 ,53,47,2015/11/1
24837,12490,14993,17,2015,11,1,1,22,52 ,44 ,53,46,2015/11/1
24838,11373,14993,17,2015,11,1,1,23,52 ,44 ,51,45,2015/11/1
24839,10491,14993,17,2015,11,1,1,24,52 ,44 ,51,45,2015/11/1
24840,9937,15931,17,2015,11,2,2,1,53 ,41 ,50,44,2015/11/2
24841,9603,15931,17,2015,11,2,2,2,53 ,41 ,49,43,2015/11/2
24842,9503,15931,17,2015,11,2,2,3,53 ,41 ,49,41,2015/11/2
