PkLoad,T48PkLoad,T48PkPoint,MeanDry,MeanDew,WeekDay,Month
18372,19843,17,20.3,9.6,4,12
18636,19049,17,35.8,33.4,5,12
18208,18372,17,37.8,35.6,6,12
17064,18636,17,33.1,28.8,7,12
17219,18208,17,31.9,25.1,1,12
18367,17064,17,33.5,25,2,12
18485,17219,17,35.5,27.3,3,12
17878,18367,18,35.2,27.6,4,12
18215,18485,17,35,31.2,5,12
18279,17878,17,41.8,37.7,6,12
17569,18215,17,37.7,28.1,7,12
17728,18279,17,32.2,21.7,1,12
18112,17569,17,28.6,20.4,2,12
17711,17728,17,30.6,26.8,3,12
16368,18112,17,35.5,30.9,4,12
14122,17711,17,40.5,38.5,5,12
16379,16368,17,41.5,40.5,6,12
15621,14122,17,48.4,38.3,7,12
16107,16379,17,41.5,28.5,1,12
17910,15621,17,40.4,30.3,2,12
18734,16107,17,44,34.7,3,12
18443,17910,17,34.1,19,4,12
17326,18734,17,23.5,4.8,5,1
17673,18443,17,21.3,4.8,6,1
17710,17326,17,26.2,7.1,7,1
17000,17673,17,32.1,15.3,1,1
19224,17710,17,26.3,15.5,2,1
20011,17000,17,36.8,35.3,3,1
20439,19224,18,30,12,4,1
20583,20011,17,13.9,3.9,5,1
19111,20439,18,14.2,1.2,6,1
18376,20583,17,9,-8,7,1
18668,19111,17,22.7,9.4,1,1
18797,18376,17,16.6,0.7,2,1
19614,18668,17,19.7,4.3,3,1
19803,18797,17,32.8,26.2,4,1
19000,19614,18,19.8,4.5,5,1
18650,19803,17,15.4,5.5,6,1
18122,19000,17,22.9,16,7,1
17072,18650,17,24.2,9.7,1,1
18025,18122,17,14.8,-4.5,2,1
18339,17072,17,33,28.6,3,1
18521,18025,17,36.8,28.5,4,1
18058,18339,18,30,12.9,5,1
17523,18521,17,24.5,8.1,6,1
17403,18058,18,29.2,18,7,1
17425,17523,17,28,14.6,1,1
19531,17403,17,31.2,26.8,2,1
18727,17425,18,29.2,15.4,3,1
19361,19531,17,16.6,6.5,4,1
18661,18727,17,15.9,9.8,5,1
18114,19361,18,17.4,3.7,6,1
18686,18661,18,19.9,4.5,7,1
17999,18114,18,28,22.1,1,2
19916,18686,18,13.1,-3.9,2,2
19599,17999,17,19,3.5,3,2
18581,19916,17,14.9,8.5,4,2
19642,19599,18,12.4,-0.5,5,2
19112,18581,18,23.5,14.8,6,2
17680,19642,18,23.6,13,7,2
18491,19112,18,10.7,-2.3,1,2
19658,17680,18,22.3,13.6,2,2
18822,18491,18,21.1,17.2,3,2
18964,19658,18,15.8,11.1,4,2
18792,18822,18,23,15.3,5,2
19343,18964,18,19,7.2,6,2
18532,18792,18,20.7,12.9,7,2
19590,19343,18,9.3,-8.2,1,2
20108,18532,18,11.5,3,2,2
19514,19590,18,12.1,2.1,3,2
18763,20108,18,5.9,-13.4,4,2
19705,19514,18,13.5,0.4,5,2
19540,18763,18,19.1,8.1,6,2
18223,19705,18,18.3,8,7,2
17270,19540,18,8.8,-8,1,2
19862,18223,18,16.5,7.2,2,2
19983,17270,18,31.5,25.9,3,2
18605,19862,18,17.9,-0.3,4,2
19206,19983,18,7.5,-6.3,5,2
18313,18605,18,22.8,8.2,6,2
17337,19206,18,18.8,4.7,7,2
18198,18313,18,17.7,-1.8,1,3
18586,17337,18,17,-0.6,2,3
18800,18198,18,19.7,10.3,3,3
17706,18586,18,28.1,16.4,4,3
18848,18800,18,22.9,8.4,5,3
18082,17706,18,37.3,30.2,6,3
16572,18848,18,27.2,10.7,7,3
16400,18082,18,16.8,-2.8,1,3
16717,16572,18,25,9.1,2,3
16610,16400,19,31.6,18.5,3,3
15840,16717,19,35.7,18,4,3
16839,16610,19,37.8,24.2,5,3
16560,15840,19,45.3,32.1,6,3
15563,16839,19,35.5,11.7,7,3
16279,16560,8,29.8,7.2,1,3
16474,15563,11,34.6,29.6,2,3
16826,16279,19,35.8,27.9,3,3
17853,16474,19,35.3,16.4,4,3
17212,16826,19,37.5,25.6,5,3
16984,17853,19,25.8,0.2,6,3
15695,17212,19,25.3,-1,7,3
16441,16984,8,26.1,10.2,1,3
17333,15695,10,32.8,27.4,2,3
16945,16441,19,28.1,5.9,3,3
16448,17333,19,22.8,0.1,4,3
16030,16945,7,27.8,9.8,5,3
15683,16448,19,34.8,19.7,6,3
15402,16030,19,43.2,40.6,7,3
15238,15683,10,40.4,35,1,3
16512,15402,19,33.8,26.7,2,3
15964,15238,20,32,8,3,3
15783,16512,10,36.6,24.6,4,4
15818,15964,19,40,23.4,5,4
14652,15783,20,37.2,8,6,4
14370,15818,8,42.7,19.3,7,4
14278,14652,10,52.7,41.9,1,4
15410,14370,20,44.5,30.3,2,4
16021,14278,20,37.5,21,3,4
16441,15410,19,40.8,30,4,4
16455,16021,19,40.7,34.3,5,4
15697,16441,19,36.8,28.5,6,4
13799,16455,19,35.2,32.1,7,4
13853,15697,10,42.2,40.4,1,4
14644,13799,20,48.4,31.9,2,4
14745,13853,20,50.6,26.8,3,4
14493,14644,20,54.8,32.3,4,4
14485,14745,19,57.6,36.7,5,4
14781,14493,20,55.8,21.6,6,4
13032,14485,20,50.5,20.3,7,4
13353,14781,10,55,45,1,4
15288,13032,20,56.4,39.8,2,4
14565,13353,20,49.5,30.8,3,4
14448,15288,19,45.1,40.6,4,4
14939,14565,11,54.3,44.7,5,4
14577,14448,19,53,35.8,6,4
13287,14939,20,43.4,27.3,7,4
13679,14577,20,40.8,22.4,1,4
14635,13287,20,44.5,24.2,2,4
14470,13679,20,48.6,30.6,3,4
14357,14635,20,51.1,34.7,4,4
14359,14470,20,52.4,33.9,5,4
13960,14357,20,54.5,36.8,6,5
12974,14359,20,51.1,38.7,7,5
13460,13960,10,49.9,38.3,1,5
15035,12974,20,51.4,38,2,5
15037,13460,20,57.8,39.9,3,5
14769,15035,20,65.7,42.1,4,5
15335,15037,20,67.6,45.3,5,5
14887,14769,20,62.7,36.1,6,5
13831,15335,16,65.8,36.9,7,5
15908,14887,13,63,44.9,1,5
16955,13831,20,58.8,50.3,2,5
17077,15908,20,72.6,60,3,5
14543,16955,11,68,59.3,4,5
14510,17077,16,67,55,5,5
14394,14543,11,59.1,38.2,6,5
13564,14510,20,56.7,31.7,7,5
15349,14394,13,58.9,36.1,1,5
15068,13564,20,61.3,50.3,2,5
15353,15349,20,67.8,56.1,3,5
14297,15068,17,59.6,50.5,4,5
14381,15353,20,60.5,55.4,5,5
14514,14297,11,57.1,39.3,6,5
12796,14381,20,55.9,34.9,7,5
13198,14514,13,60.7,35.5,1,5
14992,12796,20,53.7,24.4,2,5
18470,13198,20,65.2,38.5,3,5
19544,14992,20,68.5,52,4,5
19363,18470,16,73.1,58.3,5,5
17854,19544,16,72.9,62.4,6,5
17405,19363,15,71.7,62.5,7,5
15409,17854,16,68.3,56.3,1,5
14984,17405,17,71.5,60,2,6
14864,15409,12,63.5,58.3,3,6
14352,14984,17,49.2,46.8,4,6
14460,14864,11,48.8,45.4,5,6
14848,14352,20,54.3,45.2,6,6
13514,14460,13,56.4,46.4,7,6
13703,14848,13,59.6,49.9,1,6
15801,13514,11,63.6,49.2,2,6
17105,13703,20,60.7,40.3,3,6
17960,15801,17,64.3,52.6,4,6
20220,17105,17,67.6,61.8,5,6
19755,17960,16,70.4,55.5,6,6
17740,20220,16,75.3,59.1,7,6
16648,19755,16,73.4,56.9,1,6
15928,17740,17,73.9,58.5,2,6
16707,16648,17,70.9,53.4,3,6
16423,15928,11,60.1,55.3,4,6
16482,16707,17,64.1,60.2,5,6
18328,16423,16,66.8,51.7,6,6
14307,16482,16,64.8,51.9,7,6
16718,18328,15,70.3,57.5,1,6
20012,14307,12,63.8,50.6,2,6
20923,16718,18,68.8,64.5,3,6
19392,20012,16,72.5,61.1,4,6
18472,20923,15,73.2,65.1,5,6
16993,19392,16,72.7,55,6,6
14227,18472,15,70.8,53.9,7,6
13700,16993,16,67.2,54.4,1,6
15859,14227,12,63.3,53.4,2,6
17912,13700,17,57.4,54.9,3,6
18681,15859,17,62.8,55.6,4,7
17682,17912,16,68.9,58.5,5,7
16376,18681,17,70.4,62.5,6,7
13992,17682,14,70,56.5,7,7
16692,16376,17,69,50.9,1,7
20106,13992,12,65.3,56.8,2,7
20988,16692,18,71,58.6,3,7
21638,20106,17,73.2,61.4,4,7
17917,20988,16,73.8,67.4,5,7
18844,21638,15,76.5,66.7,6,7
18602,17917,16,68.3,58.4,7,7
20162,18844,16,71.4,59.8,1,7
21122,18602,17,75,56.9,2,7
20048,20162,17,77.9,61.6,3,7
21117,21122,14,74.7,63.9,4,7
17211,20048,14,72.4,65.8,5,7
17773,21117,14,73.7,65.3,6,7
16838,17211,17,65.8,49.5,7,7
21368,17773,16,68,55.2,1,7
24437,16838,17,71.3,64.7,2,7
22683,21368,17,78.5,70.4,3,7
19755,24437,16,81,66.9,4,7
18942,22683,16,75.3,62.7,5,7
18199,19755,16,72.8,54.8,6,7
15778,18942,16,71,53.7,7,7
17080,18199,14,69.1,54.8,1,7
20877,15778,17,66.8,58.4,2,7
23171,17080,17,70.4,63.5,3,7
24437,20877,16,73.8,65.6,4,7
23865,23171,16,76.6,66.6,5,7
21880,24437,16,80.1,65.7,6,7
18939,23865,14,77.9,69.7,7,8
19003,21880,16,76.8,60.7,1,8
22919,18939,14,75.2,59,2,8
21920,19003,17,74,55.9,3,8
20212,22919,16,76.7,63.1,4,8
18322,21920,14,74.7,65.2,5,8
18025,20212,16,72.4,57.1,6,8
15982,18322,16,70.2,52.8,7,8
15622,18025,15,69,54.9,1,8
18988,15982,17,68.5,55.3,2,8
17745,15622,17,68.2,57.3,3,8
19898,18988,16,70.7,58.6,4,8
19250,17745,17,69,65.8,5,8
20051,19898,16,72.9,61.8,6,8
20198,19250,16,70.7,57.2,7,8
20923,20051,16,72.7,57.4,1,8
24047,20198,16,75.6,62.8,2,8
24216,20923,17,75.5,65.5,3,8
23624,24047,16,78.9,66.8,4,8
22513,24216,14,77.4,67.9,5,8
21166,23624,16,77,67.8,6,8
17706,22513,15,75,67.7,7,8
17474,21166,16,72.4,68.3,1,8
20880,17706,17,71.3,62.3,2,8
21733,17474,20,69.4,65.3,3,8
20376,20880,16,73.3,66.6,4,8
18281,21733,16,73.3,67.8,5,8
17691,20376,15,72,60.3,6,8
16517,18281,15,68.9,54.8,7,8
18767,17691,16,67.4,54.8,1,8
22568,16517,17,69.3,55.5,2,8
21458,18767,17,73.9,61.6,3,9
22766,22568,16,76.7,64.3,4,9
22759,21458,16,73.8,60.3,5,9
18396,22766,16,74.9,62.9,6,9
15974,22759,16,76,65.2,7,9
17102,18396,14,70.2,59.1,1,9
20921,15974,17,66.7,52.9,2,9
24368,17102,17,70.4,56.9,3,9
24275,20921,17,76.4,60.3,4,9
19108,24368,15,80,66.1,5,9
16866,24275,16,78.9,68,6,9
15638,19108,11,70.2,65.4,7,9
15810,16866,16,65.9,59.8,1,9
16027,15638,19,66,59.6,2,9
17601,15810,19,64.2,61.1,3,9
18950,16027,19,62.2,52.8,4,9
19926,17601,17,68.5,53.1,5,9
19413,18950,16,70.6,57.9,6,9
16774,19926,16,72.3,58.9,7,9
15307,19413,16,71.6,58.3,1,9
15610,16774,16,69.5,61,2,9
15611,15307,19,67.4,53.4,3,9
15879,15610,19,58.5,42.8,4,9
16032,15611,19,60.5,48.7,5,9
14817,15879,19,61.1,47.7,6,9
13602,16032,19,64,51,7,9
14456,14817,19,59.4,48.1,1,9
16780,13602,19,56.3,44.6,2,9
18219,14456,19,55.8,44.2,3,9
18044,16780,19,64.1,56.8,4,9
15367,18219,19,70.8,66,5,10
14927,18044,11,67.7,64.1,6,10
14032,15367,19,55.5,46.5,7,10
14440,14927,18,50,40.8,1,10
15416,14032,19,49.1,40.8,2,10
15427,14440,19,51,39.3,3,10
15509,15416,19,51.4,42.1,4,10
15192,15427,19,55.3,44.4,5,10
15478,15509,19,57.9,47.3,6,10
13613,15192,19,55.9,44,7,10
13768,15478,18,58.4,53.8,1,10
15334,13613,19,52.2,38.9,2,10
15855,13768,19,54.5,42,3,10
15285,15334,18,59.4,48.3,4,10
15204,15855,18,60.4,55.7,5,10
14673,15285,18,58,46.4,6,10
14091,15204,19,50.4,37.5,7,10
15285,14673,18,52,39.4,1,10
16227,14091,18,45.2,31.3,2,10
15710,15285,19,36.4,20.7,3,10
15580,16227,18,37.3,19.9,4,10
15656,15710,18,54,36.6,5,10
14975,15580,18,57,45.2,6,10
14399,15656,18,60.1,50.1,7,10
14578,14975,18,47.3,30.8,1,10
15792,14399,18,41.3,31.7,2,10
15868,14578,18,52.7,45.4,3,10
16247,15792,18,45.3,31.3,4,10
15494,15868,18,43.3,31.2,5,10
14820,16247,18,47.9,43.7,6,10
13708,15494,18,64.5,52.2,7,10
14993,14820,18,50,30.7,1,11
15931,13708,18,43.3,30.2,2,11
15937,14993,17,52.2,44.3,3,11
15825,15931,17,53,40.7,4,11
16157,15937,17,54.9,41.1,5,11
16006,15825,17,54.3,42.8,6,11
14357,16157,17,59.5,52.5,7,11
14918,16006,17,65,58.8,1,11
16203,14357,17,56.1,38.3,2,11
16326,14918,17,46.8,29.4,3,11
16431,16203,17,45.5,30.8,4,11
16415,16326,17,46,36.4,5,11
15665,16431,17,46.5,42.6,6,11
15304,16415,17,48.4,46,7,11
15262,15665,17,51.3,37.5,1,11
16287,15304,17,40.7,25.3,2,11
16616,15262,17,43.5,29.1,3,11
16647,16287,17,47.9,30,4,11
16355,16616,17,36.9,22.3,5,11
15576,16647,17,38.8,30.1,6,11
15124,16355,17,50.5,45.4,7,11
15744,15576,17,52.1,39.7,1,11
17439,15124,17,40,25.4,2,11
17211,15744,17,42.3,33.6,3,11
16828,17439,17,35,14.3,4,11
14394,17211,17,32.2,16,5,11
14683,16828,17,35.3,23.6,6,11
14954,14394,11,45,37.3,7,11
16211,14683,17,54,46.8,1,11
17692,14954,17,47.3,41.8,2,11
17568,16211,17,34.8,23.1,3,12
17103,17692,17,31.2,20.7,4,12
17105,17568,17,34.8,30.2,5,12
16612,17103,17,42.5,41.1,6,12
15491,17105,17,44,35.3,7,12
16053,16612,17,41,29,1,12
17233,15491,17,40.3,31.3,2,12
17533,16053,17,39.8,30.4,3,12
17347,17233,17,41.4,29.5,4,12
16673,17533,17,38.3,29.8,5,12
16376,17347,17,40,32.6,6,12
15216,16673,17,48.2,43.4,7,12
15881,16376,17,47.8,44.1,1,12
17107,15216,17,50.7,38.4,2,12
16773,15881,17,48.5,38.2,3,12
17164,17107,17,48.7,45.5,4,12
17088,16773,17,52.8,43.2,5,12
16827,17164,17,40.6,30.7,6,12
16758,17088,17,44,41.4,7,12
16909,16827,17,43.8,37.2,1,12
17374,16758,17,34.6,16.3,2,12
16925,16909,17,33.6,17.5,3,12
16641,17374,17,42.1,28.2,4,12
15389,16925,17,50.3,45.9,5,12
13299,16641,17,47.4,45.2,6,12
14908,15389,17,55.6,52.4,7,12
15305,13299,17,52.5,44,1,12
17813,14908,17,46.1,31.5,2,12
18207,15305,17,46,42.3,3,12
17740,17813,17,31,14.9,4,12
16583,18207,17,28.5,24.9,5,12
