SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date
12825,,,2013,1,1,3,1,,,33,22,2013/1/1
12167,,,2013,1,1,3,2,,,33,22,2013/1/1
11697,,,2013,1,1,3,3,,,33,22,2013/1/1
11440,,,2013,1,1,3,4,,,34,22,2013/1/1
11450,,,2013,1,1,3,5,,,33,22,2013/1/1
11743,,,2013,1,1,3,6,,,33,23,2013/1/1
12227,,,2013,1,1,3,7,,,33,23,2013/1/1
12592,,,2013,1,1,3,8,,,32,22,2013/1/1
13213,,,2013,1,1,3,9,,,32,22,2013/1/1
13957,,,2013,1,1,3,10,,,33,20,2013/1/1
14590,,,2013,1,1,3,11,,,33,18,2013/1/1
14963,,,2013,1,1,3,12,,,32,16,2013/1/1
15059,,,2013,1,1,3,13,,,32,16,2013/1/1
14999,,,2013,1,1,3,14,,,32,15,2013/1/1
15029,,,2013,1,1,3,15,,,31,14,2013/1/1
15323,,,2013,1,1,3,16,,,30,12,2013/1/1
16747,,,2013,1,1,3,17,,,28,11,2013/1/1
18116,,,2013,1,1,3,18,,,27,10,2013/1/1
18040,,,2013,1,1,3,19,,,26,10,2013/1/1
17628,,,2013,1,1,3,20,,,25,9,2013/1/1
16974,,,2013,1,1,3,21,,,23,8,2013/1/1
15941,,,2013,1,1,3,22,,,21,6,2013/1/1
14612,,,2013,1,1,3,23,,,20,5,2013/1/1
13460,,,2013,1,1,3,24,,,18,5,2013/1/1
12793,,,2013,1,2,4,1,,,18,4,2013/1/2
12436,,,2013,1,2,4,2,,,16,3,2013/1/2
12313,,,2013,1,2,4,3,,,15,3,2013/1/2
12418,,,2013,1,2,4,4,,,15,4,2013/1/2
12846,,,2013,1,2,4,5,,,14,4,2013/1/2
14081,,,2013,1,2,4,6,,,14,4,2013/1/2
16210,,,2013,1,2,4,7,,,13,4,2013/1/2
17373,,,2013,1,2,4,8,,,14,5,2013/1/2
17567,,,2013,1,2,4,9,,,14,5,2013/1/2
17687,,,2013,1,2,4,10,,,17,6,2013/1/2
17699,,,2013,1,2,4,11,,,21,7,2013/1/2
17635,,,2013,1,2,4,12,,,24,9,2013/1/2
17481,,,2013,1,2,4,13,,,26,10,2013/1/2
17416,,,2013,1,2,4,14,,,27,10,2013/1/2
17363,,,2013,1,2,4,15,,,27,10,2013/1/2
17544,,,2013,1,2,4,16,,,26,10,2013/1/2
18705,,,2013,1,2,4,17,,,25,9,2013/1/2
19989,,,2013,1,2,4,18,,,23,9,2013/1/2
19913,,,2013,1,2,4,19,,,22,7,2013/1/2
19496,,,2013,1,2,4,20,,,20,6,2013/1/2
18823,,,2013,1,2,4,21,,,19,5,2013/1/2
17675,,,2013,1,2,4,22,,,17,3,2013/1/2
16138,,,2013,1,2,4,23,,,16,2,2013/1/2
14818,,,2013,1,2,4,24,,,13,0,2013/1/2
14021,,,2013,1,3,5,1,,,12,-1,2013/1/3
13634,,,2013,1,3,5,2,,,10,-3,2013/1/3
13478,,,2013,1,3,5,3,,,9,-5,2013/1/3
13529,,,2013,1,3,5,4,,,8,-5,2013/1/3
13916,,,2013,1,3,5,5,,,7,-5,2013/1/3
15085,,,2013,1,3,5,6,,,6,-7,2013/1/3
17219,,,2013,1,3,5,7,,,5,-7,2013/1/3
18355,,,2013,1,3,5,8,,,5,-7,2013/1/3
18483,,,2013,1,3,5,9,,,4,-7,2013/1/3
18444,,,2013,1,3,5,10,,,7,-6,2013/1/3
18356,,,2013,1,3,5,11,,,11,-5,2013/1/3
18177,,,2013,1,3,5,12,,,14,-4,2013/1/3
17864,,,2013,1,3,5,13,,,17,-3,2013/1/3
17622,,,2013,1,3,5,14,,,19,-2,2013/1/3
17430,,,2013,1,3,5,15,,,21,-1,2013/1/3
17573,,,2013,1,3,5,16,,,23,0,2013/1/3
18640,,,2013,1,3,5,17,,,22,2,2013/1/3
20020,,,2013,1,3,5,18,,,21,3,2013/1/3
20059,,,2013,1,3,5,19,,,19,4,2013/1/3
19667,,,2013,1,3,5,20,,,20,5,2013/1/3
18887,,,2013,1,3,5,21,,,20,6,2013/1/3
17677,,,2013,1,3,5,22,,,20,7,2013/1/3
16059,,,2013,1,3,5,23,,,20,8,2013/1/3
14637,,,2013,1,3,5,24,,,20,9,2013/1/3
13723,,,2013,1,4,6,1,,,21,9,2013/1/4
13282,,,2013,1,4,6,2,,,21,10,2013/1/4
13071,,,2013,1,4,6,3,,,22,12,2013/1/4
13051,,,2013,1,4,6,4,,,22,12,2013/1/4
13375,,,2013,1,4,6,5,,,22,13,2013/1/4
14443,,,2013,1,4,6,6,,,22,13,2013/1/4
16436,,,2013,1,4,6,7,,,22,14,2013/1/4
17403,,,2013,1,4,6,8,,,23,15,2013/1/4
17562,,,2013,1,4,6,9,,,25,17,2013/1/4
17578,,,2013,1,4,6,10,,,27,18,2013/1/4
17493,,,2013,1,4,6,11,,,30,19,2013/1/4
17277,,,2013,1,4,6,12,,,32,20,2013/1/4
17007,,,2013,1,4,6,13,,,34,20,2013/1/4
16837,,,2013,1,4,6,14,,,35,20,2013/1/4
16691,,,2013,1,4,6,15,,,36,20,2013/1/4
16725,,,2013,1,4,6,16,,,36,21,2013/1/4
17640,,,2013,1,4,6,17,,,36,21,2013/1/4
18686,,,2013,1,4,6,18,,,35,20,2013/1/4
18458,,,2013,1,4,6,19,,,34,21,2013/1/4
17939,,,2013,1,4,6,20,,,34,20,2013/1/4
17272,,,2013,1,4,6,21,,,32,20,2013/1/4
16335,,,2013,1,4,6,22,,,31,20,2013/1/4
15137,,,2013,1,4,6,23,,,31,19,2013/1/4
13873,,,2013,1,4,6,24,,,30,19,2013/1/4
12921,,,2013,1,5,7,1,,,30,19,2013/1/5
12379,,,2013,1,5,7,2,,,30,18,2013/1/5
12065,,,2013,1,5,7,3,,,31,19,2013/1/5
11938,,,2013,1,5,7,4,,,31,20,2013/1/5
12004,,,2013,1,5,7,5,,,31,20,2013/1/5
12428,,,2013,1,5,7,6,,,31,20,2013/1/5
13159,,,2013,1,5,7,7,,,31,20,2013/1/5
13949,,,2013,1,5,7,8,,,32,21,2013/1/5
14767,,,2013,1,5,7,9,,,33,21,2013/1/5
15333,,,2013,1,5,7,10,,,34,20,2013/1/5
15511,,,2013,1,5,7,11,,,36,20,2013/1/5
15423,,,2013,1,5,7,12,,,37,19,2013/1/5
15262,,,2013,1,5,7,13,,,38,19,2013/1/5
14980,,,2013,1,5,7,14,,,38,18,2013/1/5
14765,,,2013,1,5,7,15,,,38,17,2013/1/5
14860,,,2013,1,5,7,16,,,37,16,2013/1/5
15973,,,2013,1,5,7,17,,,36,16,2013/1/5
17341,,,2013,1,5,7,18,,,34,15,2013/1/5
17300,,,2013,1,5,7,19,,,32,15,2013/1/5
16900,,,2013,1,5,7,20,,,29,15,2013/1/5
16430,,,2013,1,5,7,21,,,27,15,2013/1/5
15763,,,2013,1,5,7,22,,,25,15,2013/1/5
14728,,,2013,1,5,7,23,,,25,15,2013/1/5
13609,,,2013,1,5,7,24,,,24,15,2013/1/5
12745,,,2013,1,6,1,1,,,24,16,2013/1/6
12205,,,2013,1,6,1,2,,,25,17,2013/1/6
11903,,,2013,1,6,1,3,,,25,17,2013/1/6
11799,,,2013,1,6,1,4,,,26,18,2013/1/6
11805,,,2013,1,6,1,5,,,26,19,2013/1/6
12094,,,2013,1,6,1,6,,,26,20,2013/1/6
12627,,,2013,1,6,1,7,,,27,21,2013/1/6
13258,,,2013,1,6,1,8,,,27,23,2013/1/6
14117,,,2013,1,6,1,9,,,28,23,2013/1/6
14739,,,2013,1,6,1,10,,,29,24,2013/1/6
15005,,,2013,1,6,1,11,,,32,24,2013/1/6
15062,,,2013,1,6,1,12,,,34,25,2013/1/6
14984,,,2013,1,6,1,13,,,37,25,2013/1/6
14802,,,2013,1,6,1,14,,,39,26,2013/1/6
14650,,,2013,1,6,1,15,,,40,26,2013/1/6
14787,,,2013,1,6,1,16,,,40,26,2013/1/6
16060,,,2013,1,6,1,17,,,39,26,2013/1/6
17485,,,2013,1,6,1,18,,,38,25,2013/1/6
17469,,,2013,1,6,1,19,,,37,25,2013/1/6
16950,,,2013,1,6,1,20,,,35,26,2013/1/6
16281,,,2013,1,6,1,21,,,34,25,2013/1/6
15196,,,2013,1,6,1,22,,,33,25,2013/1/6
13928,,,2013,1,6,1,23,,,32,24,2013/1/6
12778,,,2013,1,6,1,24,,,32,24,2013/1/6
12011,,,2013,1,7,2,1,,,32,24,2013/1/7
11663,,,2013,1,7,2,2,,,32,24,2013/1/7
11544,,,2013,1,7,2,3,,,31,24,2013/1/7
11602,,,2013,1,7,2,4,,,32,24,2013/1/7
12006,,,2013,1,7,2,5,,,31,24,2013/1/7
13163,,,2013,1,7,2,6,,,30,24,2013/1/7
15283,,,2013,1,7,2,7,,,31,24,2013/1/7
16429,,,2013,1,7,2,8,,,31,24,2013/1/7
16496,,,2013,1,7,2,9,,,32,24,2013/1/7
16501,,,2013,1,7,2,10,,,34,23,2013/1/7
16521,,,2013,1,7,2,11,,,35,21,2013/1/7
16414,,,2013,1,7,2,12,,,35,20,2013/1/7
16201,,,2013,1,7,2,13,,,35,19,2013/1/7
16110,,,2013,1,7,2,14,,,35,18,2013/1/7
15975,,,2013,1,7,2,15,,,35,18,2013/1/7
16085,,,2013,1,7,2,16,,,35,18,2013/1/7
17074,,,2013,1,7,2,17,,,34,16,2013/1/7
18530,,,2013,1,7,2,18,,,32,15,2013/1/7
18588,,,2013,1,7,2,19,,,29,16,2013/1/7
18328,,,2013,1,7,2,20,,,28,17,2013/1/7
17629,,,2013,1,7,2,21,,,26,17,2013/1/7
16521,,,2013,1,7,2,22,,,25,17,2013/1/7
15076,,,2013,1,7,2,23,,,25,17,2013/1/7
13780,,,2013,1,7,2,24,,,23,16,2013/1/7
12923,,,2013,1,8,3,1,,,22,16,2013/1/8
12485,,,2013,1,8,3,2,,,22,16,2013/1/8
12321,,,2013,1,8,3,3,,,23,17,2013/1/8
12326,,,2013,1,8,3,4,,,25,18,2013/1/8
12691,,,2013,1,8,3,5,,,26,20,2013/1/8
13810,,,2013,1,8,3,6,,,24,19,2013/1/8
15867,,,2013,1,8,3,7,,,26,21,2013/1/8
16868,,,2013,1,8,3,8,,,28,21,2013/1/8
16867,,,2013,1,8,3,9,,,30,22,2013/1/8
16727,,,2013,1,8,3,10,,,33,23,2013/1/8
16590,,,2013,1,8,3,11,,,36,24,2013/1/8
16410,,,2013,1,8,3,12,,,38,25,2013/1/8
16151,,,2013,1,8,3,13,,,41,25,2013/1/8
16003,,,2013,1,8,3,14,,,42,25,2013/1/8
15819,,,2013,1,8,3,15,,,44,25,2013/1/8
15886,,,2013,1,8,3,16,,,44,25,2013/1/8
16935,,,2013,1,8,3,17,,,43,25,2013/1/8
18346,,,2013,1,8,3,18,,,40,25,2013/1/8
18301,,,2013,1,8,3,19,,,38,25,2013/1/8
17874,,,2013,1,8,3,20,,,36,25,2013/1/8
17151,,,2013,1,8,3,21,,,35,25,2013/1/8
16000,,,2013,1,8,3,22,,,33,25,2013/1/8
14471,,,2013,1,8,3,23,,,32,24,2013/1/8
13141,,,2013,1,8,3,24,,,31,24,2013/1/8
12354,,,2013,1,9,4,1,,,31,23,2013/1/9
11933,,,2013,1,9,4,2,,,30,23,2013/1/9
11772,,,2013,1,9,4,3,,,28,23,2013/1/9
11832,,,2013,1,9,4,4,,,28,22,2013/1/9
12248,,,2013,1,9,4,5,,,26,21,2013/1/9
13429,,,2013,1,9,4,6,,,26,21,2013/1/9
15621,,,2013,1,9,4,7,,,25,21,2013/1/9
16739,,,2013,1,9,4,8,,,25,21,2013/1/9
16799,,,2013,1,9,4,9,,,24,20,2013/1/9
16776,,,2013,1,9,4,10,,,29,23,2013/1/9
16710,,,2013,1,9,4,11,,,32,25,2013/1/9
16596,,,2013,1,9,4,12,,,34,25,2013/1/9
16454,,,2013,1,9,4,13,,,35,26,2013/1/9
16433,,,2013,1,9,4,14,,,37,27,2013/1/9
16370,,,2013,1,9,4,15,,,39,27,2013/1/9
16575,,,2013,1,9,4,16,,,39,28,2013/1/9
17554,,,2013,1,9,4,17,,,40,30,2013/1/9
18438,,,2013,1,9,4,18,,,40,31,2013/1/9
18292,,,2013,1,9,4,19,,,41,32,2013/1/9
17761,,,2013,1,9,4,20,,,40,32,2013/1/9
17008,,,2013,1,9,4,21,,,41,32,2013/1/9
15799,,,2013,1,9,4,22,,,41,32,2013/1/9
14263,,,2013,1,9,4,23,,,41,31,2013/1/9
12901,,,2013,1,9,4,24,,,42,30,2013/1/9
12057,,,2013,1,10,5,1,,,42,27,2013/1/10
11581,,,2013,1,10,5,2,,,42,25,2013/1/10
11392,,,2013,1,10,5,3,,,42,25,2013/1/10
11347,,,2013,1,10,5,4,,,41,25,2013/1/10
11783,,,2013,1,10,5,5,,,40,25,2013/1/10
12907,,,2013,1,10,5,6,,,39,24,2013/1/10
14969,,,2013,1,10,5,7,,,39,23,2013/1/10
16023,,,2013,1,10,5,8,,,38,22,2013/1/10
16040,,,2013,1,10,5,9,,,38,21,2013/1/10
16007,,,2013,1,10,5,10,,,39,22,2013/1/10
16043,,,2013,1,10,5,11,,,40,22,2013/1/10
15933,,,2013,1,10,5,12,,,42,22,2013/1/10
15741,,,2013,1,10,5,13,,,43,22,2013/1/10
15622,,,2013,1,10,5,14,,,43,21,2013/1/10
15445,,,2013,1,10,5,15,,,44,21,2013/1/10
15586,,,2013,1,10,5,16,,,44,21,2013/1/10
16528,,,2013,1,10,5,17,,,43,21,2013/1/10
17899,,,2013,1,10,5,18,,,41,21,2013/1/10
17964,,,2013,1,10,5,19,,,39,21,2013/1/10
17547,,,2013,1,10,5,20,,,37,22,2013/1/10
16892,,,2013,1,10,5,21,,,36,22,2013/1/10
15789,,,2013,1,10,5,22,,,34,22,2013/1/10
14318,,,2013,1,10,5,23,,,34,22,2013/1/10
13035,,,2013,1,10,5,24,,,33,22,2013/1/10
12242,,,2013,1,11,6,1,,,31,21,2013/1/11
11782,,,2013,1,11,6,2,,,30,21,2013/1/11
11671,,,2013,1,11,6,3,,,29,21,2013/1/11
11683,,,2013,1,11,6,4,,,29,21,2013/1/11
12113,,,2013,1,11,6,5,,,28,20,2013/1/11
13224,,,2013,1,11,6,6,,,28,20,2013/1/11
15286,,,2013,1,11,6,7,,,28,20,2013/1/11
16419,,,2013,1,11,6,8,,,27,20,2013/1/11
16560,,,2013,1,11,6,9,,,28,21,2013/1/11
16590,,,2013,1,11,6,10,,,30,22,2013/1/11
16617,,,2013,1,11,6,11,,,33,23,2013/1/11
16582,,,2013,1,11,6,12,,,34,24,2013/1/11
16456,,,2013,1,11,6,13,,,35,25,2013/1/11
16413,,,2013,1,11,6,14,,,36,26,2013/1/11
16315,,,2013,1,11,6,15,,,36,27,2013/1/11
16371,,,2013,1,11,6,16,,,36,27,2013/1/11
17174,,,2013,1,11,6,17,,,36,28,2013/1/11
17888,,,2013,1,11,6,18,,,35,29,2013/1/11
17558,,,2013,1,11,6,19,,,35,31,2013/1/11
16991,,,2013,1,11,6,20,,,35,31,2013/1/11
16316,,,2013,1,11,6,21,,,35,32,2013/1/11
15414,,,2013,1,11,6,22,,,35,33,2013/1/11
14177,,,2013,1,11,6,23,,,35,33,2013/1/11
12979,,,2013,1,11,6,24,,,35,34,2013/1/11
12008,,,2013,1,12,7,1,,,35,34,2013/1/12
11453,,,2013,1,12,7,2,,,36,35,2013/1/12
11139,,,2013,1,12,7,3,,,36,35,2013/1/12
10990,,,2013,1,12,7,4,,,36,36,2013/1/12
11074,,,2013,1,12,7,5,,,37,35,2013/1/12
11466,,,2013,1,12,7,6,,,37,36,2013/1/12
12237,,,2013,1,12,7,7,,,37,36,2013/1/12
13093,,,2013,1,12,7,8,,,37,35,2013/1/12
14046,,,2013,1,12,7,9,,,37,36,2013/1/12
14763,,,2013,1,12,7,10,,,38,37,2013/1/12
15187,,,2013,1,12,7,11,,,39,37,2013/1/12
15243,,,2013,1,12,7,12,,,40,37,2013/1/12
15104,,,2013,1,12,7,13,,,40,38,2013/1/12
14855,,,2013,1,12,7,14,,,41,39,2013/1/12
14685,,,2013,1,12,7,15,,,41,40,2013/1/12
14723,,,2013,1,12,7,16,,,42,40,2013/1/12
15573,,,2013,1,12,7,17,,,41,40,2013/1/12
16468,,,2013,1,12,7,18,,,40,39,2013/1/12
16279,,,2013,1,12,7,19,,,41,40,2013/1/12
15703,,,2013,1,12,7,20,,,40,40,2013/1/12
15100,,,2013,1,12,7,21,,,40,40,2013/1/12
14426,,,2013,1,12,7,22,,,40,40,2013/1/12
13408,,,2013,1,12,7,23,,,40,40,2013/1/12
12310,,,2013,1,12,7,24,,,40,40,2013/1/12
11409,,,2013,1,13,1,1,,,40,39,2013/1/13
10855,,,2013,1,13,1,2,,,40,39,2013/1/13
10557,,,2013,1,13,1,3,,,40,39,2013/1/13
10427,,,2013,1,13,1,4,,,40,39,2013/1/13
10460,,,2013,1,13,1,5,,,39,39,2013/1/13
10716,,,2013,1,13,1,6,,,39,38,2013/1/13
11276,,,2013,1,13,1,7,,,39,39,2013/1/13
11950,,,2013,1,13,1,8,,,40,39,2013/1/13
12951,,,2013,1,13,1,9,,,40,39,2013/1/13
13798,,,2013,1,13,1,10,,,41,41,2013/1/13
14267,,,2013,1,13,1,11,,,42,41,2013/1/13
14502,,,2013,1,13,1,12,,,43,42,2013/1/13
14607,,,2013,1,13,1,13,,,43,43,2013/1/13
14546,,,2013,1,13,1,14,,,44,43,2013/1/13
14477,,,2013,1,13,1,15,,,45,44,2013/1/13
14654,,,2013,1,13,1,16,,,46,44,2013/1/13
15575,,,2013,1,13,1,17,,,46,44,2013/1/13
16392,,,2013,1,13,1,18,,,46,44,2013/1/13
16255,,,2013,1,13,1,19,,,46,44,2013/1/13
15588,,,2013,1,13,1,20,,,46,44,2013/1/13
15083,,,2013,1,13,1,21,,,46,44,2013/1/13
14030,,,2013,1,13,1,22,,,46,45,2013/1/13
12772,,,2013,1,13,1,23,,,46,45,2013/1/13
11628,,,2013,1,13,1,24,,,46,45,2013/1/13
10870,,,2013,1,14,2,1,,,47,45,2013/1/14
10474,,,2013,1,14,2,2,,,47,46,2013/1/14
10275,,,2013,1,14,2,3,,,47,46,2013/1/14
10273,,,2013,1,14,2,4,,,47,46,2013/1/14
10658,,,2013,1,14,2,5,,,47,46,2013/1/14
11819,,,2013,1,14,2,6,,,47,46,2013/1/14
13845,,,2013,1,14,2,7,,,48,47,2013/1/14
15063,,,2013,1,14,2,8,,,48,47,2013/1/14
15346,,,2013,1,14,2,9,,,48,47,2013/1/14
15462,,,2013,1,14,2,10,,,49,48,2013/1/14
15595,,,2013,1,14,2,11,,,50,48,2013/1/14
15525,,,2013,1,14,2,12,,,52,47,2013/1/14
15337,,,2013,1,14,2,13,,,54,46,2013/1/14
15151,,,2013,1,14,2,14,,,54,42,2013/1/14
15018,,,2013,1,14,2,15,,,55,38,2013/1/14
15090,,,2013,1,14,2,16,,,53,34,2013/1/14
15995,,,2013,1,14,2,17,,,50,31,2013/1/14
17327,,,2013,1,14,2,18,,,47,30,2013/1/14
17267,,,2013,1,14,2,19,,,44,28,2013/1/14
16799,,,2013,1,14,2,20,,,43,27,2013/1/14
16065,,,2013,1,14,2,21,,,42,27,2013/1/14
14980,,,2013,1,14,2,22,,,41,25,2013/1/14
13606,,,2013,1,14,2,23,,,39,25,2013/1/14
12310,,,2013,1,14,2,24,,,39,25,2013/1/14
11545,,,2013,1,15,3,1,,,38,25,2013/1/15
11204,,,2013,1,15,3,2,,,37,25,2013/1/15
11002,,,2013,1,15,3,3,,,36,25,2013/1/15
10985,,,2013,1,15,3,4,,,36,25,2013/1/15
11319,,,2013,1,15,3,5,,,35,25,2013/1/15
12490,,,2013,1,15,3,6,,,34,24,2013/1/15
14620,,,2013,1,15,3,7,,,33,24,2013/1/15
15843,,,2013,1,15,3,8,,,33,23,2013/1/15
15992,,,2013,1,15,3,9,,,32,23,2013/1/15
16065,,,2013,1,15,3,10,,,35,23,2013/1/15
16154,,,2013,1,15,3,11,,,36,23,2013/1/15
16232,,,2013,1,15,3,12,,,37,23,2013/1/15
16149,,,2013,1,15,3,13,,,38,22,2013/1/15
16065,,,2013,1,15,3,14,,,38,22,2013/1/15
15964,,,2013,1,15,3,15,,,39,22,2013/1/15
15990,,,2013,1,15,3,16,,,38,22,2013/1/15
16861,,,2013,1,15,3,17,,,38,22,2013/1/15
18177,,,2013,1,15,3,18,,,37,22,2013/1/15
18124,,,2013,1,15,3,19,,,36,22,2013/1/15
17664,,,2013,1,15,3,20,,,35,22,2013/1/15
16914,,,2013,1,15,3,21,,,34,22,2013/1/15
15751,,,2013,1,15,3,22,,,34,21,2013/1/15
14267,,,2013,1,15,3,23,,,33,22,2013/1/15
13002,,,2013,1,15,3,24,,,33,22,2013/1/15
12089,,,2013,1,16,4,1,,,33,23,2013/1/16
11692,,,2013,1,16,4,2,,,33,22,2013/1/16
11519,,,2013,1,16,4,3,,,32,22,2013/1/16
11563,,,2013,1,16,4,4,,,33,23,2013/1/16
11979,,,2013,1,16,4,5,,,32,24,2013/1/16
13134,,,2013,1,16,4,6,,,30,26,2013/1/16
14972,,,2013,1,16,4,7,,,30,27,2013/1/16
16172,,,2013,1,16,4,8,,,30,27,2013/1/16
16543,,,2013,1,16,4,9,,,30,27,2013/1/16
16849,,,2013,1,16,4,10,,,30,28,2013/1/16
17158,,,2013,1,16,4,11,,,30,28,2013/1/16
17329,,,2013,1,16,4,12,,,31,29,2013/1/16
17368,,,2013,1,16,4,13,,,32,30,2013/1/16
17297,,,2013,1,16,4,14,,,32,30,2013/1/16
17135,,,2013,1,16,4,15,,,32,30,2013/1/16
17173,,,2013,1,16,4,16,,,32,30,2013/1/16
17905,,,2013,1,16,4,17,,,32,31,2013/1/16
18914,,,2013,1,16,4,18,,,32,30,2013/1/16
18657,,,2013,1,16,4,19,,,32,30,2013/1/16
18019,,,2013,1,16,4,20,,,32,30,2013/1/16
17186,,,2013,1,16,4,21,,,32,30,2013/1/16
15950,,,2013,1,16,4,22,,,32,31,2013/1/16
14465,,,2013,1,16,4,23,,,32,30,2013/1/16
13153,,,2013,1,16,4,24,,,32,30,2013/1/16
12342,,,2013,1,17,5,1,,,32,30,2013/1/17
11926,,,2013,1,17,5,2,,,30,29,2013/1/17
11740,,,2013,1,17,5,3,,,31,28,2013/1/17
11747,,,2013,1,17,5,4,,,30,28,2013/1/17
12088,,,2013,1,17,5,5,,,29,27,2013/1/17
13228,,,2013,1,17,5,6,,,29,27,2013/1/17
15318,,,2013,1,17,5,7,,,30,27,2013/1/17
16300,,,2013,1,17,5,8,,,29,26,2013/1/17
16347,,,2013,1,17,5,9,,,31,26,2013/1/17
16287,,,2013,1,17,5,10,,,33,26,2013/1/17
16326,,,2013,1,17,5,11,,,34,27,2013/1/17
16210,,,2013,1,17,5,12,,,37,27,2013/1/17
16064,,,2013,1,17,5,13,,,38,27,2013/1/17
15974,,,2013,1,17,5,14,,,38,27,2013/1/17
15901,,,2013,1,17,5,15,,,38,25,2013/1/17
16047,,,2013,1,17,5,16,,,38,23,2013/1/17
17100,,,2013,1,17,5,17,,,36,21,2013/1/17
18311,,,2013,1,17,5,18,,,35,20,2013/1/17
18301,,,2013,1,17,5,19,,,33,19,2013/1/17
17879,,,2013,1,17,5,20,,,32,18,2013/1/17
17262,,,2013,1,17,5,21,,,30,15,2013/1/17
16154,,,2013,1,17,5,22,,,29,14,2013/1/17
14753,,,2013,1,17,5,23,,,28,12,2013/1/17
13463,,,2013,1,17,5,24,,,27,10,2013/1/17
12675,,,2013,1,18,6,1,,,26,10,2013/1/18
12278,,,2013,1,18,6,2,,,25,8,2013/1/18
12123,,,2013,1,18,6,3,,,25,5,2013/1/18
12120,,,2013,1,18,6,4,,,24,4,2013/1/18
12594,,,2013,1,18,6,5,,,23,3,2013/1/18
13849,,,2013,1,18,6,6,,,21,0,2013/1/18
16003,,,2013,1,18,6,7,,,18,-1,2013/1/18
17187,,,2013,1,18,6,8,,,17,-2,2013/1/18
17312,,,2013,1,18,6,9,,,16,-3,2013/1/18
17311,,,2013,1,18,6,10,,,17,-4,2013/1/18
17380,,,2013,1,18,6,11,,,19,-5,2013/1/18
17286,,,2013,1,18,6,12,,,20,-4,2013/1/18
17044,,,2013,1,18,6,13,,,21,-4,2013/1/18
16925,,,2013,1,18,6,14,,,22,-3,2013/1/18
16741,,,2013,1,18,6,15,,,23,-3,2013/1/18
16780,,,2013,1,18,6,16,,,24,-3,2013/1/18
17498,,,2013,1,18,6,17,,,23,-3,2013/1/18
18792,,,2013,1,18,6,18,,,21,-2,2013/1/18
18737,,,2013,1,18,6,19,,,21,-1,2013/1/18
18268,,,2013,1,18,6,20,,,20,0,2013/1/18
17682,,,2013,1,18,6,21,,,19,2,2013/1/18
16849,,,2013,1,18,6,22,,,19,2,2013/1/18
15674,,,2013,1,18,6,23,,,19,3,2013/1/18
14451,,,2013,1,18,6,24,,,19,4,2013/1/18
13498,,,2013,1,19,7,1,,,21,5,2013/1/19
12975,,,2013,1,19,7,2,,,22,7,2013/1/19
12645,,,2013,1,19,7,3,,,24,10,2013/1/19
12492,,,2013,1,19,7,4,,,26,11,2013/1/19
12516,,,2013,1,19,7,5,,,27,13,2013/1/19
12868,,,2013,1,19,7,6,,,28,14,2013/1/19
13557,,,2013,1,19,7,7,,,29,16,2013/1/19
14326,,,2013,1,19,7,8,,,30,16,2013/1/19
15127,,,2013,1,19,7,9,,,31,18,2013/1/19
15696,,,2013,1,19,7,10,,,33,20,2013/1/19
15876,,,2013,1,19,7,11,,,36,21,2013/1/19
15771,,,2013,1,19,7,12,,,38,22,2013/1/19
15443,,,2013,1,19,7,13,,,40,22,2013/1/19
15036,,,2013,1,19,7,14,,,42,23,2013/1/19
14737,,,2013,1,19,7,15,,,44,23,2013/1/19
14673,,,2013,1,19,7,16,,,44,23,2013/1/19
15357,,,2013,1,19,7,17,,,44,23,2013/1/19
16659,,,2013,1,19,7,18,,,42,23,2013/1/19
16547,,,2013,1,19,7,19,,,41,24,2013/1/19
16036,,,2013,1,19,7,20,,,41,24,2013/1/19
15495,,,2013,1,19,7,21,,,40,25,2013/1/19
14739,,,2013,1,19,7,22,,,38,26,2013/1/19
13748,,,2013,1,19,7,23,,,38,28,2013/1/19
12720,,,2013,1,19,7,24,,,39,29,2013/1/19
11903,,,2013,1,20,1,1,,,39,29,2013/1/20
11351,,,2013,1,20,1,2,,,40,29,2013/1/20
11057,,,2013,1,20,1,3,,,40,29,2013/1/20
10918,,,2013,1,20,1,4,,,40,29,2013/1/20
10981,,,2013,1,20,1,5,,,39,30,2013/1/20
11252,,,2013,1,20,1,6,,,39,29,2013/1/20
11852,,,2013,1,20,1,7,,,39,29,2013/1/20
12439,,,2013,1,20,1,8,,,38,29,2013/1/20
13263,,,2013,1,20,1,9,,,39,29,2013/1/20
13856,,,2013,1,20,1,10,,,41,29,2013/1/20
14134,,,2013,1,20,1,11,,,45,28,2013/1/20
14258,,,2013,1,20,1,12,,,48,27,2013/1/20
14332,,,2013,1,20,1,13,,,50,26,2013/1/20
14303,,,2013,1,20,1,14,,,49,26,2013/1/20
14209,,,2013,1,20,1,15,,,47,26,2013/1/20
14269,,,2013,1,20,1,16,,,46,24,2013/1/20
15050,,,2013,1,20,1,17,,,45,17,2013/1/20
16566,,,2013,1,20,1,18,,,41,15,2013/1/20
16619,,,2013,1,20,1,19,,,37,14,2013/1/20
16005,,,2013,1,20,1,20,,,34,13,2013/1/20
15593,,,2013,1,20,1,21,,,32,11,2013/1/20
14901,,,2013,1,20,1,22,,,30,10,2013/1/20
14031,,,2013,1,20,1,23,,,29,8,2013/1/20
