SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date
10836,,,2015,6,2,3,6,,,47,44,2015/6/2
12495,,,2015,6,2,3,7,,,47,44,2015/6/2
13773,,,2015,6,2,3,8,,,47,44,2015/6/2
14275,,,2015,6,2,3,9,,,47,45,2015/6/2
14607,,,2015,6,2,3,10,,,48,45,2015/6/2
14820,,,2015,6,2,3,11,,,48,45,2015/6/2
14864,,,2015,6,2,3,12,,,49,46,2015/6/2
14778,,,2015,6,2,3,13,,,50,46,2015/6/2
14721,,,2015,6,2,3,14,,,50,46,2015/6/2
14545,,,2015,6,2,3,15,,,50,46,2015/6/2
14499,,,2015,6,2,3,16,,,51,46,2015/6/2
14637,,,2015,6,2,3,17,,,51,46,2015/6/2
14850,,,2015,6,2,3,18,,,51,46,2015/6/2
14828,,,2015,6,2,3,19,,,51,46,2015/6/2
14684,,,2015,6,2,3,20,,,51,46,2015/6/2
14649,,,2015,6,2,3,21,,,50,46,2015/6/2
13898,,,2015,6,2,3,22,,,50,46,2015/6/2
12508,,,2015,6,2,3,23,,,49,46,2015/6/2
11246,,,2015,6,2,3,24,,,49,46,2015/6/2
10409,,,2015,6,3,4,1,,,49,46,2015/6/3
9968,,,2015,6,3,4,2,,,49,45,2015/6/3
9755,,,2015,6,3,4,3,,,47,45,2015/6/3
9708,,,2015,6,3,4,4,,,47,44,2015/6/3
10017,,,2015,6,3,4,5,,,47,44,2015/6/3
10798,,,2015,6,3,4,6,,,46,43,2015/6/3
12451,,,2015,6,3,4,7,,,47,44,2015/6/3
13570,,,2015,6,3,4,8,,,48,45,2015/6/3
13890,,,2015,6,3,4,9,,,50,45,2015/6/3
14029,,,2015,6,3,4,10,,,52,45,2015/6/3
14242,,,2015,6,3,4,11,,,56,44,2015/6/3
14302,,,2015,6,3,4,12,,,57,45,2015/6/3
14246,,,2015,6,3,4,13,,,58,45,2015/6/3
14247,,,2015,6,3,4,14,,,60,45,2015/6/3
14157,,,2015,6,3,4,15,,,61,45,2015/6/3
14128,,,2015,6,3,4,16,,,63,46,2015/6/3
14186,,,2015,6,3,4,17,,,63,46,2015/6/3
14261,,,2015,6,3,4,18,,,63,45,2015/6/3
14169,,,2015,6,3,4,19,,,63,45,2015/6/3
14062,,,2015,6,3,4,20,,,61,46,2015/6/3
14352,,,2015,6,3,4,21,,,57,47,2015/6/3
13876,,,2015,6,3,4,22,,,55,46,2015/6/3
12476,,,2015,6,3,4,23,,,53,47,2015/6/3
11163,,,2015,6,3,4,24,,,51,46,2015/6/3
10272,,,2015,6,4,5,1,,,51,46,2015/6/4
9819,,,2015,6,4,5,2,,,51,46,2015/6/4
9589,,,2015,6,4,5,3,,,50,46,2015/6/4
9563,,,2015,6,4,5,4,,,50,46,2015/6/4
9847,,,2015,6,4,5,5,,,50,46,2015/6/4
10635,,,2015,6,4,5,6,,,50,46,2015/6/4
12273,,,2015,6,4,5,7,,,50,46,2015/6/4
13470,,,2015,6,4,5,8,,,51,46,2015/6/4
13886,,,2015,6,4,5,9,,,53,44,2015/6/4
14087,,,2015,6,4,5,10,,,55,44,2015/6/4
14301,,,2015,6,4,5,11,,,57,45,2015/6/4
14419,,,2015,6,4,5,12,,,58,46,2015/6/4
14413,,,2015,6,4,5,13,,,60,46,2015/6/4
14460,,,2015,6,4,5,14,,,62,46,2015/6/4
14376,,,2015,6,4,5,15,,,63,47,2015/6/4
14342,,,2015,6,4,5,16,,,63,47,2015/6/4
14385,,,2015,6,4,5,17,,,64,48,2015/6/4
14413,,,2015,6,4,5,18,,,64,48,2015/6/4
14273,,,2015,6,4,5,19,,,63,47,2015/6/4
14184,,,2015,6,4,5,20,,,62,48,2015/6/4
14406,,,2015,6,4,5,21,,,60,48,2015/6/4
13943,,,2015,6,4,5,22,,,57,48,2015/6/4
12561,,,2015,6,4,5,23,,,55,47,2015/6/4
11243,,,2015,6,4,5,24,,,54,47,2015/6/4
10366,,,2015,6,5,6,1,,,53,46,2015/6/5
9866,,,2015,6,5,6,2,,,52,46,2015/6/5
9610,,,2015,6,5,6,3,,,52,46,2015/6/5
9559,,,2015,6,5,6,4,,,52,46,2015/6/5
9829,,,2015,6,5,6,5,,,51,46,2015/6/5
10569,,,2015,6,5,6,6,,,51,46,2015/6/5
12164,,,2015,6,5,6,7,,,51,47,2015/6/5
13424,,,2015,6,5,6,8,,,53,48,2015/6/5
13922,,,2015,6,5,6,9,,,55,48,2015/6/5
14215,,,2015,6,5,6,10,,,57,48,2015/6/5
14507,,,2015,6,5,6,11,,,60,49,2015/6/5
14664,,,2015,6,5,6,12,,,62,49,2015/6/5
14722,,,2015,6,5,6,13,,,64,50,2015/6/5
14848,,,2015,6,5,6,14,,,65,50,2015/6/5
14840,,,2015,6,5,6,15,,,67,51,2015/6/5
14786,,,2015,6,5,6,16,,,68,52,2015/6/5
14731,,,2015,6,5,6,17,,,68,53,2015/6/5
14622,,,2015,6,5,6,18,,,68,54,2015/6/5
14347,,,2015,6,5,6,19,,,68,54,2015/6/5
14113,,,2015,6,5,6,20,,,66,54,2015/6/5
14262,,,2015,6,5,6,21,,,64,54,2015/6/5
13855,,,2015,6,5,6,22,,,63,53,2015/6/5
12733,,,2015,6,5,6,23,,,61,54,2015/6/5
11538,,,2015,6,5,6,24,,,60,53,2015/6/5
10624,,,2015,6,6,7,1,,,59,53,2015/6/6
10088,,,2015,6,6,7,2,,,59,52,2015/6/6
9781,,,2015,6,6,7,3,,,58,52,2015/6/6
9637,,,2015,6,6,7,4,,,58,52,2015/6/6
9676,,,2015,6,6,7,5,,,57,51,2015/6/6
9854,,,2015,6,6,7,6,,,57,52,2015/6/6
10418,,,2015,6,6,7,7,,,57,52,2015/6/6
11361,,,2015,6,6,7,8,,,57,53,2015/6/6
12367,,,2015,6,6,7,9,,,59,54,2015/6/6
13048,,,2015,6,6,7,10,,,62,55,2015/6/6
13400,,,2015,6,6,7,11,,,65,55,2015/6/6
13514,,,2015,6,6,7,12,,,68,55,2015/6/6
13450,,,2015,6,6,7,13,,,69,54,2015/6/6
13300,,,2015,6,6,7,14,,,70,52,2015/6/6
13170,,,2015,6,6,7,15,,,72,50,2015/6/6
13139,,,2015,6,6,7,16,,,72,47,2015/6/6
13247,,,2015,6,6,7,17,,,71,44,2015/6/6
13403,,,2015,6,6,7,18,,,70,45,2015/6/6
13390,,,2015,6,6,7,19,,,70,43,2015/6/6
13242,,,2015,6,6,7,20,,,68,40,2015/6/6
13358,,,2015,6,6,7,21,,,65,42,2015/6/6
13127,,,2015,6,6,7,22,,,63,42,2015/6/6
12151,,,2015,6,6,7,23,,,61,42,2015/6/6
11072,,,2015,6,6,7,24,,,59,43,2015/6/6
10181,,,2015,6,7,1,1,,,57,40,2015/6/7
9640,,,2015,6,7,1,2,,,55,41,2015/6/7
9330,,,2015,6,7,1,3,,,54,39,2015/6/7
9166,,,2015,6,7,1,4,,,52,38,2015/6/7
9156,,,2015,6,7,1,5,,,51,37,2015/6/7
9139,,,2015,6,7,1,6,,,50,37,2015/6/7
9537,,,2015,6,7,1,7,,,50,37,2015/6/7
10291,,,2015,6,7,1,8,,,54,38,2015/6/7
11180,,,2015,6,7,1,9,,,57,39,2015/6/7
11888,,,2015,6,7,1,10,,,60,38,2015/6/7
12278,,,2015,6,7,1,11,,,62,39,2015/6/7
12503,,,2015,6,7,1,12,,,64,39,2015/6/7
12616,,,2015,6,7,1,13,,,66,40,2015/6/7
12604,,,2015,6,7,1,14,,,68,41,2015/6/7
12612,,,2015,6,7,1,15,,,68,40,2015/6/7
12706,,,2015,6,7,1,16,,,69,41,2015/6/7
12992,,,2015,6,7,1,17,,,70,42,2015/6/7
13372,,,2015,6,7,1,18,,,69,43,2015/6/7
13516,,,2015,6,7,1,19,,,68,43,2015/6/7
13497,,,2015,6,7,1,20,,,67,44,2015/6/7
13703,,,2015,6,7,1,21,,,65,43,2015/6/7
13261,,,2015,6,7,1,22,,,62,42,2015/6/7
12029,,,2015,6,7,1,23,,,60,43,2015/6/7
10855,,,2015,6,7,1,24,,,58,43,2015/6/7
10026,,,2015,6,8,2,1,,,58,45,2015/6/8
9614,,,2015,6,8,2,2,,,57,46,2015/6/8
9415,,,2015,6,8,2,3,,,56,46,2015/6/8
9426,,,2015,6,8,2,4,,,56,47,2015/6/8
9747,,,2015,6,8,2,5,,,56,47,2015/6/8
10595,,,2015,6,8,2,6,,,57,47,2015/6/8
12245,,,2015,6,8,2,7,,,57,48,2015/6/8
13567,,,2015,6,8,2,8,,,59,48,2015/6/8
14235,,,2015,6,8,2,9,,,60,49,2015/6/8
14690,,,2015,6,8,2,10,,,62,50,2015/6/8
15073,,,2015,6,8,2,11,,,63,52,2015/6/8
15308,,,2015,6,8,2,12,,,65,53,2015/6/8
15382,,,2015,6,8,2,13,,,66,55,2015/6/8
15455,,,2015,6,8,2,14,,,68,56,2015/6/8
15472,,,2015,6,8,2,15,,,69,57,2015/6/8
15570,,,2015,6,8,2,16,,,73,58,2015/6/8
15724,,,2015,6,8,2,17,,,74,58,2015/6/8
15801,,,2015,6,8,2,18,,,73,58,2015/6/8
15592,,,2015,6,8,2,19,,,72,57,2015/6/8
15420,,,2015,6,8,2,20,,,71,57,2015/6/8
15496,,,2015,6,8,2,21,,,69,57,2015/6/8
14776,,,2015,6,8,2,22,,,68,57,2015/6/8
13340,,,2015,6,8,2,23,,,67,57,2015/6/8
11995,,,2015,6,8,2,24,,,66,58,2015/6/8
11082,,,2015,6,9,3,1,,,65,58,2015/6/9
10566,,,2015,6,9,3,2,,,64,59,2015/6/9
10304,,,2015,6,9,3,3,,,64,59,2015/6/9
10249,,,2015,6,9,3,4,,,64,60,2015/6/9
10529,,,2015,6,9,3,5,,,64,60,2015/6/9
11412,,,2015,6,9,3,6,,,64,61,2015/6/9
13165,,,2015,6,9,3,7,,,64,61,2015/6/9
14600,,,2015,6,9,3,8,,,65,61,2015/6/9
15268,,,2015,6,9,3,9,,,65,61,2015/6/9
15709,,,2015,6,9,3,10,,,66,62,2015/6/9
16138,,,2015,6,9,3,11,,,68,62,2015/6/9
16413,,,2015,6,9,3,12,,,70,64,2015/6/9
16556,,,2015,6,9,3,13,,,71,64,2015/6/9
16732,,,2015,6,9,3,14,,,72,64,2015/6/9
16629,,,2015,6,9,3,15,,,72,64,2015/6/9
16807,,,2015,6,9,3,16,,,74,64,2015/6/9
17055,,,2015,6,9,3,17,,,75,64,2015/6/9
17105,,,2015,6,9,3,18,,,73,65,2015/6/9
16827,,,2015,6,9,3,19,,,70,63,2015/6/9
16449,,,2015,6,9,3,20,,,70,63,2015/6/9
16250,,,2015,6,9,3,21,,,68,62,2015/6/9
15576,,,2015,6,9,3,22,,,66,61,2015/6/9
14022,,,2015,6,9,3,23,,,65,60,2015/6/9
12515,,,2015,6,9,3,24,,,64,60,2015/6/9
11469,,,2015,6,10,4,1,,,64,59,2015/6/10
10859,,,2015,6,10,4,2,,,63,58,2015/6/10
10468,,,2015,6,10,4,3,,,63,57,2015/6/10
10343,,,2015,6,10,4,4,,,61,56,2015/6/10
10534,,,2015,6,10,4,5,,,60,56,2015/6/10
11247,,,2015,6,10,4,6,,,60,55,2015/6/10
12955,,,2015,6,10,4,7,,,60,55,2015/6/10
14392,,,2015,6,10,4,8,,,62,56,2015/6/10
15140,,,2015,6,10,4,9,,,66,56,2015/6/10
15694,,,2015,6,10,4,10,,,69,57,2015/6/10
16230,,,2015,6,10,4,11,,,72,56,2015/6/10
16589,,,2015,6,10,4,12,,,74,55,2015/6/10
16853,,,2015,6,10,4,13,,,76,53,2015/6/10
17199,,,2015,6,10,4,14,,,78,53,2015/6/10
17458,,,2015,6,10,4,15,,,79,52,2015/6/10
17716,,,2015,6,10,4,16,,,81,53,2015/6/10
17960,,,2015,6,10,4,17,,,81,53,2015/6/10
17945,,,2015,6,10,4,18,,,80,54,2015/6/10
17552,,,2015,6,10,4,19,,,79,54,2015/6/10
17093,,,2015,6,10,4,20,,,77,55,2015/6/10
17067,,,2015,6,10,4,21,,,75,56,2015/6/10
16429,,,2015,6,10,4,22,,,72,57,2015/6/10
14767,,,2015,6,10,4,23,,,69,58,2015/6/10
13135,,,2015,6,10,4,24,,,68,57,2015/6/10
12065,,,2015,6,11,5,1,,,67,57,2015/6/11
11410,,,2015,6,11,5,2,,,67,58,2015/6/11
11067,,,2015,6,11,5,3,,,66,57,2015/6/11
10966,,,2015,6,11,5,4,,,66,58,2015/6/11
11220,,,2015,6,11,5,5,,,67,58,2015/6/11
11977,,,2015,6,11,5,6,,,67,58,2015/6/11
13755,,,2015,6,11,5,7,,,67,59,2015/6/11
15249,,,2015,6,11,5,8,,,68,60,2015/6/11
16049,,,2015,6,11,5,9,,,70,60,2015/6/11
16682,,,2015,6,11,5,10,,,72,61,2015/6/11
17467,,,2015,6,11,5,11,,,76,63,2015/6/11
18194,,,2015,6,11,5,12,,,79,63,2015/6/11
18724,,,2015,6,11,5,13,,,81,63,2015/6/11
19339,,,2015,6,11,5,14,,,84,63,2015/6/11
19705,,,2015,6,11,5,15,,,84,62,2015/6/11
19987,,,2015,6,11,5,16,,,86,62,2015/6/11
20220,,,2015,6,11,5,17,,,85,61,2015/6/11
20117,,,2015,6,11,5,18,,,85,59,2015/6/11
19648,,,2015,6,11,5,19,,,84,58,2015/6/11
19159,,,2015,6,11,5,20,,,83,57,2015/6/11
18963,,,2015,6,11,5,21,,,79,56,2015/6/11
18174,,,2015,6,11,5,22,,,76,56,2015/6/11
16319,,,2015,6,11,5,23,,,75,56,2015/6/11
14488,,,2015,6,11,5,24,,,73,54,2015/6/11
13201,,,2015,6,12,6,1,,,72,54,2015/6/12
12351,,,2015,6,12,6,2,,,70,53,2015/6/12
11815,,,2015,6,12,6,3,,,69,53,2015/6/12
11550,,,2015,6,12,6,4,,,68,53,2015/6/12
11661,,,2015,6,12,6,5,,,67,53,2015/6/12
12296,,,2015,6,12,6,6,,,66,53,2015/6/12
13911,,,2015,6,12,6,7,,,66,54,2015/6/12
15309,,,2015,6,12,6,8,,,68,54,2015/6/12
16154,,,2015,6,12,6,9,,,71,55,2015/6/12
16900,,,2015,6,12,6,10,,,73,54,2015/6/12
17631,,,2015,6,12,6,11,,,75,55,2015/6/12
18275,,,2015,6,12,6,12,,,76,56,2015/6/12
18664,,,2015,6,12,6,13,,,78,55,2015/6/12
19224,,,2015,6,12,6,14,,,80,55,2015/6/12
19552,,,2015,6,12,6,15,,,80,56,2015/6/12
19720,,,2015,6,12,6,16,,,80,58,2015/6/12
19755,,,2015,6,12,6,17,,,81,58,2015/6/12
19420,,,2015,6,12,6,18,,,78,59,2015/6/12
18700,,,2015,6,12,6,19,,,76,61,2015/6/12
17983,,,2015,6,12,6,20,,,75,61,2015/6/12
17856,,,2015,6,12,6,21,,,74,62,2015/6/12
17343,,,2015,6,12,6,22,,,72,63,2015/6/12
16049,,,2015,6,12,6,23,,,73,65,2015/6/12
14618,,,2015,6,12,6,24,,,73,65,2015/6/12
13490,,,2015,6,13,7,1,,,72,66,2015/6/13
12771,,,2015,6,13,7,2,,,72,65,2015/6/13
12323,,,2015,6,13,7,3,,,70,66,2015/6/13
12034,,,2015,6,13,7,4,,,70,66,2015/6/13
11964,,,2015,6,13,7,5,,,70,65,2015/6/13
12008,,,2015,6,13,7,6,,,70,65,2015/6/13
12645,,,2015,6,13,7,7,,,70,65,2015/6/13
13752,,,2015,6,13,7,8,,,70,63,2015/6/13
14842,,,2015,6,13,7,9,,,70,61,2015/6/13
15593,,,2015,6,13,7,10,,,71,59,2015/6/13
16125,,,2015,6,13,7,11,,,73,58,2015/6/13
16497,,,2015,6,13,7,12,,,74,56,2015/6/13
16715,,,2015,6,13,7,13,,,75,56,2015/6/13
16839,,,2015,6,13,7,14,,,77,55,2015/6/13
17033,,,2015,6,13,7,15,,,78,54,2015/6/13
17296,,,2015,6,13,7,16,,,80,53,2015/6/13
17605,,,2015,6,13,7,17,,,81,53,2015/6/13
17740,,,2015,6,13,7,18,,,81,54,2015/6/13
17496,,,2015,6,13,7,19,,,82,52,2015/6/13
16908,,,2015,6,13,7,20,,,82,52,2015/6/13
16562,,,2015,6,13,7,21,,,76,55,2015/6/13
16119,,,2015,6,13,7,22,,,71,55,2015/6/13
14850,,,2015,6,13,7,23,,,70,54,2015/6/13
13451,,,2015,6,13,7,24,,,68,55,2015/6/13
12304,,,2015,6,14,1,1,,,68,54,2015/6/14
11564,,,2015,6,14,1,2,,,66,55,2015/6/14
11071,,,2015,6,14,1,3,,,65,55,2015/6/14
10766,,,2015,6,14,1,4,,,65,55,2015/6/14
10646,,,2015,6,14,1,5,,,64,55,2015/6/14
10530,,,2015,6,14,1,6,,,63,55,2015/6/14
10946,,,2015,6,14,1,7,,,64,55,2015/6/14
11812,,,2015,6,14,1,8,,,66,56,2015/6/14
12928,,,2015,6,14,1,9,,,69,56,2015/6/14
13962,,,2015,6,14,1,10,,,73,56,2015/6/14
14696,,,2015,6,14,1,11,,,75,54,2015/6/14
15210,,,2015,6,14,1,12,,,76,52,2015/6/14
15570,,,2015,6,14,1,13,,,77,50,2015/6/14
15754,,,2015,6,14,1,14,,,78,51,2015/6/14
15933,,,2015,6,14,1,15,,,78,51,2015/6/14
16182,,,2015,6,14,1,16,,,78,51,2015/6/14
16447,,,2015,6,14,1,17,,,78,51,2015/6/14
16648,,,2015,6,14,1,18,,,77,52,2015/6/14
16502,,,2015,6,14,1,19,,,76,53,2015/6/14
16052,,,2015,6,14,1,20,,,74,53,2015/6/14
16045,,,2015,6,14,1,21,,,71,54,2015/6/14
15440,,,2015,6,14,1,22,,,69,53,2015/6/14
13979,,,2015,6,14,1,23,,,67,52,2015/6/14
12588,,,2015,6,14,1,24,,,65,52,2015/6/14
11633,,,2015,6,15,2,1,,,64,52,2015/6/15
11037,,,2015,6,15,2,2,,,64,52,2015/6/15
10707,,,2015,6,15,2,3,,,63,51,2015/6/15
10612,,,2015,6,15,2,4,,,62,53,2015/6/15
10875,,,2015,6,15,2,5,,,61,54,2015/6/15
11727,,,2015,6,15,2,6,,,60,55,2015/6/15
13246,,,2015,6,15,2,7,,,60,55,2015/6/15
14542,,,2015,6,15,2,8,,,59,55,2015/6/15
15190,,,2015,6,15,2,9,,,59,56,2015/6/15
15545,,,2015,6,15,2,10,,,59,56,2015/6/15
15844,,,2015,6,15,2,11,,,59,55,2015/6/15
15928,,,2015,6,15,2,12,,,59,56,2015/6/15
15854,,,2015,6,15,2,13,,,59,56,2015/6/15
15806,,,2015,6,15,2,14,,,60,56,2015/6/15
15615,,,2015,6,15,2,15,,,60,57,2015/6/15
15469,,,2015,6,15,2,16,,,60,57,2015/6/15
15496,,,2015,6,15,2,17,,,60,57,2015/6/15
15550,,,2015,6,15,2,18,,,60,57,2015/6/15
15397,,,2015,6,15,2,19,,,60,57,2015/6/15
15192,,,2015,6,15,2,20,,,59,56,2015/6/15
15036,,,2015,6,15,2,21,,,59,56,2015/6/15
14257,,,2015,6,15,2,22,,,58,57,2015/6/15
12919,,,2015,6,15,2,23,,,59,56,2015/6/15
11679,,,2015,6,15,2,24,,,59,56,2015/6/15
10828,,,2015,6,16,3,1,,,58,56,2015/6/16
10343,,,2015,6,16,3,2,,,58,56,2015/6/16
10137,,,2015,6,16,3,3,,,58,56,2015/6/16
10081,,,2015,6,16,3,4,,,58,56,2015/6/16
10351,,,2015,6,16,3,5,,,58,56,2015/6/16
11098,,,2015,6,16,3,6,,,58,56,2015/6/16
12691,,,2015,6,16,3,7,,,58,56,2015/6/16
14049,,,2015,6,16,3,8,,,59,56,2015/6/16
14725,,,2015,6,16,3,9,,,60,57,2015/6/16
15158,,,2015,6,16,3,10,,,61,58,2015/6/16
15565,,,2015,6,16,3,11,,,62,58,2015/6/16
15835,,,2015,6,16,3,12,,,64,59,2015/6/16
16048,,,2015,6,16,3,13,,,65,60,2015/6/16
16361,,,2015,6,16,3,14,,,68,62,2015/6/16
16426,,,2015,6,16,3,15,,,68,63,2015/6/16
16427,,,2015,6,16,3,16,,,68,63,2015/6/16
16594,,,2015,6,16,3,17,,,69,64,2015/6/16
16707,,,2015,6,16,3,18,,,71,64,2015/6/16
16593,,,2015,6,16,3,19,,,71,65,2015/6/16
16436,,,2015,6,16,3,20,,,71,66,2015/6/16
16412,,,2015,6,16,3,21,,,71,65,2015/6/16
15934,,,2015,6,16,3,22,,,68,64,2015/6/16
14436,,,2015,6,16,3,23,,,69,65,2015/6/16
12958,,,2015,6,16,3,24,,,68,64,2015/6/16
11898,,,2015,6,17,4,1,,,68,63,2015/6/17
11254,,,2015,6,17,4,2,,,67,61,2015/6/17
10862,,,2015,6,17,4,3,,,66,60,2015/6/17
10668,,,2015,6,17,4,4,,,65,59,2015/6/17
10797,,,2015,6,17,4,5,,,64,57,2015/6/17
11420,,,2015,6,17,4,6,,,62,54,2015/6/17
13078,,,2015,6,17,4,7,,,60,55,2015/6/17
14475,,,2015,6,17,4,8,,,64,55,2015/6/17
15145,,,2015,6,17,4,9,,,66,54,2015/6/17
15493,,,2015,6,17,4,10,,,67,50,2015/6/17
15769,,,2015,6,17,4,11,,,67,48,2015/6/17
15963,,,2015,6,17,4,12,,,69,47,2015/6/17
15997,,,2015,6,17,4,13,,,69,47,2015/6/17
16195,,,2015,6,17,4,14,,,70,48,2015/6/17
16272,,,2015,6,17,4,15,,,71,46,2015/6/17
16385,,,2015,6,17,4,16,,,71,46,2015/6/17
16423,,,2015,6,17,4,17,,,71,45,2015/6/17
16257,,,2015,6,17,4,18,,,71,46,2015/6/17
15862,,,2015,6,17,4,19,,,71,47,2015/6/17
15516,,,2015,6,17,4,20,,,69,49,2015/6/17
15525,,,2015,6,17,4,21,,,67,51,2015/6/17
14977,,,2015,6,17,4,22,,,64,52,2015/6/17
13481,,,2015,6,17,4,23,,,62,51,2015/6/17
12054,,,2015,6,17,4,24,,,61,50,2015/6/17
11053,,,2015,6,18,5,1,,,59,49,2015/6/18
10471,,,2015,6,18,5,2,,,58,48,2015/6/18
10159,,,2015,6,18,5,3,,,57,49,2015/6/18
10043,,,2015,6,18,5,4,,,56,49,2015/6/18
10249,,,2015,6,18,5,5,,,56,49,2015/6/18
10924,,,2015,6,18,5,6,,,56,48,2015/6/18
12465,,,2015,6,18,5,7,,,57,49,2015/6/18
13776,,,2015,6,18,5,8,,,58,50,2015/6/18
14498,,,2015,6,18,5,9,,,61,51,2015/6/18
15004,,,2015,6,18,5,10,,,64,50,2015/6/18
15426,,,2015,6,18,5,11,,,67,50,2015/6/18
15743,,,2015,6,18,5,12,,,69,51,2015/6/18
15913,,,2015,6,18,5,13,,,70,53,2015/6/18
16156,,,2015,6,18,5,14,,,71,53,2015/6/18
16335,,,2015,6,18,5,15,,,72,53,2015/6/18
16447,,,2015,6,18,5,16,,,72,54,2015/6/18
16482,,,2015,6,18,5,17,,,72,55,2015/6/18
16374,,,2015,6,18,5,18,,,72,55,2015/6/18
15998,,,2015,6,18,5,19,,,72,55,2015/6/18
15684,,,2015,6,18,5,20,,,70,55,2015/6/18
15689,,,2015,6,18,5,21,,,69,55,2015/6/18
15184,,,2015,6,18,5,22,,,66,54,2015/6/18
13819,,,2015,6,18,5,23,,,65,55,2015/6/18
12439,,,2015,6,18,5,24,,,65,55,2015/6/18
11434,,,2015,6,19,6,1,,,64,56,2015/6/19
10864,,,2015,6,19,6,2,,,63,56,2015/6/19
10568,,,2015,6,19,6,3,,,63,55,2015/6/19
10471,,,2015,6,19,6,4,,,63,56,2015/6/19
10720,,,2015,6,19,6,5,,,63,58,2015/6/19
11463,,,2015,6,19,6,6,,,63,58,2015/6/19
13023,,,2015,6,19,6,7,,,63,60,2015/6/19
14455,,,2015,6,19,6,8,,,64,60,2015/6/19
15355,,,2015,6,19,6,9,,,65,61,2015/6/19
16100,,,2015,6,19,6,10,,,68,62,2015/6/19
16807,,,2015,6,19,6,11,,,72,64,2015/6/19
17393,,,2015,6,19,6,12,,,75,63,2015/6/19
17734,,,2015,6,19,6,13,,,77,62,2015/6/19
18034,,,2015,6,19,6,14,,,78,61,2015/6/19
18230,,,2015,6,19,6,15,,,80,59,2015/6/19
18328,,,2015,6,19,6,16,,,81,57,2015/6/19
18275,,,2015,6,19,6,17,,,79,57,2015/6/19
18034,,,2015,6,19,6,18,,,78,56,2015/6/19
17494,,,2015,6,19,6,19,,,77,55,2015/6/19
16842,,,2015,6,19,6,20,,,75,54,2015/6/19
16445,,,2015,6,19,6,21,,,73,54,2015/6/19
15934,,,2015,6,19,6,22,,,70,54,2015/6/19
14558,,,2015,6,19,6,23,,,68,52,2015/6/19
13028,,,2015,6,19,6,24,,,66,49,2015/6/19
11841,,,2015,6,20,7,1,,,64,47,2015/6/20
11049,,,2015,6,20,7,2,,,62,46,2015/6/20
10542,,,2015,6,20,7,3,,,60,45,2015/6/20
10258,,,2015,6,20,7,4,,,58,44,2015/6/20
10150,,,2015,6,20,7,5,,,57,44,2015/6/20
10175,,,2015,6,20,7,6,,,56,44,2015/6/20
10762,,,2015,6,20,7,7,,,57,45,2015/6/20
11767,,,2015,6,20,7,8,,,59,46,2015/6/20
12806,,,2015,6,20,7,9,,,62,46,2015/6/20
13572,,,2015,6,20,7,10,,,64,47,2015/6/20
14006,,,2015,6,20,7,11,,,66,49,2015/6/20
14235,,,2015,6,20,7,12,,,68,51,2015/6/20
14307,,,2015,6,20,7,13,,,69,53,2015/6/20
14279,,,2015,6,20,7,14,,,70,54,2015/6/20
14190,,,2015,6,20,7,15,,,69,55,2015/6/20
14129,,,2015,6,20,7,16,,,69,56,2015/6/20
14130,,,2015,6,20,7,17,,,69,54,2015/6/20
14134,,,2015,6,20,7,18,,,68,55,2015/6/20
13995,,,2015,6,20,7,19,,,67,54,2015/6/20
13876,,,2015,6,20,7,20,,,65,54,2015/6/20
13987,,,2015,6,20,7,21,,,64,55,2015/6/20
13694,,,2015,6,20,7,22,,,63,56,2015/6/20
12838,,,2015,6,20,7,23,,,63,57,2015/6/20
11835,,,2015,6,20,7,24,,,63,58,2015/6/20
11038,,,2015,6,21,1,1,,,63,59,2015/6/21
10531,,,2015,6,21,1,2,,,62,60,2015/6/21
10238,,,2015,6,21,1,3,,,62,60,2015/6/21
10122,,,2015,6,21,1,4,,,62,61,2015/6/21
10148,,,2015,6,21,1,5,,,63,62,2015/6/21
10280,,,2015,6,21,1,6,,,64,62,2015/6/21
10667,,,2015,6,21,1,7,,,63,62,2015/6/21
11511,,,2015,6,21,1,8,,,63,62,2015/6/21
12612,,,2015,6,21,1,9,,,64,63,2015/6/21
13610,,,2015,6,21,1,10,,,65,63,2015/6/21
14338,,,2015,6,21,1,11,,,66,65,2015/6/21
14833,,,2015,6,21,1,12,,,68,66,2015/6/21
15072,,,2015,6,21,1,13,,,69,67,2015/6/21
15164,,,2015,6,21,1,14,,,71,68,2015/6/21
15295,,,2015,6,21,1,15,,,74,68,2015/6/21
15628,,,2015,6,21,1,16,,,76,68,2015/6/21
16107,,,2015,6,21,1,17,,,78,69,2015/6/21
16613,,,2015,6,21,1,18,,,79,67,2015/6/21
16718,,,2015,6,21,1,19,,,79,67,2015/6/21
16506,,,2015,6,21,1,20,,,77,67,2015/6/21
16459,,,2015,6,21,1,21,,,73,67,2015/6/21
16144,,,2015,6,21,1,22,,,72,66,2015/6/21
14793,,,2015,6,21,1,23,,,70,65,2015/6/21
13354,,,2015,6,21,1,24,,,69,65,2015/6/21
12302,,,2015,6,22,2,1,,,69,65,2015/6/22
11657,,,2015,6,22,2,2,,,68,64,2015/6/22
11239,,,2015,6,22,2,3,,,67,63,2015/6/22
11122,,,2015,6,22,2,4,,,67,63,2015/6/22
11342,,,2015,6,22,2,5,,,66,62,2015/6/22
