"","x"
"3606",0.365542666666443
"3607",29.6118206666665
"3609",31.1878063333331
"3626",30.9215323333334
"3635",-3.07820833333358
"3643",-53.878725
"3646",-75.9439629999999
"3650",-14.6917599999999
"3651",-7.37995300000011
"3655",-157.772950666667
"3659",-60.755294
"3664",-36.457684
"3674",-36.0510783333332
"3675",-31.18785
"3677",-25.321764
"3682",15.1326049999998
"3684",7.25290833333361
"3687",-15.9606523333332
"3688",-19.5349889999998
"3689",-9.2157083333334
"3703",-13.8591923333336
"3705",-5.06678599999987
"3713",-31.3799576666665
"3718",5.40757299999973
"3721",3.92353566666679
"3724",5.46077199999991
"3731",-26.6109973333334
"3736",-15.5041613333333
"3737",-15.7128933333331
"3739",-4.53863399999977
"3741",-0.846548333333658
"3743",-30.932452
"3751",-35.1123793333336
"3753",-13.2729253333332
"3762",13.6324073333335
"3764",30.4950056666669
"3766",-76.8349996666664
"3768",-24.7789463333334
"3771",16.601602
"3772",30.0628123333336
"3773",25.7253426666666
"3776",1.11085066666692
"3777",-13.8652496666664
"3783",1.43895499999985
"3785",-12.2449720000004
"3794",-46.5899953333335
"3796",5.10896599999978
"3798",0.855039333333252
"3801",13.8003369999999
"3806",-13.8951043333332
"3807",-6.82258766666655
"3819",-5.80300399999987
"3821",-27.980065
"3825",5.47470699999985
"3831",-79.8444036666663
"3836",-25.0561396666669
"3843",-4.49862566666684
"3850",-3.28218700000002
"3851",-12.4116313333334
"3863",118.811421666667
"3868",71.1184716666666
"3870",110.040829333333
"3872",74.3591816666665
"3875",47.9166913333333
"3880",41.2373190000001
"3881",48.2426926666665
"3885",-5.11330233333319
"3899",-0.959370333333254
"3908",-57.7838379999998
"3909",-44.1069279999999
"3919",20.9996506666666
"3920",18.0029606666667
"3923",-23.515626666667
"3927",9.96089600000005
"3930",7.2678029999995
"3931",19.7711159999997
"3932",25.7250723333334
"3933",50.3174223333328
"3936",74.6975709999997
"3941",32.0099166666664
"3947",-32.3051403333334
"3948",-22.9875296666664
"3951",-4.89910333333364
"3952",22.2133883333331
"3963",-17.7629720000001
"3969",12.3054669999997
"3972",21.9094333333339
"3974",44.2655853333333
"3975",47.0001339999999
"3978",12.6694226666668
"3979",5.37536966666698
"3983",52.2344016666666
"3986",18.3261273333335
"3994",-12.9778013333332
"4002",-3.35235266666655
"4004",12.484422
"4007",-8.75862599999982
"4010",16.1160633333334
"4012",-1.41197599999987
"4016",14.6410453333335
"4017",-1.01824666666676
"4031",-42.6870613333333
"4036",21.1553806666669
"4043",-54.013076
"4045",-53.0049249999993
"4050",-7.52653733333341
"4057",-24.9360343333335
"4075",-3.37966333333316
"4076",-5.08939333333342
"4077",10.626841333333
"4078",-11.292921666666
"4084",-11.0577093333334
"4086",-10.5347526666665
"4098",20.6555470000003
"4104",-24.1790639999999
"4107",3.79699166666649
"4110",58.295296
"4120",42.6360063333334
"4121",36.9459176666664
"4122",24.6302499999997
"4125",20.0122946666663
"4126",22.0811833333335
"4134",56.8638853333332
"4140",18.1403076666666
"4153",18.6054683333332
"4154",20.7591733333331
"4160",33.2160340000003
"4170",-28.0540096666666
"4172",-11.4767760000002
"4181",-20.9252273333333
"4184",-16.2364676666666
"4198",-9.56670199999985
"4208",-38.3531929999999
"4212",-7.43494033333332
"4229",-14.0704123333337
"4234",2.19434833333344
"4242",36.181108
"4247",21.4051293333334
"4249",52.1166816666664
"4250",55.5936266666668
"4251",48.6574053333334
"4254",65.8030549999996
"4256",39.6718080000001
"4266",-15.7192519999999
"4267",-10.1226290000004
"4270",-6.55378199999973
"4272",-30.4721043333332
"4281",-52.9291743333335
"4302",4.21731166666677
"4303",-22.7371056666664
"4304",-44.7560763333331
"4307",-9.49718799999982
"4316",6.56289733333301
"4332",14.4093209999999
"4342",-109.273012333333
"4354",-124.704578333334
"4357",-70.479480333333
"4360",-95.2500596666664
"4361",-86.6228006666665
"4366",-128.014423333333
"4367",-115.570787666667
"4370",-107.610273333333
"4374",-99.2454623333333
"4375",-94.7375056666667
"4376",-87.7909933333335
"4391",-30.8227323333338
"4392",-12.4020090000001
"4398",-4.86683533333348
"4401",24.7125579999993
"4402",6.35926233333294
"4407",-48.814724666667
"4409",-41.2682036666665
"4416",-71.725825
"4426",63.7827673333336
"4427",21.8931753333336
"4439",123.218688666667
"4443",8.78143366666654
"4453",16.7940440000002
"4465",26.7925970000001
"4466",12.3326206666666
"4467",21.9623766666668
"4471",51.812551
"4484",-57.7335173333333
"4511",-16.9885710000005
"4522",-62.3766386666666
"4528",-20.8183233333339
"4534",-31.3871470000004
"4545",-18.6233053333335
"4549",-29.4794340000001
"4566",-5.98354500000005
"4568",34.9713590000001
"4570",36.9242036666672
"4572",4.44142466666699
"4576",-6.81739833333336
"4584",59.5408710000002
"4585",42.7748873333333
"4590",43.5264976666667
"4594",42.9583560000001
"4602",-12.2594750000003
"4611",31.5316039999998
"4613",22.0374519999998
"4615",34.94049
"4620",-9.88459933333365
"4623",3.62332866666657
"4628",16.0628743333336
"4630",-48.3583353333333
"4635",-18.1597603333335
"4636",4.40774800000008
"4650",-49.8798443333335
"4653",-58.0969323333331
"4654",-44.3295853333332
"4657",-0.31096266666691
"4661",-38.208138
"4668",-92.1674576666667
"4686",-47.386215
"4687",-38.2707989999999
"4688",-15.6311153333334
"4702",70.1235056666662
"4703",69.0642946666665
"4709",38.4503300000001
"4710",64.6647856666668
"4720",65.0957253333329
"4725",40.4955476666664
"4730",-19.9236896666669
"4732",-10.1346386666667
"4733",-38.9458059999999
"4737",4.89703733333363
"4738",8.03864333333354
"4747",-4.93297966666637
"4752",-15.8856643333336
"4754",-1.61532000000011
"4755",1.42066299999988
"4767",-43.285445
"4768",-27.0823226666666
"4773",25.2830146666668
"4795",17.162143
"4797",-0.999668666666821
"4799",-11.7340410000002
"4816",-9.79710766666722
"4818",-18.7885233333332
"4824",51.5825140000002
"4827",33.5839333333333
"4849",-7.68498166666632
"4862",-38.7243470000001
"4863",-70.8718679999999
"4871",-138.470840666666
"4883",-122.496971666666
"4890",-52.1965029999999
"4891",-91.7830973333332
"4902",0.523832666666522
"4903",6.75699533333341
"4904",46.246748333333
"4908",20.8081419999999
"4926",43.7225423333332
"4934",-29.7059333333332
"4935",-17.5899963333329
"4945",-34.6598723333334
"4959",26.817065
"4961",13.8247440000005
"4962",-3.19093333333353
"4971",14.273471
"4973",15.7677456666668
"4974",-0.0439160000000811
"4981",-7.70684566666682
"4987",2.44103966666671
"4993",48.2642036666666
"4997",-3.84118400000011
"5002",-11.0281520000001
"5012",-0.772778333333235
"5014",90.5970946666666
"5015",59.3676116666666
"5016",63.7380413333337
"5019",24.8247670000001
"5021",20.1277703333333
"5022",43.512205
"5028",60.3520153333332
"5036",72.9147650000002
"5040",72.8572409999999
"5041",64.3730286666666
"5043",62.2370879999999
"5044",64.4058893333331
"5046",65.4865183333334
"5047",115.390920999999
"5050",68.40426
"5053",20.1486606666665
"5054",18.5411213333334
"5058",27.4484479999999
"5062",42.2053330000003
"5066",22.0168513333331
"5074",-8.0833273333335
"5077",11.5855276666671
"5079",7.1854633333337
"5083",20.1379206666668
"5093",-2.08770000000004
"5105",-5.97488199999998
"5109",-0.15178266666635
"5113",-47.4935840000001
"5118",-55.8058413333333
"5122",-19.1592960000003
"5123",-38.9272193333331
"5128",6.81867633333331
"5130",1.03365833333351
"5131",5.19647499999996
"5135",-4.06126199999994
"5138",32.3485826666663
"5143",34.9177466666667
"5151",4.04465833333325
"5155",-16.2638006666666
"5161",-21.3990086666665
"5185",-96.4659116666667
"5186",-69.4167286666668
"5189",-63.6579596666666
"5191",-43.7127896666666
"5198",-38.8255126666668
"5200",-36.2928500000003
"5201",-17.446322333333
"5207",-27.3963610000001
"5208",-22.3220363333335
"5211",-12.9896309999997
"5218",18.6889006666665
"5220",-1.79088500000034
"5228",-1.55750666666631
"5231",-23.3181639999998
"5233",-8.27995133333343
"5241",25.3515926666666
"5245",45.0109726666667
"5253",21.7387853333328
"5257",85.3991809999998
"5269",-14.6748320000002
"5271",-46.143672666667
"5273",-14.8663590000003
"5296",5.97493800000007
"5302",-20.5019976666665
"5305",-15.9496886666666
"5307",-7.77818299999967
"5322",-24.063922
"5325",-31.7319226666666
"5335",-2.38689733333308
"5351",45.5929336666668
"5359",-7.77855066666666
"5360",-40.9139726666663
"5364",29.916897666667
"5368",-2.68716666666637
"5369",11.8653850000005
"5370",3.86911733333409
"5378",-44.5677669999998
"5381",-43.8541146666666
"5383",-61.607739
"5386",-36.0290473333337
"5404",-5.96792033333327
"5412",-10.797255
"5420",29.6428586666671
"5426",33.0081046666667
"5433",28.9654536666667
"5437",21.5759933333334
"5438",17.2409573333332
"5441",34.0253186666666
"5444",47.6006013333338
"5446",44.219456
"5451",26.6712143333334
"5454",31.9042793333333
"5461",20.6725836666665
"5463",46.8415599999998
"5470",49.702593
"5473",11.386129333333
"5475",12.3710176666667
"5484",-23.1687019999999
"5487",8.34369466666635
"5492",2.45700999999963
"5497",58.7134059999998
"5505",4.08133466666618
"5507",-25.8066686666671
"5515",18.1599213333332
"5518",42.9853599999997
"5524",11.6716976666669
"5526",59.086489
"5530",72.0175716666668
"5534",15.3195103333335
"5536",15.6072459999998
"5539",-11.3247510000001
"5551",-5.2641013333332
"5553",-43.0317186666664
"5558",-18.5658089999999
"5562",-44.264989
"5565",-56.6470863333336
"5571",-26.9537416666667
"5572",-45.6184546666666
"5576",-57.9077043333336
"5577",-29.6063946666663
"5578",-33.5670319999999
"5590",-23.2656583333332
"5607",-3.31520533333332
"5616",-5.6573933333334
"5620",3.8974226666669
"5626",-9.76614866666637
"5629",9.91131799999994
"5632",-1.54103166666664
"5639",7.60377066666661
"5649",33.4854003333332
"5651",32.3022530000003
"5659",-50.0953600000005
"5673",-123.459941
"5676",-62.383914
"5677",-51.8764666666666
"5690",-11.2922246666662
"5703",-9.24137033333341
"5706",-0.830468999999539
"5709",6.26553800000033
"5711",-3.54871866666645
"5714",5.01127266666686
"5727",-31.495834666667
"5730",-43.1539123333332
"5736",-83.8895520000001
"5737",-78.6322729999999
"5741",-57.4680353333333
"5764",41.7561096666668
"5776",22.6587153333335
"5777",28.6097876666668
"5778",33.699415
"5784",41.983297
"5793",45.174888
"5797",4.17808166666691
"5802",27.2787620000004
"5805",6.99429899999996
"5810",23.1409696666667
"5813",4.79561033333312
"5815",18.8496473333335
"5821",-26.5381596666664
"5824",-44.9641949999998
"5839",67.8921973333331
"5841",93.9245586666664
"5842",34.0002059999997
"5848",21.1508349999997
"5849",12.1104283333334
