,0,1,2
0,18534.331077422285,18414.0,120.33107742228458
1,18492.45147694549,18682.0,-189.54852305450913
2,18080.566909127872,17895.0,185.56690912787235
3,14140.430301407467,14440.0,-299.5696985925333
4,16992.33256548584,16872.0,120.33256548584177
5,18125.67953176567,18048.0,77.6795317656688
6,15196.681691532573,15638.0,-441.3183084674274
7,16718.651722873892,16673.0,45.65172287389214
8,14187.188321720121,14456.0,-268.81167827987883
9,16259.706192210451,16778.0,-518.2938077895487
10,14004.340830713532,14269.0,-264.65916928646766
11,17665.8975485505,18537.0,-871.1024514495002
12,18231.15477910393,17568.0,663.1547791039302
13,17961.76393750334,17692.0,269.76393750333955
14,17812.08927187916,18178.0,-365.91072812084167
15,16512.5346480671,16376.0,136.53464806709962
16,16407.931320418287,15982.0,425.9313204182872
17,14967.77469104586,15020.0,-52.22530895413911
18,17110.02181482574,16729.0,381.0218148257409
19,23437.839837540287,23624.0,-186.16016245971332
20,17334.060437316526,17912.0,-577.9395626834739
21,21159.775029646422,21117.0,42.7750296464219
22,17954.55657154937,17667.0,287.5565715493685
23,15448.165842491633,13299.0,2149.165842491633
24,16016.680544401452,16094.0,-77.3194555985483
25,18948.615111647105,19600.0,-651.3848883528954
26,21024.288430479544,21259.0,-234.71156952045567
27,14569.480366551335,14694.0,-124.51963344866454
28,14658.237732425729,14692.0,-33.76226757427139
29,15831.201396749553,16075.0,-243.79860325044683
30,17829.77802408484,16441.0,1388.7780240848406
31,18373.609039577666,19230.0,-856.3909604223336
32,19955.522794840283,20439.0,-483.4772051597174
33,15068.533468651614,15414.0,-345.4665313483856
34,17257.10750078863,17403.0,-145.89249921137161
35,16899.605513176994,15956.0,943.6055131769936
36,16158.301117503053,16030.0,128.30111750305332
37,20206.591062661522,21111.0,-904.4089373384777
38,20354.933304492413,19755.0,599.9333044924133
39,20724.795224166664,19486.0,1238.7952241666644
40,17854.812413343916,17382.0,472.812413343916
41,14745.809062034396,14916.0,-170.19093796560446
42,17877.650941455035,18848.0,-970.3490585449654
43,15207.513162234547,15219.0,-11.486837765452947
44,21336.18484841651,20532.0,804.1848484165093
45,17780.9554785575,18460.0,-679.0445214425017
46,16807.92409879171,16423.0,384.924098791711
47,16102.649906569703,16313.0,-210.35009343029742
48,16757.916466811046,16756.0,1.9164668110461207
49,16985.943701103253,16952.0,33.94370110325326
50,17013.352536989307,17358.0,-344.6474630106932
51,16134.364201601236,16218.0,-83.63579839876365
52,15613.018646019133,15572.0,41.018646019132575
53,18745.978330542013,19296.0,-550.0216694579867
54,16975.055770524057,17604.0,-628.9442294759428
55,14744.646641096871,14993.0,-248.35335890312854
56,17429.591705414856,16376.0,1053.5917054148558
57,16352.58881813967,15846.0,506.58881813966946
58,18297.41932741851,17915.0,382.41932741850906
59,15698.820779228292,15859.0,-160.17922077170806
60,15788.458537535082,16324.0,-535.5414624649184
61,15940.655693577099,15841.0,99.65569357709865
62,15695.198339156794,16780.0,-1084.8016608432063
63,16143.853067921382,16211.0,-67.14693207861819
64,18249.779057737225,18485.0,-235.22094226277477
65,15637.798904789237,15580.0,57.798904789236985
66,14839.790641047744,14897.0,-57.20935895225557
67,13677.974481147241,13715.0,-37.02551885275898
68,14752.143844867682,14470.0,282.14384486768176
69,16105.428530698253,15974.0,131.42853069825287
70,18787.051581609296,18950.0,-162.94841839070432
71,14496.328868518549,14354.0,142.32886851854892
72,19231.14893798016,18822.0,409.14893798016055
73,14758.928785392256,14911.0,-152.07121460774397
74,22534.50267106739,21060.0,1474.5026710673883
75,16390.341237717643,15876.0,514.3412377176428
76,25081.326347875278,24668.0,413.32634787527786
77,14788.985833880975,15145.0,-356.0141661190246
78,15283.864853912895,15078.0,205.86485391289534
79,22784.416561470913,22919.0,-134.5834385290873
80,15631.289601590712,15080.0,551.2896015907118
81,15636.358183772534,15683.0,-46.641816227465824
82,16916.590397898064,16507.0,409.5903978980641
83,18363.767702551104,18996.0,-632.2322974488961
84,15674.739828836995,15610.0,64.739828836995
85,16185.016236866797,16660.0,-474.98376313320296
86,15655.870536352228,14709.0,946.8705363522276
87,17704.051760533344,17425.0,279.05176053334435
88,15337.02347013727,15696.0,-358.9765298627299
89,17842.23509338879,18673.0,-830.7649066112099
90,13551.666916221533,13799.0,-247.33308377846697
91,14058.858729544621,14032.0,26.858729544621383
92,19657.218893859434,19156.0,501.2188938594336
93,16124.81691749568,16027.0,97.81691749568017
94,15648.587717443144,15801.0,-152.41228255685564
95,17567.314804243215,18032.0,-464.6851957567851
96,15286.798405056277,15288.0,-1.2015949437227391
97,18775.977385394803,18797.0,-21.022614605197305
98,18422.117476700612,18058.0,364.1174767006123
99,16528.39916510391,15389.0,1139.3991651039105
100,16980.69866390686,17088.0,-107.30133609313998
101,15234.296519296002,15553.0,-318.70348070399814
102,15823.782204112347,15990.0,-166.21779588765276
103,14262.4481072617,14791.0,-528.5518927383
104,21441.418450676116,21733.0,-291.58154932388425
105,14737.47492746104,15334.0,-596.5250725389596
106,23896.661140974593,24652.0,-755.3388590254071
107,19251.10453367637,19862.0,-610.8954663236291
108,19500.793838417587,20265.0,-764.2061615824132
109,16683.868158378275,16610.0,73.86815837827453
