,0,1,2
0,5425.2921392557655,5569.0,-143.7078607442345
1,221.76791695319318,412.0,-190.23208304680682
2,2120.832105767289,2207.0,-86.1678942327112
3,745.452205434086,0.0,745.452205434086
4,3331.9476856739993,2727.0,604.9476856739993
5,6759.396337338323,5314.0,1445.396337338323
6,753.2797411419235,0.0,753.2797411419235
7,6890.872974160751,8503.0,-1612.1270258392487
8,344.0162730983533,337.0,7.016273098353281
9,710.8552040038734,434.0,276.8552040038734
10,389.73298520805355,323.0,66.73298520805355
11,928.1313407987939,0.0,928.1313407987939
12,1899.3312257383861,1814.0,85.33122573838614
13,666.772524074948,531.0,135.77252407494802
14,928.681333701526,545.0,383.681333701526
15,1715.3634701343958,1320.0,395.3634701343958
16,5184.236958805412,5055.0,129.23695880541163
17,2206.389396914734,2005.0,201.38939691473388
18,3837.475692967601,4957.0,-1119.524307032399
19,556.1870551414208,0.0,556.1870551414208
20,2817.947542242054,1804.0,1013.9475422420542
21,4474.186636693113,4556.0,-81.81336330688737
22,2194.993210932437,2534.0,-339.0067890675632
23,464.3033395273058,677.0,-212.6966604726942
24,715.9698679086391,359.0,356.9698679086391
25,1509.8444172955644,1226.0,283.8444172955644
26,757.2836953797794,465.0,292.2836953797794
27,5085.348718452014,4643.0,442.3487184520136
28,2381.7390384197056,1419.0,962.7390384197056
29,729.2208399653368,804.0,-74.77916003466316
30,1403.1854914019189,432.0,971.1854914019189
31,1435.879123588092,1738.0,-302.12087641190806
32,2230.0468106295243,2208.0,22.046810629524316
33,5267.936587878625,5155.0,112.93658787862478
34,1113.6343572368955,1000.0,113.63435723689554
35,397.9909701426732,276.0,121.99097014267318
36,455.18128967802943,97.0,358.18128967802943
37,5226.778423673422,4285.0,941.7784236734224
38,1322.6987271195048,576.0,746.6987271195048
39,2822.2442868811063,2727.0,95.24428688110629
40,3482.368273489889,3769.0,-286.6317265101111
41,1103.8628773692537,384.0,719.8628773692537
42,160.16082353308727,513.0,-352.8391764669127
43,677.4824412545534,65.0,612.4824412545534
44,4310.268186302849,3776.0,534.2681863028492
45,964.1369217085477,1228.0,-263.8630782914523
46,393.2934185128225,102.0,291.2934185128225
47,5940.4168674538,5448.0,492.41686745379957
48,843.2889153846268,508.0,335.28891538462676
49,1155.6061363671545,1548.0,-392.3938636328455
50,1419.9274002051552,0.0,1419.9274002051552
51,1125.9559536906838,808.0,317.9559536906838
52,5784.38325915798,5699.0,85.38325915798032
53,694.676725035462,105.0,589.676725035462
54,4478.070243252831,3263.0,1215.0702432528306
55,5724.469685775411,5810.0,-85.53031422458935
56,2425.421313503888,1839.0,586.4213135038881
57,2476.2462703246188,2234.0,242.24627032461876
58,1038.599423081756,1135.0,-96.40057691824404
59,1413.2271641222035,2454.0,-1040.7728358777965
60,836.3164412399389,1131.0,-294.68355876006115
61,1024.800019220809,1278.0,-253.19998077919104
62,1388.129086944052,1690.0,-301.870913055948
63,3584.6549780563887,4215.0,-630.3450219436113
64,5063.359998913193,5850.0,-786.6400010868074
65,1376.8496188287904,1319.0,57.849618828790426
66,1922.3809352007797,1526.0,396.38093520077973
67,1376.8868410715995,1507.0,-130.11315892840048
68,6173.3216667940505,7756.0,-1582.6783332059495
69,4744.987508545645,4856.0,-111.01249145435486
70,6902.620129904648,7476.0,-573.3798700953521
71,4895.229926296333,4903.0,-7.77007370366664
72,5332.479871206995,5612.0,-279.5201287930049
73,1725.595987742494,2023.0,-297.4040122575061
74,396.092314779426,0.0,396.092314779426
75,890.2314150113142,246.0,644.2314150113142
76,4011.8795415302534,3515.0,496.8795415302534
77,1224.9563368343183,1690.0,-465.04366316568166
78,4856.292814288379,5710.0,-853.7071857116207
79,2953.990917460915,3269.0,-315.00908253908483
80,1132.329446131278,250.0,882.329446131278
81,8920.306382444342,8643.0,277.3063824443416
82,8381.957893263341,7614.0,767.9578932633412
83,2041.3155186846523,2817.0,-775.6844813153477
84,4410.948055329632,2520.0,1890.9480553296316
85,3009.716384415316,2373.0,636.716384415316
86,7427.397375900316,7779.0,-351.60262409968436
87,3699.0949195861162,4296.0,-596.9050804138838
