908.0777587890625,1014.5777587890625,807.7111206054688,917.7333374023438,735.45556640625,652.6333618164062,670.5999755859375,349.23333740234375,390.68890380859375,357.71112060546875,1441.5111083984375,1475.9000244140625,1383.8111572265625,1267.4888916015625,1666.744384765625,1534.1444091796875,440.5666809082031,475.9222106933594,538.566650390625,809.3222045898438,837.477783203125,721.888916015625
925.066650390625,807.7111206054688,917.7333374023438,935.7333374023438,652.6333618164062,670.5999755859375,671.9000244140625,390.68890380859375,357.71112060546875,439.6222229003906,1475.9000244140625,1383.8111572265625,1212.4222412109375,1666.744384765625,1534.1444091796875,1497.4222412109375,475.9222106933594,538.566650390625,514.0111083984375,837.477783203125,721.888916015625,543.2888793945312
997.5,917.7333374023438,935.7333374023438,908.4222412109375,670.5999755859375,671.9000244140625,688.8778076171875,357.71112060546875,439.6222229003906,494.27777099609375,1383.8111572265625,1212.4222412109375,1141.36669921875,1534.1444091796875,1497.4222412109375,1629.6666259765625,538.566650390625,514.0111083984375,529.7666625976562,721.888916015625,543.2888793945312,294.8444519042969
1113.611083984375,935.7333374023438,908.4222412109375,812.8444213867188,671.9000244140625,688.8778076171875,675.5888671875,439.6222229003906,494.27777099609375,649.3666381835938,1212.4222412109375,1141.36669921875,957.5777587890625,1497.4222412109375,1629.6666259765625,1946.0777587890625,514.0111083984375,529.7666625976562,567.54443359375,543.2888793945312,294.8444519042969,197.8333282470703
1111.4222412109375,908.4222412109375,812.8444213867188,795.522216796875,688.8778076171875,675.5888671875,732.9222412109375,494.27777099609375,649.3666381835938,759.4888916015625,1141.36669921875,957.5777587890625,914.611083984375,1629.6666259765625,1946.0777587890625,2023.9111328125,529.7666625976562,567.54443359375,610.6889038085938,294.8444519042969,197.8333282470703,651.5333251953125
1038.844482421875,812.8444213867188,795.522216796875,759.5888671875,675.5888671875,732.9222412109375,707.8110961914062,649.3666381835938,759.4888916015625,711.388916015625,957.5777587890625,914.611083984375,941.8555297851562,1946.0777587890625,2023.9111328125,2488.611083984375,567.54443359375,610.6889038085938,491.6111145019531,197.8333282470703,651.5333251953125,537.3444213867188
901.5,795.522216796875,759.5888671875,726.1333618164062,732.9222412109375,707.8110961914062,766.1777954101562,759.4888916015625,711.388916015625,683.9666748046875,914.611083984375,941.8555297851562,953.5111083984375,2023.9111328125,2488.611083984375,2490.699951171875,610.6889038085938,491.6111145019531,344.3444519042969,651.5333251953125,537.3444213867188,557.0111083984375
809.0333251953125,759.5888671875,726.1333618164062,741.066650390625,707.8110961914062,766.1777954101562,832.6889038085938,711.388916015625,683.9666748046875,660.2777709960938,941.8555297851562,953.5111083984375,981.7777709960938,2488.611083984375,2490.699951171875,2359.422119140625,491.6111145019531,344.3444519042969,276.22222900390625,537.3444213867188,557.0111083984375,633.4222412109375
832.7333374023438,726.1333618164062,741.066650390625,726.566650390625,766.1777954101562,832.6889038085938,658.888916015625,683.9666748046875,660.2777709960938,716.3778076171875,953.5111083984375,981.7777709960938,945.1555786132812,2490.699951171875,2359.422119140625,2480.177734375,344.3444519042969,276.22222900390625,177.62222290039062,557.0111083984375,633.4222412109375,625.2777709960938
862.7444458007812,741.066650390625,726.566650390625,784.2000122070312,832.6889038085938,658.888916015625,437.4222106933594,660.2777709960938,716.3778076171875,743.0333251953125,981.7777709960938,945.1555786132812,768.0555419921875,2359.422119140625,2480.177734375,2456.81103515625,276.22222900390625,177.62222290039062,352.24444580078125,633.4222412109375,625.2777709960938,364.1444396972656
