OBSPWR,4HR_FCSTPWR,OBS_DIFF,4HR_DIFF,4HR_ERROR,DIFF_ERROR
888.8,685.6,224.1,36.6,-203.2,-187.5
980.4,691.8,91.6,6.2,-288.6,-85.4
1039.6,744.6,59.2,52.8,-295,-6.4
844.8,687.3,-194.8,-57.3,-157.5,137.5
655,692.9,-189.8,5.6,37.9,195.4
752.7,743.6,97.7,50.7,-9.1,-47
759.2,776,6.5,32.4,16.8,25.9
743.9,753.1,-15.3,-22.9,9.2,-7.6
824,767.5,80.1,14.4,-56.5,-65.7
938.6,805.2,114.6,37.7,-133.4,-76.9
948.8,858.3,10.2,53.1,-90.5,42.9
879.1,875.3,-69.7,17,-3.8,86.7
711.8,832.7,-167.3,-42.6,120.9,124.7
631.1,788.8,-80.7,-43.9,157.7,36.8
495.9,707.9,-135.2,-80.9,212,54.3
424.9,622.5,-71,-85.4,197.6,-14.4
375.8,581.5,-49.1,-41,205.7,8.1
310.6,547.9,-65.2,-33.6,237.3,31.6
386.7,540.9,76.1,-7,154.2,-83.1
482.3,571.5,95.6,30.6,89.2,-65
631.9,613.7,149.6,42.2,-18.2,-107.4
708,669.2,76.1,55.5,-38.8,-20.6
802.7,700.2,94.7,31,-102.5,-63.7
762.1,698.8,-40.6,-1.4,-63.3,39.2
772.5,700.1,10.4,1.3,-72.4,-9.1
675.5,669.2,-97,-30.9,-6.3,66.1
627.3,633.8,-48.2,-35.4,6.5,12.8
624.9,601.4,-2.4,-32.4,-23.5,-30
519.5,582.7,-105.4,-18.7,63.2,86.7
572.8,609.8,53.3,27.1,37,-26.2
656.5,666.1,83.7,56.3,9.6,-27.4
473.8,626.5,-182.7,-39.6,152.7,143.1
346,567.4,-127.8,-59.1,221.4,68.7
244.8,510.2,-101.2,-57.2,265.4,44
181.3,457.5,-63.5,-52.7,276.2,10.8
187.1,428.3,5.8,-29.2,241.2,-35
312.4,458.9,125.3,30.6,146.5,-94.7
381.6,447.9,69.2,-11,66.3,-80.2
368.9,451.4,-12.7,3.5,82.5,16.2
455.3,465.6,86.4,14.2,10.3,-72.2
577.1,489.9,121.8,24.3,-87.2,-97.5
760.5,555.4,183.4,65.5,-205.1,-117.9
810.7,593.2,50.2,37.8,-217.5,-12.4
845.6,654.3,34.9,61.1,-191.3,26.2
762.5,680.3,-83.1,26,-82.2,109.1
684,660.5,-78.5,-19.8,-23.5,58.7
606.4,627.9,-77.6,-32.6,21.5,45
482.1,632.1,-124.3,4.2,150,128.5
368.8,574.9,-113.3,-57.2,206.1,56.1
285.7,522.7,-83.1,-52.2,237,30.9
319.1,502.2,33.4,-20.5,183.1,-53.9
299.4,474.1,-19.7,-28.1,174.7,-8.4
345.5,458,46.1,-16.1,112.5,-62.2
380.5,499.4,35,41.4,118.9,6.4
346.9,495.5,-33.6,-3.9,148.6,29.7
263,463.2,-83.9,-32.3,200.2,51.6
213.2,456.2,-49.8,-7,243,42.8
339.3,455.8,126.1,-0.4,116.5,-126.5
376.8,484.2,37.5,28.4,107.4,-9.1
474.1,516.3,97.3,32.1,42.2,-65.2
450.6,499,-23.5,-17.3,48.4,6.2
304.9,458,-145.7,-41,153.1,104.7
351.8,450.2,46.9,-7.8,98.4,-54.7
373.4,438.2,21.6,-12,64.8,-33.6
309.4,398.8,-64,-39.4,89.4,24.6
355.1,410.1,45.7,11.3,55,-34.4
589,448.5,233.9,38.4,-140.5,-195.5
829.2,563.2,240.2,114.7,-266,-125.5
870.5,651.5,41.3,88.3,-219,47
889.4,704.2,18.9,52.7,-185.2,33.8
901.6,721.4,12.2,17.2,-180.2,5
788.7,722,-112.9,0.6,-66.7,113.5
626.4,680.8,-162.3,-41.2,54.4,121.1
493,622.1,-133.4,-58.7,129.1,74.7
444,565.7,-49,-56.4,121.7,-7.4
529.3,567.2,85.3,1.5,37.9,-83.8
469.1,552.4,-60.2,-14.8,83.3,45.4
368.9,523.8,-100.2,-28.6,154.9,71.6
338,501.9,-30.9,-21.9,163.9,9
228.8,437.4,-109.2,-64.5,208.6,44.7
138.9,383,-89.9,-54.4,244.1,35.5
173.2,373.3,34.3,-9.7,200.1,-44
238.2,383.7,65,10.4,145.5,-54.6
245.6,375,7.4,-8.7,129.4,-16.1
244.7,378.7,-0.9,3.7,134,4.6
231,363.1,-13.7,-15.6,132.1,-1.9
186.1,341.7,-44.9,-21.4,155.6,23.5
248.9,358.9,62.8,17.2,110,-45.6
323.1,362.9,74.2,4,39.8,-70.2
424.9,355.2,101.8,-7.7,-69.7,-109.5
661.9,412.1,237,56.9,-249.8,-180.1
788.8,516,126.9,103.9,-272.8,-23
838.7,618.2,49.9,102.2,-220.5,52.3
821.3,657.7,-17.4,39.5,-163.6,56.9
642.8,648.7,-178.5,-9,5.9,169.5
521.5,628.1,-121.3,-20.6,106.6,100.7
463,580.3,-58.5,-47.8,117.3,10.7
474.2,557.6,11.2,-22.7,83.4,-33.9
563,546.3,88.8,-11.3,-16.7,-100.1
514.9,526.5,-48.1,-19.8,11.6,28.3
703.1,580.6,188.2,54.1,-122.5,-134.1
961.4,719.4,258.3,138.8,-242,-119.5
1163.3,852.1,201.9,132.7,-311.2,-69.2
1113.3,876.6,-50,24.5,-236.7,74.5
953.3,841.8,-160,-34.8,-111.5,125.2
977.2,848.5,23.9,6.7,-128.7,-17.2
1111.6,901,134.4,52.5,-210.6,-81.9
1326.2,993.1,214.6,92.1,-333.1,-122.5
1445.9,1096.4,119.7,103.3,-349.5,-16.4
1449.9,1150,4,53.6,-299.9,49.6
1391.1,1143.2,-58.8,-6.8,-247.9,52
1419,1194.1,27.9,50.9,-224.9,23
1455.7,1197.4,36.7,3.3,-258.3,-33.4
1412.1,1157.1,-43.6,-40.3,-255,3.3
1282.3,1132.5,-129.8,-24.6,-149.8,105.2
1198,1134.9,-84.3,2.4,-63.1,86.7
1152.8,1157.3,-45.2,22.4,4.5,67.6
1213.2,1159.4,60.4,2.1,-53.8,-58.3
1383.5,1205.3,170.3,45.9,-178.2,-124.4
1502.2,1246.2,118.7,40.9,-256,-77.8
1578.6,1257.1,76.4,10.9,-321.5,-65.5
1580.1,1246.3,1.5,-10.8,-333.8,-12.3
1561.8,1219.4,-18.3,-26.9,-342.4,-8.6
1413.2,1152.5,-148.6,-66.9,-260.7,81.7
1505.8,1240.2,92.6,87.7,-265.6,-4.9
1616.9,1352,111.1,111.8,-264.9,0.7
1642.5,1415.1,25.6,63.1,-227.4,37.5
1641.1,1423.7,-1.4,8.6,-217.4,10
1649.7,1413.1,8.6,-10.6,-236.6,-19.2
1649.9,1421.8,0.2,8.7,-228.1,8.5
1651.5,1455.9,1.6,34.1,-195.6,32.5
1659.5,1492,8,36.1,-167.5,28.1
1660.4,1538.6,0.9,46.6,-121.8,45.7
1662.9,1533.6,2.5,-5,-129.3,-7.5
1660.1,1514.1,-2.8,-19.5,-146,-16.7
1634.7,1505.4,-25.4,-8.7,-129.3,16.7
1621.6,1509.5,-13.1,4.1,-112.1,17.2
1568.6,1481.2,-53,-28.3,-87.4,24.7
1400.6,1426.8,-168,-54.4,26.2,113.6
1228.7,1412,-171.9,-14.8,183.3,157.1
1047.2,1311.5,-181.5,-100.5,264.3,81
992.3,1256.2,-54.9,-55.3,263.9,-0.4
928.5,1164.3,-63.8,-91.9,235.8,-28.1
778.2,1076.8,-150.3,-87.5,298.6,62.8
668.3,1001.4,-109.9,-75.4,333.1,34.5
490.6,866.9,-177.7,-134.5,376.3,43.2
351.1,778.9,-139.5,-88,427.8,51.5
319.1,689.8,-32,-89.1,370.7,-57.1
275.3,645.2,-43.8,-44.6,369.9,-0.8
223.9,620.3,-51.4,-24.9,396.4,26.5
105.3,590.2,-118.6,-30.1,484.9,88.5
107.3,518.2,2,-72,410.9,-74
161.7,490.4,54.4,-27.8,328.7,-82.2
258.4,477.7,96.7,-12.7,219.3,-109.4
462.5,516.7,204.1,39,54.2,-165.1
783.1,611.5,320.6,94.8,-171.6,-225.8
957.5,730.3,174.4,118.8,-227.2,-55.6
917.9,758.3,-39.6,28,-159.6,67.6
819.9,760.1,-98,1.8,-59.8,99.8
765.2,757.6,-54.7,-2.5,-7.6,52.2
649.1,718.2,-116.1,-39.4,69.1,76.7
641.9,675,-7.2,-43.2,33.1,-36
658.9,685.6,17,10.6,26.7,-6.4
666.2,706,7.3,20.4,39.8,13.1
739.1,740.5,72.9,34.5,1.4,-38.4
821.4,769,82.3,28.5,-52.4,-53.8
824.6,769.9,3.2,0.9,-54.7,-2.3
659.3,691.7,-165.3,-78.2,32.4,87.1
626.2,667.7,-33.1,-24,41.5,9.1
591.9,623.4,-34.3,-44.3,31.5,-10
611.6,633,19.7,9.6,21.4,-10.1
311.7,519.6,-299.9,-113.4,207.9,186.5
415.5,532.6,103.8,13,117.1,-90.8
642.2,657.6,226.7,125,15.4,-101.7
757.1,692.1,114.9,34.5,-65,-80.4
763.2,679.7,6.1,-12.4,-83.5,-18.5
625,649.7,-138.2,-30,24.7,108.2
730.3,693.7,105.3,44,-36.6,-61.3
607.7,672.1,-122.6,-21.6,64.4,101
547.3,633.8,-60.4,-38.3,86.5,22.1
537.5,647.5,-9.8,13.7,110,23.5
474.8,623.9,-62.7,-23.6,149.1,39.1
496.8,649,22,25.1,152.2,3.1
422.7,602.2,-74.1,-46.8,179.5,27.3
418.2,570.9,-4.5,-31.3,152.7,-26.8
393.9,552.4,-24.3,-18.5,158.5,5.8
405.7,548.2,11.8,-4.2,142.5,-16
294.2,515.2,-111.5,-33,221,78.5
196.5,476.5,-97.7,-38.7,280,59
141.6,425.1,-54.9,-51.4,283.5,3.5
166.2,409.7,24.6,-15.4,243.5,-40
104.5,377.3,-61.7,-32.4,272.8,29.3
105.6,369.6,1.1,-7.7,264,-8.8
120.7,334.5,15.1,-35.1,213.8,-50.2
113.5,299.9,-7.2,-34.6,186.4,-27.4
63.8,271.4,-49.7,-28.5,207.6,21.2
75.4,281,11.6,9.6,205.6,-2
101.7,294.8,26.3,13.8,193.1,-12.5
59.6,306.1,-42.1,11.3,246.5,53.4
73.4,291.6,13.8,-14.5,218.2,-28.3
158.1,309.6,84.7,18,151.5,-66.7
438,368.1,279.9,58.5,-69.9,-221.4
544.2,421.9,106.2,53.8,-122.3,-52.4
621.4,507.2,77.2,85.3,-114.2,8.1
732.2,611,110.8,103.8,-121.2,-7
819.2,657.6,87,46.6,-161.6,-40.4
860.6,699.1,41.4,41.5,-161.5,0.1
940.1,789,79.5,89.9,-151.1,10.4
854.8,811.1,-85.3,22.1,-43.7,107.4
752.7,755.6,-102.1,-55.5,2.9,46.6
709.3,731.9,-43.4,-23.7,22.6,19.7
838.3,765.8,129,33.9,-72.5,-95.1
1106.5,850.5,268.2,84.7,-256,-183.5
1399.9,1011.5,293.4,161,-388.4,-132.4
1472.6,1075.4,72.7,63.9,-397.2,-8.8
1497.2,1127.7,24.6,52.3,-369.5,27.7
1417,1140.9,-80.2,13.2,-276.1,93.4
1329.8,1122.9,-87.2,-18,-206.9,69.2
1219.9,1090.9,-109.9,-32,-129,77.9
1186,1019.8,-33.9,-71.1,-166.2,-37.2
1077.6,1014,-108.4,-5.8,-63.6,102.6
895,1032.5,-182.6,18.5,137.5,201.1
734.3,990.9,-160.7,-41.6,256.6,119.1
563.3,891.7,-171,-99.2,328.4,71.8
446.5,772.3,-116.8,-119.4,325.8,-2.6
380.5,677.3,-66,-95,296.8,-29
311.5,627.4,-69,-49.9,315.9,19.1
240.8,562.4,-70.7,-65,321.6,5.7
178,498.1,-62.8,-64.3,320.1,-1.5
199.5,470,21.5,-28.1,270.5,-49.6
281,451.1,81.5,-18.9,170.1,-100.4
483.9,481.3,202.9,30.2,-2.6,-172.7
503.7,540.5,19.8,59.2,36.8,39.4
391.1,536.1,-112.6,-4.4,145,108.2
317.1,482.1,-74,-54,165,20
268,481.6,-49.1,-0.5,213.6,48.6
219.9,455,-48.1,-26.6,235.1,21.5
207.2,410.4,-12.7,-44.6,203.2,-31.9
196,380.7,-11.2,-29.7,184.7,-18.5
244.8,370.9,48.8,-9.8,126.1,-58.6
271.6,373.8,26.8,2.9,102.2,-23.9
338.1,380.7,66.5,6.9,42.6,-59.6
340.4,402.9,2.3,22.2,62.5,19.9
373.1,434.4,32.7,31.5,61.3,-1.2
461.7,483.3,88.6,48.9,21.6,-39.7
460.2,526.1,-1.5,42.8,65.9,44.3
485.4,547.5,25.2,21.4,62.1,-3.8
623.8,603,138.4,55.5,-20.8,-82.9
705.1,614.8,81.3,11.8,-90.3,-69.5
652.2,621.4,-52.9,6.6,-30.8,59.5
540.4,576.7,-111.8,-44.7,36.3,67.1
468,576.2,-72.4,-0.5,108.2,71.9
443,584.1,-25,7.9,141.1,32.9
376.8,532.5,-66.2,-51.6,155.7,14.6
281,511.1,-95.8,-21.4,230.1,74.4
294.9,468.6,13.9,-42.5,173.7,-56.4
289.1,473.2,-5.8,4.6,184.1,10.4
276.3,433.6,-12.8,-39.6,157.3,-26.8
262.9,425.6,-13.4,-8,162.7,5.4
204.3,391.6,-58.6,-34,187.3,24.6
201.1,409.5,-3.2,17.9,208.4,21.1
155.3,375.5,-45.8,-34,220.2,11.8
213.3,400.4,58,24.9,187.1,-33.1
480.3,449.2,267,48.8,-31.1,-218.2
689.4,549.9,209.1,100.7,-139.5,-108.4
828.2,602.3,138.8,52.4,-225.9,-86.4
1012.1,706,183.9,103.7,-306.1,-80.2
1174.4,756.8,162.3,50.8,-417.6,-111.5
1255.9,857.1,81.5,100.3,-398.8,18.8
1396.3,1015.9,140.4,158.8,-380.4,18.4
1326.5,1069.4,-69.8,53.5,-257.1,123.3
1191.7,1061.6,-134.8,-7.8,-130.1,127
1120.1,1074.8,-71.6,13.2,-45.3,84.8
1147.5,1119.1,27.4,44.3,-28.4,16.9
1124.7,1126.9,-22.8,7.8,2.2,30.6
1070.9,1122,-53.8,-4.9,51.1,48.9
997.8,1106.4,-73.1,-15.6,108.6,57.5
838.6,1011.6,-159.2,-94.8,173,64.4
697.6,928,-141,-83.6,230.4,57.4
722.8,899.9,25.2,-28.1,177.1,-53.3
677.1,845,-45.7,-54.9,167.9,-9.2
577.9,774,-99.2,-71,196.1,28.2
429.7,692.9,-148.2,-81.1,263.2,67.1
390.4,671.4,-39.3,-21.5,281,17.8
398.9,642.3,8.5,-29.1,243.4,-37.6
450.7,624.6,51.8,-17.7,173.9,-69.5
548.1,599.9,97.4,-24.7,51.8,-122.1
611.4,603.5,63.3,3.6,-7.9,-59.7
660.7,615.8,49.3,12.3,-44.9,-37
709.7,616.6,49,0.8,-93.1,-48.2
747.7,646.8,38,30.2,-100.9,-7.8
729.1,634.7,-18.6,-12.1,-94.4,6.5
750,662.4,20.9,27.7,-87.6,6.8
883.4,764.2,133.4,101.8,-119.2,-31.6
982.6,850.5,99.2,86.3,-132.1,-12.9
1003.9,845.3,21.3,-5.2,-158.6,-26.5
967.9,830.5,-36,-14.8,-137.4,21.2
1002,869.6,34.1,39.1,-132.4,5
1019.3,915.1,17.3,45.5,-104.2,28.2
1016.1,928.1,-3.2,13,-88,16.2
984.3,925.7,-31.8,-2.4,-58.6,29.4
931.8,890.7,-52.5,-35,-41.1,17.5
874.3,836,-57.5,-54.7,-38.3,2.8
811.2,846.6,-63.1,10.6,35.4,73.7
767.1,822.2,-44.1,-24.4,55.1,19.7
825.1,791.3,58,-30.9,-33.8,-88.9
766.3,758.8,-58.8,-32.5,-7.5,26.3
670.7,738.6,-95.6,-20.2,67.9,75.4
579.3,760.1,-91.4,21.5,180.8,112.9
574.5,754.8,-4.8,-5.3,180.3,-0.5
670.7,755.9,96.2,1.1,85.2,-95.1
802.6,776.4,131.9,20.5,-26.2,-111.4
965.4,808.4,162.8,32,-157,-130.8
1130.3,845.2,164.9,36.8,-285.1,-128.1
1323.2,953.7,192.9,108.5,-369.5,-84.4
1419.8,964.2,96.6,10.5,-455.6,-86.1
1526.8,1091,107,126.8,-435.8,19.8
1567.2,1231.6,40.4,140.6,-335.6,100.2
1539.6,1314.5,-27.6,82.9,-225.1,110.5
1535.8,1332.1,-3.8,17.6,-203.7,21.4
1478.3,1307.6,-57.5,-24.5,-170.7,33
1412.2,1309.1,-66.1,1.5,-103.1,67.6
1348.7,1302.5,-63.5,-6.6,-46.2,56.9
1356.4,1317.9,7.7,15.4,-38.5,7.7
1425.9,1335.4,69.5,17.5,-90.5,-52
1460,1317,34.1,-18.4,-143,-52.5
1509.7,1303.5,49.7,-13.5,-206.2,-63.2
1561.9,1357,52.2,53.5,-204.9,1.3
1605.4,1392.9,43.5,35.9,-212.5,-7.6
1626.9,1398.5,21.5,5.6,-228.4,-15.9
1579.9,1388.8,-47,-9.7,-191.1,37.3
1375,1359.1,-204.9,-29.7,-15.9,175.2
1256.8,1337.6,-118.2,-21.5,80.8,96.7
1396,1345.2,139.2,7.6,-50.8,-131.6
1470.4,1348.9,74.4,3.7,-121.5,-70.7
1504.6,1398.7,34.2,49.8,-105.9,15.6
1543.8,1393.6,39.2,-5.1,-150.2,-44.3
1541.6,1381.8,-2.2,-11.8,-159.8,-9.6
1549.6,1387.1,8,5.3,-162.5,-2.7
1587.7,1334.3,38.1,-52.8,-253.4,-90.9
1630.3,1391.4,42.6,57.1,-238.9,14.5
1635.9,1477.4,5.6,86,-158.5,80.4
1604.9,1477.8,-31,0.4,-127.1,31.4
1571.7,1426.4,-33.2,-51.4,-145.3,-18.2
1604.5,1414.4,32.8,-12,-190.1,-44.8
1651.9,1449.1,47.4,34.7,-202.8,-12.7
1652.5,1473.4,0.6,24.3,-179.1,23.7
1653.8,1524.2,1.3,50.8,-129.6,49.5
1654.2,1499.8,0.4,-24.4,-154.4,-24.8
1650.4,1491.5,-3.8,-8.3,-158.9,-4.5
1653,1500.6,2.6,9.1,-152.4,6.5
1646.2,1525.4,-6.8,24.8,-120.8,31.6
1631.8,1505.8,-14.4,-19.6,-126,-5.2
1570.3,1451.1,-61.5,-54.7,-119.2,6.8
1433.4,1376.2,-136.9,-74.9,-57.2,62
1359.7,1381.1,-73.7,4.9,21.4,78.6
1177.6,1330.9,-182.1,-50.2,153.3,131.9
1084.9,1291.8,-92.7,-39.1,206.9,53.6
1156.5,1255.3,71.6,-36.5,98.8,-108.1
1192.5,1247.8,36,-7.5,55.3,-43.5
1207,1204.5,14.5,-43.3,-2.5,-57.8
1248.4,1127,41.4,-77.5,-121.4,-118.9
1133.8,1092.7,-114.6,-34.3,-41.1,80.3
996.1,979,-137.7,-113.7,-17.1,24
803,931.2,-193.1,-47.8,128.2,145.3
627.2,918.3,-175.8,-12.9,291.1,162.9
389.6,805.1,-237.6,-113.2,415.5,124.4
286.8,671.4,-102.8,-133.7,384.6,-30.9
252.4,614.4,-34.4,-57,362,-22.6
144.7,523.6,-107.7,-90.8,378.9,16.9
97.2,484.4,-47.5,-39.2,387.2,8.3
108.8,443.7,11.6,-40.7,334.9,-52.3
146.9,436.8,38.1,-6.9,289.9,-45
161.2,406,14.3,-30.8,244.8,-45.1
186.4,372.1,25.2,-33.9,185.7,-59.1
335.7,397.4,149.3,25.3,61.7,-124
485.5,416.6,149.8,19.2,-68.9,-130.6
414.6,434.9,-70.9,18.3,20.3,89.2
473.5,441,58.9,6.1,-32.5,-52.8
680.6,502.7,207.1,61.7,-177.9,-145.4
646.6,535.7,-34,33,-110.9,67
621.9,589,-24.7,53.3,-32.9,78
594.4,596.4,-27.5,7.4,2,34.9
463.9,554.3,-130.5,-42.1,90.4,88.4
416,523.2,-47.9,-31.1,107.2,16.8
369.9,496.4,-46.1,-26.8,126.5,19.3
343.2,475.9,-26.7,-20.5,132.7,6.2
289.4,426.7,-53.8,-49.2,137.3,4.6
334.7,457.5,45.3,30.8,122.8,-14.5
361.6,473.7,26.9,16.2,112.1,-10.7
463.1,510.7,101.5,37,47.6,-64.5
607.5,545.6,144.4,34.9,-61.9,-109.5
661.8,568,54.3,22.4,-93.8,-31.9
660.3,592.1,-1.5,24.1,-68.2,25.6
680.9,619.1,20.6,27,-61.8,6.4
866.5,721.1,185.6,102,-145.4,-83.6
883.8,742.5,17.3,21.4,-141.3,4.1
900,770.5,16.2,28,-129.5,11.8
970.3,799.8,70.3,29.3,-170.5,-41
917.9,816.1,-52.4,16.3,-101.8,68.7
889.6,827.5,-28.3,11.4,-62.1,39.7
889.7,797.4,0.1,-30.1,-92.3,-30.2
903.8,819.2,14.1,21.8,-84.6,7.7
862.1,842.7,-41.7,23.5,-19.4,65.2
816.2,830.3,-45.9,-12.4,14.1,33.5
887.2,872.6,71,42.3,-14.6,-28.7
845.9,835.3,-41.3,-37.3,-10.6,4
745.4,807.8,-100.5,-27.5,62.4,73
654.1,770.4,-91.3,-37.4,116.3,53.9
558.2,717.3,-95.9,-53.1,159.1,42.8
485.5,650.3,-72.7,-67,164.8,5.7
352.3,564.6,-133.2,-85.7,212.3,47.5
296.5,550.6,-55.8,-14,254.1,41.8
322.3,533.1,25.8,-17.5,210.8,-43.3
293.5,510.3,-28.8,-22.8,216.8,6
228.7,434.9,-64.8,-75.4,206.2,-10.6
259.6,409.5,30.9,-25.4,149.9,-56.3
247.7,403.6,-11.9,-5.9,155.9,6
325.7,385.2,78,-18.4,59.5,-96.4
462.4,428.7,136.7,43.5,-33.7,-93.2
367.5,409,-94.9,-19.7,41.5,75.2
264.2,413.4,-103.3,4.4,149.2,107.7
250.8,413,-13.4,-0.4,162.2,13
437.1,460.9,186.3,47.9,23.8,-138.4
697.4,556.7,260.3,95.8,-140.7,-164.5
946.7,603.9,249.3,47.2,-342.8,-202.1
1292.6,753.1,345.9,149.2,-539.5,-196.7
1305.2,856.9,12.6,103.8,-448.3,91.2
1232.5,913.4,-72.7,56.5,-319.1,129.2
1137.4,923,-95.1,9.6,-214.4,104.7
998,898.3,-139.4,-24.7,-99.7,114.7
901.3,854,-96.7,-44.3,-47.3,52.4
765.2,792.7,-136.1,-61.3,27.5,74.8
630.6,735.6,-134.6,-57.1,105,77.5
588.1,716.3,-42.5,-19.3,128.2,23.2
389.6,627.8,-198.5,-88.5,238.2,110
339.2,595.2,-50.4,-32.6,256,17.8
334.6,598.2,-4.6,3,263.6,7.6
290.7,565.7,-43.9,-32.5,275,11.4
209.8,499.1,-80.9,-66.6,289.3,14.3
127,443.3,-82.8,-55.8,316.3,27
219.5,431.6,92.5,-11.7,212.1,-104.2
231.3,412.3,11.8,-19.3,181,-31.1
316.5,431.3,85.2,19,114.8,-66.2
409.6,433.9,93.1,2.6,24.3,-90.5
512.9,499.1,103.3,65.2,-13.8,-38.1
463.3,486.1,-49.6,-13,22.8,36.6
377.8,472.1,-85.5,-14,94.3,71.5
363.8,467.8,-14,-4.3,104,9.7
381.4,453.9,17.6,-13.9,72.5,-31.5
165.4,402.1,-216,-51.8,236.7,164.2
99,362.3,-66.4,-39.8,263.3,26.6
221.3,371.1,122.3,8.8,149.8,-113.5
259.7,366.1,38.4,-5,106.4,-43.4
280.3,350.3,20.6,-15.8,70,-36.4
293.3,346.7,13,-3.6,53.4,-16.6
283.2,348.2,-10.1,1.5,65,11.6
284.5,347.7,1.3,-0.5,63.2,-1.8
280.8,335.8,-3.7,-11.9,55,-8.2
208.2,301.2,-72.6,-34.6,93,38
195.5,284.6,-12.7,-16.6,89.1,-3.9
221.8,284.3,26.3,-0.3,62.5,-26.6
376,326.8,154.2,42.5,-49.2,-111.7
245.9,294.6,-130.1,-32.2,48.7,97.9
174.3,269.2,-71.6,-25.4,94.9,46.2
131.8,259.6,-42.5,-9.6,127.8,32.9
188.4,287.1,56.6,27.5,98.7,-29.1
126.2,256.5,-62.2,-30.6,130.3,31.6
208.4,280.5,82.2,24,72.1,-58.2
292.8,315,84.4,34.5,22.2,-49.9
357.7,311.2,64.9,-3.8,-46.5,-68.7
329.3,323.1,-28.4,11.9,-6.2,40.3
675.7,474.7,346.4,151.6,-201,-194.8
1007.4,642.4,331.7,167.7,-365,-164
1136,737.6,128.6,95.2,-398.4,-33.4
1117.9,787.7,-18.1,50.1,-330.2,68.2
1035,828.6,-82.9,40.9,-206.4,123.8
1128.2,881.9,93.2,53.3,-246.3,-39.9
1155.2,935.9,27,54,-219.3,27
1047.3,930.7,-107.9,-5.2,-116.6,102.7
995,957.5,-52.3,26.8,-37.5,79.1
912.8,904.2,-82.2,-53.3,-8.6,28.9
874.3,876.6,-38.5,-27.6,2.3,10.9
841.9,806.6,-32.4,-70,-35.3,-37.6
680.8,781.7,-161.1,-24.9,100.9,136.2
606.3,768.4,-74.5,-13.3,162.1,61.2
532.1,730.5,-74.2,-37.9,198.4,36.3
401.8,642.4,-130.3,-88.1,240.6,42.2
347.2,569.2,-54.6,-73.2,222,-18.6
292.1,527.5,-55.1,-41.7,235.4,13.4
263.6,495.5,-28.5,-32,231.9,-3.5
297.7,508.3,34.1,12.8,210.6,-21.3
332.4,510.8,34.7,2.5,178.4,-32.2
313.5,471.6,-18.9,-39.2,158.1,-20.3
385.4,482.7,71.9,11.1,97.3,-60.8
396.7,499.1,11.3,16.4,102.4,5.1
416.8,503.9,20.1,4.8,87.1,-15.3
499.4,507.1,82.6,3.2,7.7,-79.4
572.5,513.5,73.1,6.4,-59,-66.7
559.5,517.8,-13,4.3,-41.7,17.3
537.3,539,-22.2,21.2,1.7,43.4
629.7,583.8,92.4,44.8,-45.9,-47.6
784.5,669.1,154.8,85.3,-115.4,-69.5
1003.7,779.7,219.2,110.6,-224,-108.6
1101.9,836.6,98.2,56.9,-265.3,-41.3
1160.9,900,59,63.4,-260.9,4.4
1197.1,943.4,36.2,43.4,-253.7,7.2
1303.2,950.5,106.1,7.1,-352.7,-99
1404.8,997.4,101.6,46.9,-407.4,-54.7
1385,1057.1,-19.8,59.7,-327.9,79.5
1481.2,1134.3,96.2,77.2,-346.9,-19
1488.1,1150.7,6.9,16.4,-337.4,9.5
1511.1,1161.3,23,10.6,-349.8,-12.4
1577.4,1208.6,66.3,47.3,-368.8,-19
1553.4,1274,-24,65.4,-279.4,89.4
1566.9,1363.2,13.5,89.2,-203.7,75.7
1536.3,1389.2,-30.6,26,-147.1,56.6
1621.5,1395.9,85.2,6.7,-225.6,-78.5
1614.5,1415.6,-7,19.7,-198.9,26.7
1624.6,1435.1,10.1,19.5,-189.5,9.4
1637.8,1437.9,13.2,2.8,-199.9,-10.4
1559.8,1428.8,-78,-9.1,-131,68.9
1407.4,1381,-152.4,-47.8,-26.4,104.6
1354.7,1344.8,-52.7,-36.2,-9.9,16.5
1283,1288.4,-71.7,-56.4,5.4,15.3
1277.8,1310.3,-5.2,21.9,32.5,27.1
1326.3,1332,48.5,21.7,5.7,-26.8
1283.5,1285.5,-42.8,-46.5,2,-3.7
1203.4,1237.7,-80.1,-47.8,34.3,32.3
1162.6,1200,-40.8,-37.7,37.4,3.1
1133.2,1132.6,-29.4,-67.4,-0.6,-38
977.6,1032,-155.6,-100.6,54.4,55
952.2,1009.3,-25.4,-22.7,57.1,2.7
1042.9,1029.6,90.7,20.3,-13.3,-70.4
995.8,994.7,-47.1,-34.9,-1.1,12.2
899.3,890,-96.5,-104.7,-9.3,-8.2
890.7,830.9,-8.6,-59.1,-59.8,-50.5
890.2,838.7,-0.5,7.8,-51.5,8.3
807.2,842.2,-83,3.5,35,86.5
614.6,831.4,-192.6,-10.8,216.8,181.8
488.9,753.5,-125.7,-77.9,264.6,47.8
476.2,683.5,-12.7,-70,207.3,-57.3
499.4,669.2,23.2,-14.3,169.8,-37.5
480.3,651.5,-19.1,-17.7,171.2,1.4
490.3,641.8,10,-9.7,151.5,-19.7
429,600.5,-61.3,-41.3,171.5,20
421,593.4,-8,-7.1,172.4,0.9
463.7,577.8,42.7,-15.6,114.1,-58.3
425.1,553.3,-38.6,-24.5,128.2,14.1
473.3,534.7,48.2,-18.6,61.4,-66.8
