SYSLoad,PkLoad,PkLoadPoint,T24PkLoad,T24PkPoint,T48PkLoad,T48PkPoint,Seasonal,T24Seasonal,T48Seasonal,T24Dry,T24Dew,DryBulb,DewPnt,Hour,Date,WeekDay,Month,Year
13724,15512,13,15287,11,15542,13,1788,1255,1618,55,54,55,54,8,10,6,5,2013
14370,15512,13,15287,11,15542,13,1142,702,1023,56,55,58,55,9,10,6,5,2013
14808,15512,13,15287,11,15542,13,704,375,602,57,55,60,55,10,10,6,5,2013
15211,15512,13,15287,11,15542,13,301,97,211,59,55,65,56,11,10,6,5,2013
15422,15512,13,15287,11,15542,13,90,0,31,60,55,68,56,12,10,6,5,2013
15438,15512,13,15287,11,15542,13,74,29,45,59,55,71,55,13,10,6,5,2013
15512,15512,13,15287,11,15542,13,0,7,0,62,55,72,55,14,10,6,5,2013
15471,15512,13,15287,11,15542,13,41,104,109,62,56,72,54,15,10,6,5,2013
15353,15512,13,15287,11,15542,13,159,213,257,63,57,72,52,16,10,6,5,2013
15192,15512,13,15287,11,15542,13,320,195,253,62,56,72,52,17,10,6,5,2013
14940,15512,13,15287,11,15542,13,572,151,221,60,56,72,52,18,10,6,5,2013
14597,15512,13,15287,11,15542,13,915,265,360,60,56,71,52,19,10,6,5,2013
14583,15512,13,15287,11,15542,13,929,266,300,59,57,69,52,20,10,6,5,2013
14943,15512,13,15287,11,15542,13,569,121,169,58,56,67,53,21,10,6,5,2013
14235,15512,13,15287,11,15542,13,1277,1022,1138,57,56,65,54,22,10,6,5,2013
13018,15512,13,15287,11,15542,13,2494,2509,2675,57,56,65,53,23,10,6,5,2013
11709,15512,13,15287,11,15542,13,3803,3855,4049,57,56,63,54,24,10,6,5,2013
10690,13999,11,15512,13,15287,11,3309,4989,4663,56,55,62,53,1,11,7,5,2013
10081,13999,11,15512,13,15287,11,3918,5500,5181,57,55,61,53,2,11,7,5,2013
9731,13999,11,15512,13,15287,11,4268,5759,5444,55,54,60,53,3,11,7,5,2013
9563,13999,11,15512,13,15287,11,4436,5850,5509,54,54,59,54,4,11,7,5,2013
9595,13999,11,15512,13,15287,11,4404,5612,5269,54,53,59,54,5,11,7,5,2013
9865,13999,11,15512,13,15287,11,4134,4770,4355,54,53,58,55,6,11,7,5,2013
10396,13999,11,15512,13,15287,11,3603,3135,2670,53,53,58,56,7,11,7,5,2013
11439,13999,11,15512,13,15287,11,2560,1788,1255,55,54,58,57,8,11,7,5,2013
12589,13999,11,15512,13,15287,11,1410,1142,702,58,55,59,57,9,11,7,5,2013
13423,13999,11,15512,13,15287,11,576,704,375,60,55,60,58,10,11,7,5,2013
13856,13999,11,15512,13,15287,11,143,301,97,65,56,63,59,11,11,7,5,2013
13999,13999,11,15512,13,15287,11,0,90,0,68,56,65,59,12,11,7,5,2013
13964,13999,11,15512,13,15287,11,35,74,29,71,55,66,59,13,11,7,5,2013
13781,13999,11,15512,13,15287,11,218,0,7,72,55,67,59,14,11,7,5,2013
13556,13999,11,15512,13,15287,11,443,41,104,72,54,64,60,15,11,7,5,2013
13424,13999,11,15512,13,15287,11,575,159,213,72,52,64,59,16,11,7,5,2013
13527,13999,11,15512,13,15287,11,472,320,195,72,52,64,59,17,11,7,5,2013
13716,13999,11,15512,13,15287,11,283,572,151,72,52,63,59,18,11,7,5,2013
13732,13999,11,15512,13,15287,11,267,915,265,71,52,63,59,19,11,7,5,2013
13707,13999,11,15512,13,15287,11,292,929,266,69,52,62,59,20,11,7,5,2013
13941,13999,11,15512,13,15287,11,58,569,121,67,53,61,59,21,11,7,5,2013
13366,13999,11,15512,13,15287,11,633,1277,1022,65,54,61,59,22,11,7,5,2013
12391,13999,11,15512,13,15287,11,1608,2494,2509,65,53,61,59,23,11,7,5,2013
11294,13999,11,15512,13,15287,11,2705,3803,3855,63,54,60,59,24,11,7,5,2013
10395,13653,20,13999,11,15512,13,3258,3309,4989,62,53,60,58,1,12,1,5,2013
9845,13653,20,13999,11,15512,13,3808,3918,5500,61,53,60,58,2,12,1,5,2013
9530,13653,20,13999,11,15512,13,4123,4268,5759,60,53,59,58,3,12,1,5,2013
9358,13653,20,13999,11,15512,13,4295,4436,5850,59,54,59,58,4,12,1,5,2013
9359,13653,20,13999,11,15512,13,4294,4404,5612,59,54,59,58,5,12,1,5,2013
9506,13653,20,13999,11,15512,13,4147,4134,4770,58,55,59,57,6,12,1,5,2013
9843,13653,20,13999,11,15512,13,3810,3603,3135,58,56,58,55,7,12,1,5,2013
10689,13653,20,13999,11,15512,13,2964,2560,1788,58,57,58,55,8,12,1,5,2013
11766,13653,20,13999,11,15512,13,1887,1410,1142,59,57,58,54,9,12,1,5,2013
12580,13653,20,13999,11,15512,13,1073,576,704,60,58,58,53,10,12,1,5,2013
12954,13653,20,13999,11,15512,13,699,143,301,63,59,60,53,11,12,1,5,2013
13029,13653,20,13999,11,15512,13,624,0,90,65,59,61,53,12,12,1,5,2013
12954,13653,20,13999,11,15512,13,699,35,74,66,59,62,50,13,12,1,5,2013
12786,13653,20,13999,11,15512,13,867,218,0,67,59,65,49,14,12,1,5,2013
12613,13653,20,13999,11,15512,13,1040,443,41,64,60,66,48,15,12,1,5,2013
12516,13653,20,13999,11,15512,13,1137,575,159,64,59,65,46,16,12,1,5,2013
12588,13653,20,13999,11,15512,13,1065,472,320,64,59,65,44,17,12,1,5,2013
12736,13653,20,13999,11,15512,13,917,283,572,63,59,65,41,18,12,1,5,2013
12786,13653,20,13999,11,15512,13,867,267,915,63,59,62,38,19,12,1,5,2013
13014,13653,20,13999,11,15512,13,639,292,929,62,59,60,35,20,12,1,5,2013
13653,13653,20,13999,11,15512,13,0,58,569,61,59,57,30,21,12,1,5,2013
13077,13653,20,13999,11,15512,13,576,633,1277,61,59,54,29,22,12,1,5,2013
11849,13653,20,13999,11,15512,13,1804,1608,2494,61,59,52,28,23,12,1,5,2013
10656,13653,20,13999,11,15512,13,2997,2705,3803,60,59,51,27,24,12,1,5,2013
9855,14927,20,13653,20,13999,11,5072,3258,3309,60,58,49,28,1,13,2,5,2013
9438,14927,20,13653,20,13999,11,5489,3808,3918,60,58,47,29,2,13,2,5,2013
9259,14927,20,13653,20,13999,11,5668,4123,4268,59,58,46,28,3,13,2,5,2013
9256,14927,20,13653,20,13999,11,5671,4295,4436,59,58,45,28,4,13,2,5,2013
9579,14927,20,13653,20,13999,11,5348,4294,4404,59,58,44,29,5,13,2,5,2013
10459,14927,20,13653,20,13999,11,4468,4147,4134,59,57,43,29,6,13,2,5,2013
12213,14927,20,13653,20,13999,11,2714,3810,3603,58,55,42,29,7,13,2,5,2013
13525,14927,20,13653,20,13999,11,1402,2964,2560,58,55,45,30,8,13,2,5,2013
14038,14927,20,13653,20,13999,11,889,1887,1410,58,54,47,29,9,13,2,5,2013
14285,14927,20,13653,20,13999,11,642,1073,576,58,53,48,28,10,13,2,5,2013
14500,14927,20,13653,20,13999,11,427,699,143,60,53,50,28,11,13,2,5,2013
14567,14927,20,13653,20,13999,11,360,624,0,61,53,52,28,12,13,2,5,2013
14521,14927,20,13653,20,13999,11,406,699,35,62,50,53,27,13,13,2,5,2013
14504,14927,20,13653,20,13999,11,423,867,218,65,49,53,26,14,13,2,5,2013
14334,14927,20,13653,20,13999,11,593,1040,443,66,48,55,27,15,13,2,5,2013
14198,14927,20,13653,20,13999,11,729,1137,575,65,46,55,26,16,13,2,5,2013
14191,14927,20,13653,20,13999,11,736,1065,472,65,44,55,26,17,13,2,5,2013
14287,14927,20,13653,20,13999,11,640,917,283,65,41,54,25,18,13,2,5,2013
14326,14927,20,13653,20,13999,11,601,867,267,62,38,53,25,19,13,2,5,2013
14503,14927,20,13653,20,13999,11,424,639,292,60,35,52,25,20,13,2,5,2013
14927,14927,20,13653,20,13999,11,0,0,58,57,30,49,25,21,13,2,5,2013
14029,14927,20,13653,20,13999,11,898,576,633,54,29,48,26,22,13,2,5,2013
12561,14927,20,13653,20,13999,11,2366,1804,1608,52,28,47,27,23,13,2,5,2013
11206,14927,20,13653,20,13999,11,3721,2997,2705,51,27,45,28,24,13,2,5,2013
10367,14916,20,14927,20,13653,20,4549,5072,3258,49,28,45,29,1,14,3,5,2013
9968,14916,20,14927,20,13653,20,4948,5489,3808,47,29,43,29,2,14,3,5,2013
9795,14916,20,14927,20,13653,20,5121,5668,4123,46,28,42,29,3,14,3,5,2013
9757,14916,20,14927,20,13653,20,5159,5671,4295,45,28,41,30,4,14,3,5,2013
10010,14916,20,14927,20,13653,20,4906,5348,4294,44,29,41,30,5,14,3,5,2013
10935,14916,20,14927,20,13653,20,3981,4468,4147,43,29,41,29,6,14,3,5,2013
12671,14916,20,14927,20,13653,20,2245,2714,3810,42,29,41,30,7,14,3,5,2013
13880,14916,20,14927,20,13653,20,1036,1402,2964,45,30,43,31,8,14,3,5,2013
14166,14916,20,14927,20,13653,20,750,889,1887,47,29,46,31,9,14,3,5,2013
14315,14916,20,14927,20,13653,20,601,642,1073,48,28,50,30,10,14,3,5,2013
14539,14916,20,14927,20,13653,20,377,427,699,50,28,52,29,11,14,3,5,2013
14619,14916,20,14927,20,13653,20,297,360,624,52,28,53,28,12,14,3,5,2013
14543,14916,20,14927,20,13653,20,373,406,699,53,27,54,26,13,14,3,5,2013
14538,14916,20,14927,20,13653,20,378,423,867,53,26,55,26,14,14,3,5,2013
14376,14916,20,14927,20,13653,20,540,593,1040,55,27,55,26,15,14,3,5,2013
14248,14916,20,14927,20,13653,20,668,729,1137,55,26,56,26,16,14,3,5,2013
14291,14916,20,14927,20,13653,20,625,736,1065,55,26,56,26,17,14,3,5,2013
14388,14916,20,14927,20,13653,20,528,640,917,54,25,56,26,18,14,3,5,2013
14368,14916,20,14927,20,13653,20,548,601,867,53,25,55,27,19,14,3,5,2013
14470,14916,20,14927,20,13653,20,446,424,639,52,25,55,26,20,14,3,5,2013
14916,14916,20,14927,20,13653,20,0,0,0,49,25,52,27,21,14,3,5,2013
14121,14916,20,14927,20,13653,20,795,898,576,48,26,49,30,22,14,3,5,2013
12630,14916,20,14927,20,13653,20,2286,2366,1804,47,27,48,31,23,14,3,5,2013
11270,14916,20,14927,20,13653,20,3646,3721,2997,45,28,46,33,24,14,3,5,2013
10454,15145,20,14916,20,14927,20,4691,4549,5072,45,29,45,32,1,15,4,5,2013
10029,15145,20,14916,20,14927,20,5116,4948,5489,43,29,43,32,2,15,4,5,2013
9864,15145,20,14916,20,14927,20,5281,5121,5668,42,29,42,31,3,15,4,5,2013
9864,15145,20,14916,20,14927,20,5281,5159,5671,41,30,40,31,4,15,4,5,2013
10186,15145,20,14916,20,14927,20,4959,4906,5348,41,30,39,30,5,15,4,5,2013
11100,15145,20,14916,20,14927,20,4045,3981,4468,41,29,38,30,6,15,4,5,2013
12858,15145,20,14916,20,14927,20,2287,2245,2714,41,30,39,30,7,15,4,5,2013
14038,15145,20,14916,20,14927,20,1107,1036,1402,43,31,44,33,8,15,4,5,2013
14345,15145,20,14916,20,14927,20,800,750,889,46,31,48,33,9,15,4,5,2013
14536,15145,20,14916,20,14927,20,609,601,642,50,30,53,35,10,15,4,5,2013
14745,15145,20,14916,20,14927,20,400,377,427,52,29,56,35,11,15,4,5,2013
14856,15145,20,14916,20,14927,20,289,297,360,53,28,60,34,12,15,4,5,2013
14816,15145,20,14916,20,14927,20,329,373,406,54,26,61,34,13,15,4,5,2013
14807,15145,20,14916,20,14927,20,338,378,423,55,26,61,35,14,15,4,5,2013
14683,15145,20,14916,20,14927,20,462,540,593,55,26,61,37,15,15,4,5,2013
14648,15145,20,14916,20,14927,20,497,668,729,56,26,59,40,16,15,4,5,2013
14772,15145,20,14916,20,14927,20,373,625,736,56,26,57,46,17,15,4,5,2013
14942,15145,20,14916,20,14927,20,203,528,640,56,26,56,49,18,15,4,5,2013
14990,15145,20,14916,20,14927,20,155,548,601,55,27,57,49,19,15,4,5,2013
15021,15145,20,14916,20,14927,20,124,446,424,55,26,57,50,20,15,4,5,2013
15145,15145,20,14916,20,14927,20,0,0,0,52,27,56,50,21,15,4,5,2013
14240,15145,20,14916,20,14927,20,905,795,898,49,30,56,50,22,15,4,5,2013
12715,15145,20,14916,20,14927,20,2430,2286,2366,48,31,55,51,23,15,4,5,2013
11348,15145,20,14916,20,14927,20,3797,3646,3721,46,33,54,51,24,15,4,5,2013
10499,15408,14,15145,20,14916,20,4909,4691,4549,45,32,53,50,1,16,5,5,2013
10031,15408,14,15145,20,14916,20,5377,5116,4948,43,32,52,50,2,16,5,5,2013
9764,15408,14,15145,20,14916,20,5644,5281,5121,42,31,52,49,3,16,5,5,2013
9742,15408,14,15145,20,14916,20,5666,5281,5159,40,31,51,48,4,16,5,5,2013
10014,15408,14,15145,20,14916,20,5394,4959,4906,39,30,52,47,5,16,5,5,2013
10859,15408,14,15145,20,14916,20,4549,4045,3981,38,30,52,46,6,16,5,5,2013
12601,15408,14,15145,20,14916,20,2807,2287,2245,39,30,51,45,7,16,5,5,2013
13937,15408,14,15145,20,14916,20,1471,1107,1036,44,33,54,45,8,16,5,5,2013
14482,15408,14,15145,20,14916,20,926,800,750,48,33,58,47,9,16,5,5,2013
14805,15408,14,15145,20,14916,20,603,609,601,53,35,64,45,10,16,5,5,2013
15129,15408,14,15145,20,14916,20,279,400,377,56,35,68,41,11,16,5,5,2013
15284,15408,14,15145,20,14916,20,124,289,297,60,34,71,38,12,16,5,5,2013
15259,15408,14,15145,20,14916,20,149,329,373,61,34,74,36,13,16,5,5,2013
15383,15408,14,15145,20,14916,20,25,338,378,61,35,76,36,14,16,5,5,2013
15408,15408,14,15145,20,14916,20,0,462,540,61,37,78,35,15,16,5,5,2013
15366,15408,14,15145,20,14916,20,42,497,668,59,40,79,35,16,16,5,5,2013
15365,15408,14,15145,20,14916,20,43,373,625,57,46,79,36,17,16,5,5,2013
15256,15408,14,15145,20,14916,20,152,203,528,56,49,78,35,18,16,5,5,2013
15058,15408,14,15145,20,14916,20,350,155,548,57,49,78,35,19,16,5,5,2013
15020,15408,14,15145,20,14916,20,388,124,446,57,50,76,35,20,16,5,5,2013
15396,15408,14,15145,20,14916,20,12,0,0,56,50,72,36,21,16,5,5,2013
14644,15408,14,15145,20,14916,20,764,905,795,56,50,70,37,22,16,5,5,2013
13137,15408,14,15145,20,14916,20,2271,2430,2286,55,51,67,37,23,16,5,5,2013
11662,15408,14,15145,20,14916,20,3746,3797,3646,54,51,65,36,24,16,5,5,2013
10675,14884,11,15408,14,15145,20,4209,4909,4691,53,50,64,35,1,17,6,5,2013
10120,14884,11,15408,14,15145,20,4764,5377,5116,52,50,60,36,2,17,6,5,2013
9799,14884,11,15408,14,15145,20,5085,5644,5281,52,49,58,39,3,17,6,5,2013
9696,14884,11,15408,14,15145,20,5188,5666,5281,51,48,56,40,4,17,6,5,2013
9915,14884,11,15408,14,15145,20,4969,5394,4959,52,47,54,40,5,17,6,5,2013
10648,14884,11,15408,14,15145,20,4236,4549,4045,52,46,51,40,6,17,6,5,2013
12304,14884,11,15408,14,15145,20,2580,2807,2287,51,45,51,39,7,17,6,5,2013
13652,14884,11,15408,14,15145,20,1232,1471,1107,54,45,54,39,8,17,6,5,2013
14201,14884,11,15408,14,15145,20,683,926,800,58,47,55,39,9,17,6,5,2013
14522,14884,11,15408,14,15145,20,362,603,609,64,45,57,39,10,17,6,5,2013
14771,14884,11,15408,14,15145,20,113,279,400,68,41,59,39,11,17,6,5,2013
14884,14884,11,15408,14,15145,20,0,124,289,71,38,61,39,12,17,6,5,2013
14855,14884,11,15408,14,15145,20,29,149,329,74,36,62,39,13,17,6,5,2013
14858,14884,11,15408,14,15145,20,26,25,338,76,36,64,38,14,17,6,5,2013
14764,14884,11,15408,14,15145,20,120,0,462,78,35,66,38,15,17,6,5,2013
14630,14884,11,15408,14,15145,20,254,42,497,79,35,68,38,16,17,6,5,2013
14574,14884,11,15408,14,15145,20,310,43,373,79,36,69,37,17,17,6,5,2013
14421,14884,11,15408,14,15145,20,463,152,203,78,35,67,37,18,17,6,5,2013
14075,14884,11,15408,14,15145,20,809,350,155,78,35,66,36,19,17,6,5,2013
13913,14884,11,15408,14,15145,20,971,388,124,76,35,64,36,20,17,6,5,2013
14301,14884,11,15408,14,15145,20,583,12,0,72,36,61,37,21,17,6,5,2013
13779,14884,11,15408,14,15145,20,1105,764,905,70,37,57,39,22,17,6,5,2013
12600,14884,11,15408,14,15145,20,2284,2271,2430,67,37,55,39,23,17,6,5,2013
11364,14884,11,15408,14,15145,20,3520,3746,3797,65,36,53,40,24,17,6,5,2013
10445,13507,20,14884,11,15408,14,3062,4209,4909,64,35,52,39,1,18,7,5,2013
9883,13507,20,14884,11,15408,14,3624,4764,5377,60,36,50,42,2,18,7,5,2013
9577,13507,20,14884,11,15408,14,3930,5085,5644,58,39,50,42,3,18,7,5,2013
9434,13507,20,14884,11,15408,14,4073,5188,5666,56,40,48,41,4,18,7,5,2013
9487,13507,20,14884,11,15408,14,4020,4969,5394,54,40,47,41,5,18,7,5,2013
9668,13507,20,14884,11,15408,14,3839,4236,4549,51,40,46,41,6,18,7,5,2013
10329,13507,20,14884,11,15408,14,3178,2580,2807,51,39,46,40,7,18,7,5,2013
11367,13507,20,14884,11,15408,14,2140,1232,1471,54,39,51,42,8,18,7,5,2013
12390,13507,20,14884,11,15408,14,1117,683,926,55,39,56,42,9,18,7,5,2013
13007,13507,20,14884,11,15408,14,500,362,603,57,39,59,42,10,18,7,5,2013
13294,13507,20,14884,11,15408,14,213,113,279,59,39,62,42,11,18,7,5,2013
13389,13507,20,14884,11,15408,14,118,0,124,61,39,64,41,12,18,7,5,2013
13308,13507,20,14884,11,15408,14,199,29,149,62,39,66,38,13,18,7,5,2013
13122,13507,20,14884,11,15408,14,385,26,25,64,38,67,38,14,18,7,5,2013
12964,13507,20,14884,11,15408,14,543,120,0,66,38,67,40,15,18,7,5,2013
12857,13507,20,14884,11,15408,14,650,254,42,68,38,66,40,16,18,7,5,2013
12907,13507,20,14884,11,15408,14,600,310,43,69,37,67,41,17,18,7,5,2013
13029,13507,20,14884,11,15408,14,478,463,152,67,37,65,43,18,18,7,5,2013
12992,13507,20,14884,11,15408,14,515,809,350,66,36,64,44,19,18,7,5,2013
13039,13507,20,14884,11,15408,14,468,971,388,64,36,64,44,20,18,7,5,2013
13507,13507,20,14884,11,15408,14,0,583,12,61,37,60,45,21,18,7,5,2013
13092,13507,20,14884,11,15408,14,415,1105,764,57,39,59,45,22,18,7,5,2013
12109,13507,20,14884,11,15408,14,1398,2284,2271,55,39,58,46,23,18,7,5,2013
11053,13507,20,14884,11,15408,14,2454,3520,3746,53,40,55,46,24,18,7,5,2013
10154,13994,20,13507,20,14884,11,3840,3062,4209,52,39,54,46,1,19,1,5,2013
9625,13994,20,13507,20,14884,11,4369,3624,4764,50,42,53,46,2,19,1,5,2013
9339,13994,20,13507,20,14884,11,4655,3930,5085,50,42,52,46,3,19,1,5,2013
9195,13994,20,13507,20,14884,11,4799,4073,5188,48,41,52,47,4,19,1,5,2013
9211,13994,20,13507,20,14884,11,4783,4020,4969,47,41,51,46,5,19,1,5,2013
9270,13994,20,13507,20,14884,11,4724,3839,4236,46,41,50,45,6,19,1,5,2013
9617,13994,20,13507,20,14884,11,4377,3178,2580,46,40,50,46,7,19,1,5,2013
10448,13994,20,13507,20,14884,11,3546,2140,1232,51,42,51,47,8,19,1,5,2013
11456,13994,20,13507,20,14884,11,2538,1117,683,56,42,55,48,9,19,1,5,2013
12247,13994,20,13507,20,14884,11,1747,500,362,59,42,57,49,10,19,1,5,2013
12695,13994,20,13507,20,14884,11,1299,213,113,62,42,59,50,11,19,1,5,2013
12957,13994,20,13507,20,14884,11,1037,118,0,64,41,61,50,12,19,1,5,2013
13033,13994,20,13507,20,14884,11,961,199,29,66,38,61,50,13,19,1,5,2013
12930,13994,20,13507,20,14884,11,1064,385,26,67,38,62,51,14,19,1,5,2013
12852,13994,20,13507,20,14884,11,1142,543,120,67,40,61,51,15,19,1,5,2013
12913,13994,20,13507,20,14884,11,1081,650,254,66,40,59,51,16,19,1,5,2013
13174,13994,20,13507,20,14884,11,820,600,310,67,41,58,52,17,19,1,5,2013
13531,13994,20,13507,20,14884,11,463,478,463,65,43,56,53,18,19,1,5,2013
13762,13994,20,13507,20,14884,11,232,515,809,64,44,55,52,19,19,1,5,2013
13844,13994,20,13507,20,14884,11,150,468,971,64,44,54,53,20,19,1,5,2013
13994,13994,20,13507,20,14884,11,0,0,583,60,45,54,53,21,19,1,5,2013
13137,13994,20,13507,20,14884,11,857,415,1105,59,45,55,53,22,19,1,5,2013
11899,13994,20,13507,20,14884,11,2095,1398,2284,58,46,55,54,23,19,1,5,2013
10775,13994,20,13507,20,14884,11,3219,2454,3520,55,46,55,54,24,19,1,5,2013
10004,16415,16,13994,20,13507,20,6411,3840,3062,54,46,55,54,1,20,2,5,2013
9603,16415,16,13994,20,13507,20,6812,4369,3624,53,46,55,54,2,20,2,5,2013
9427,16415,16,13994,20,13507,20,6988,4655,3930,52,46,55,55,3,20,2,5,2013
9422,16415,16,13994,20,13507,20,6993,4799,4073,52,47,56,55,4,20,2,5,2013
9737,16415,16,13994,20,13507,20,6678,4783,4020,51,46,56,55,5,20,2,5,2013
10705,16415,16,13994,20,13507,20,5710,4724,3839,50,45,56,55,6,20,2,5,2013
12497,16415,16,13994,20,13507,20,3918,4377,3178,50,46,56,56,7,20,2,5,2013
13958,16415,16,13994,20,13507,20,2457,3546,2140,51,47,57,56,8,20,2,5,2013
14611,16415,16,13994,20,13507,20,1804,2538,1117,55,48,59,57,9,20,2,5,2013
15075,16415,16,13994,20,13507,20,1340,1747,500,57,49,60,58,10,20,2,5,2013
15504,16415,16,13994,20,13507,20,911,1299,213,59,50,64,59,11,20,2,5,2013
15815,16415,16,13994,20,13507,20,600,1037,118,61,50,67,60,12,20,2,5,2013
15996,16415,16,13994,20,13507,20,419,961,199,61,50,70,60,13,20,2,5,2013
16223,16415,16,13994,20,13507,20,192,1064,385,62,51,75,62,14,20,2,5,2013
16299,16415,16,13994,20,13507,20,116,1142,543,61,51,75,61,15,20,2,5,2013
16361,16415,16,13994,20,13507,20,54,1081,650,59,51,78,61,16,20,2,5,2013
16415,16415,16,13994,20,13507,20,0,820,600,58,52,79,61,17,20,2,5,2013
16383,16415,16,13994,20,13507,20,32,463,478,56,53,76,61,18,20,2,5,2013
16123,16415,16,13994,20,13507,20,292,232,515,55,52,75,60,19,20,2,5,2013
15986,16415,16,13994,20,13507,20,429,150,468,54,53,74,61,20,20,2,5,2013
16333,16415,16,13994,20,13507,20,82,0,0,54,53,72,61,21,20,2,5,2013
15490,16415,16,13994,20,13507,20,925,857,415,55,53,70,61,22,20,2,5,2013
13818,16415,16,13994,20,13507,20,2597,2095,1398,55,54,68,60,23,20,2,5,2013
12266,16415,16,13994,20,13507,20,4149,3219,2454,55,54,65,61,24,20,2,5,2013
11224,17563,14,16415,16,13994,20,6339,6411,3840,55,54,65,61,1,21,3,5,2013
10651,17563,14,16415,16,13994,20,6912,6812,4369,55,54,64,60,2,21,3,5,2013
10345,17563,14,16415,16,13994,20,7218,6988,4655,55,55,62,60,3,21,3,5,2013
10207,17563,14,16415,16,13994,20,7356,6993,4799,56,55,62,59,4,21,3,5,2013
10418,17563,14,16415,16,13994,20,7145,6678,4783,56,55,61,59,5,21,3,5,2013
11215,17563,14,16415,16,13994,20,6348,5710,4724,56,55,60,58,6,21,3,5,2013
12998,17563,14,16415,16,13994,20,4565,3918,4377,56,56,60,58,7,21,3,5,2013
14478,17563,14,16415,16,13994,20,3085,2457,3546,57,56,61,59,8,21,3,5,2013
15199,17563,14,16415,16,13994,20,2364,1804,2538,59,57,62,59,9,21,3,5,2013
15803,17563,14,16415,16,13994,20,1760,1340,1747,60,58,65,61,10,21,3,5,2013
16458,17563,14,16415,16,13994,20,1105,911,1299,64,59,68,61,11,21,3,5,2013
16989,17563,14,16415,16,13994,20,574,600,1037,67,60,70,61,12,21,3,5,2013
17284,17563,14,16415,16,13994,20,279,419,961,70,60,73,61,13,21,3,5,2013
17528,17563,14,16415,16,13994,20,35,192,1064,75,62,75,61,14,21,3,5,2013
17563,17563,14,16415,16,13994,20,0,116,1142,75,61,76,61,15,21,3,5,2013
17448,17563,14,16415,16,13994,20,115,54,1081,78,61,77,60,16,21,3,5,2013
17263,17563,14,16415,16,13994,20,300,0,820,79,61,75,61,17,21,3,5,2013
16986,17563,14,16415,16,13994,20,577,32,463,76,61,69,60,18,21,3,5,2013
16698,17563,14,16415,16,13994,20,865,292,232,75,60,62,57,19,21,3,5,2013
16529,17563,14,16415,16,13994,20,1034,429,150,74,61,60,55,20,21,3,5,2013
16414,17563,14,16415,16,13994,20,1149,82,0,72,61,58,56,21,21,3,5,2013
15342,17563,14,16415,16,13994,20,2221,925,857,70,61,58,55,22,21,3,5,2013
13656,17563,14,16415,16,13994,20,3907,2597,2095,68,60,56,54,23,21,3,5,2013
12178,17563,14,16415,16,13994,20,5385,4149,3219,65,61,55,54,24,21,3,5,2013
11135,15956,16,17563,14,16415,16,4821,6339,6411,65,61,54,52,1,22,4,5,2013
10515,15956,16,17563,14,16415,16,5441,6912,6812,64,60,53,51,2,22,4,5,2013
10178,15956,16,17563,14,16415,16,5778,7218,6988,62,60,52,51,3,22,4,5,2013
10051,15956,16,17563,14,16415,16,5905,7356,6993,62,59,53,51,4,22,4,5,2013
10303,15956,16,17563,14,16415,16,5653,7145,6678,61,59,53,51,5,22,4,5,2013
11157,15956,16,17563,14,16415,16,4799,6348,5710,60,58,53,52,6,22,4,5,2013
12823,15956,16,17563,14,16415,16,3133,4565,3918,60,58,53,52,7,22,4,5,2013
14181,15956,16,17563,14,16415,16,1775,3085,2457,61,59,54,52,8,22,4,5,2013
14724,15956,16,17563,14,16415,16,1232,2364,1804,62,59,56,53,9,22,4,5,2013
15043,15956,16,17563,14,16415,16,913,1760,1340,65,61,57,55,10,22,4,5,2013
15384,15956,16,17563,14,16415,16,572,1105,911,68,61,58,56,11,22,4,5,2013
15592,15956,16,17563,14,16415,16,364,574,600,70,61,61,57,12,22,4,5,2013
15697,15956,16,17563,14,16415,16,259,279,419,73,61,63,58,13,22,4,5,2013
15873,15956,16,17563,14,16415,16,83,35,192,75,61,66,59,14,22,4,5,2013
15907,15956,16,17563,14,16415,16,49,0,116,76,61,67,60,15,22,4,5,2013
15890,15956,16,17563,14,16415,16,66,115,54,77,60,67,60,16,22,4,5,2013
15956,15956,16,17563,14,16415,16,0,300,0,75,61,68,61,17,22,4,5,2013
15934,15956,16,17563,14,16415,16,22,577,32,69,60,67,60,18,22,4,5,2013
15736,15956,16,17563,14,16415,16,220,865,292,62,57,66,60,19,22,4,5,2013
15698,15956,16,17563,14,16415,16,258,1034,429,60,55,65,60,20,22,4,5,2013
15882,15956,16,17563,14,16415,16,74,1149,82,58,56,63,58,21,22,4,5,2013
14988,15956,16,17563,14,16415,16,968,2221,925,58,55,61,58,22,22,4,5,2013
13444,15956,16,17563,14,16415,16,2512,3907,2597,56,54,60,57,23,22,4,5,2013
11982,15956,16,17563,14,16415,16,3974,5385,4149,55,54,59,58,24,22,4,5,2013
11056,16569,14,15956,16,17563,14,5513,4821,6339,54,52,59,57,1,23,5,5,2013
10489,16569,14,15956,16,17563,14,6080,5441,6912,53,51,59,58,2,23,5,5,2013
10246,16569,14,15956,16,17563,14,6323,5778,7218,52,51,59,58,3,23,5,5,2013
10169,16569,14,15956,16,17563,14,6400,5905,7356,53,51,59,57,4,23,5,5,2013
10383,16569,14,15956,16,17563,14,6186,5653,7145,53,51,59,58,5,23,5,5,2013
11293,16569,14,15956,16,17563,14,5276,4799,6348,53,52,59,58,6,23,5,5,2013
13078,16569,14,15956,16,17563,14,3491,3133,4565,53,52,60,58,7,23,5,5,2013
