SYSLoad,PkLoad,PkLoadPoint,T24PkLoad,T24PkPoint,T48PkLoad,T48PkPoint,Seasonal,T24Seasonal,T48Seasonal,T24Dry,T24Dew,DryBulb,DewPnt,Hour,Date,WeekDay,Month,Year
12825,18116,17,18435,18,18294,18,5291,5251,5631,20,6,33,22,1,1,3,1,2013
12167,18116,17,18435,18,18294,18,5949,5750,6236,20,7,33,22,2,1,3,1,2013
11697,18116,17,18435,18,18294,18,6419,6006,6525,20,7,33,22,3,1,3,1,2013
11440,18116,17,18435,18,18294,18,6676,6046,6653,21,8,34,22,4,1,3,1,2013
11450,18116,17,18435,18,18294,18,6666,5821,6578,20,9,33,22,5,1,3,1,2013
11743,18116,17,18435,18,18294,18,6373,5139,6244,20,10,33,23,6,1,3,1,2013
12227,18116,17,18435,18,18294,18,5889,3998,5684,21,11,33,23,7,1,3,1,2013
12592,18116,17,18435,18,18294,18,5524,3101,5111,21,12,32,22,8,1,3,1,2013
13213,18116,17,18435,18,18294,18,4903,2334,4246,23,13,32,22,9,1,3,1,2013
13957,18116,17,18435,18,18294,18,4159,1760,3501,25,16,33,20,10,1,3,1,2013
14590,18116,17,18435,18,18294,18,3526,1501,3003,27,17,33,18,11,1,3,1,2013
14963,18116,17,18435,18,18294,18,3153,1549,2685,28,18,32,16,12,1,3,1,2013
15059,18116,17,18435,18,18294,18,3057,1824,2563,30,19,32,16,13,1,3,1,2013
14999,18116,17,18435,18,18294,18,3117,2102,2680,31,20,32,15,14,1,3,1,2013
15029,18116,17,18435,18,18294,18,3087,2275,2809,32,20,31,14,15,1,3,1,2013
15323,18116,17,18435,18,18294,18,2793,2228,2679,33,20,30,12,16,1,3,1,2013
16747,18116,17,18435,18,18294,18,1369,1052,1270,32,20,28,11,17,1,3,1,2013
18116,18116,17,18435,18,18294,18,0,0,0,31,20,27,10,18,1,3,1,2013
18040,18116,17,18435,18,18294,18,76,536,62,31,20,26,10,19,1,3,1,2013
17628,18116,17,18435,18,18294,18,488,1407,512,31,21,25,9,20,1,3,1,2013
16974,18116,17,18435,18,18294,18,1142,2276,1013,32,21,23,8,21,1,3,1,2013
15941,18116,17,18435,18,18294,18,2175,3099,1879,31,21,21,6,22,1,3,1,2013
14612,18116,17,18435,18,18294,18,3504,3956,3020,32,21,20,5,23,1,3,1,2013
13460,18116,17,18435,18,18294,18,4656,4793,4221,32,21,18,5,24,1,3,1,2013
12793,19989,17,18116,17,18435,18,7196,5291,5251,33,22,18,4,1,2,4,1,2013
12436,19989,17,18116,17,18435,18,7553,5949,5750,33,22,16,3,2,2,4,1,2013
12313,19989,17,18116,17,18435,18,7676,6419,6006,33,22,15,3,3,2,4,1,2013
12418,19989,17,18116,17,18435,18,7571,6676,6046,34,22,15,4,4,2,4,1,2013
12846,19989,17,18116,17,18435,18,7143,6666,5821,33,22,14,4,5,2,4,1,2013
14081,19989,17,18116,17,18435,18,5908,6373,5139,33,23,14,4,6,2,4,1,2013
16210,19989,17,18116,17,18435,18,3779,5889,3998,33,23,13,4,7,2,4,1,2013
17373,19989,17,18116,17,18435,18,2616,5524,3101,32,22,14,5,8,2,4,1,2013
17567,19989,17,18116,17,18435,18,2422,4903,2334,32,22,14,5,9,2,4,1,2013
17687,19989,17,18116,17,18435,18,2302,4159,1760,33,20,17,6,10,2,4,1,2013
17699,19989,17,18116,17,18435,18,2290,3526,1501,33,18,21,7,11,2,4,1,2013
17635,19989,17,18116,17,18435,18,2354,3153,1549,32,16,24,9,12,2,4,1,2013
17481,19989,17,18116,17,18435,18,2508,3057,1824,32,16,26,10,13,2,4,1,2013
17416,19989,17,18116,17,18435,18,2573,3117,2102,32,15,27,10,14,2,4,1,2013
17363,19989,17,18116,17,18435,18,2626,3087,2275,31,14,27,10,15,2,4,1,2013
17544,19989,17,18116,17,18435,18,2445,2793,2228,30,12,26,10,16,2,4,1,2013
18705,19989,17,18116,17,18435,18,1284,1369,1052,28,11,25,9,17,2,4,1,2013
19989,19989,17,18116,17,18435,18,0,0,0,27,10,23,9,18,2,4,1,2013
19913,19989,17,18116,17,18435,18,76,76,536,26,10,22,7,19,2,4,1,2013
19496,19989,17,18116,17,18435,18,493,488,1407,25,9,20,6,20,2,4,1,2013
18823,19989,17,18116,17,18435,18,1166,1142,2276,23,8,19,5,21,2,4,1,2013
17675,19989,17,18116,17,18435,18,2314,2175,3099,21,6,17,3,22,2,4,1,2013
16138,19989,17,18116,17,18435,18,3851,3504,3956,20,5,16,2,23,2,4,1,2013
14818,19989,17,18116,17,18435,18,5171,4656,4793,18,5,13,0,24,2,4,1,2013
14021,20059,18,19989,17,18116,17,6038,7196,5291,18,4,12,-1,1,3,5,1,2013
13634,20059,18,19989,17,18116,17,6425,7553,5949,16,3,10,-3,2,3,5,1,2013
13478,20059,18,19989,17,18116,17,6581,7676,6419,15,3,9,-5,3,3,5,1,2013
13529,20059,18,19989,17,18116,17,6530,7571,6676,15,4,8,-5,4,3,5,1,2013
13916,20059,18,19989,17,18116,17,6143,7143,6666,14,4,7,-5,5,3,5,1,2013
15085,20059,18,19989,17,18116,17,4974,5908,6373,14,4,6,-7,6,3,5,1,2013
17219,20059,18,19989,17,18116,17,2840,3779,5889,13,4,5,-7,7,3,5,1,2013
18355,20059,18,19989,17,18116,17,1704,2616,5524,14,5,5,-7,8,3,5,1,2013
18483,20059,18,19989,17,18116,17,1576,2422,4903,14,5,4,-7,9,3,5,1,2013
18444,20059,18,19989,17,18116,17,1615,2302,4159,17,6,7,-6,10,3,5,1,2013
18356,20059,18,19989,17,18116,17,1703,2290,3526,21,7,11,-5,11,3,5,1,2013
18177,20059,18,19989,17,18116,17,1882,2354,3153,24,9,14,-4,12,3,5,1,2013
17864,20059,18,19989,17,18116,17,2195,2508,3057,26,10,17,-3,13,3,5,1,2013
17622,20059,18,19989,17,18116,17,2437,2573,3117,27,10,19,-2,14,3,5,1,2013
17430,20059,18,19989,17,18116,17,2629,2626,3087,27,10,21,-1,15,3,5,1,2013
17573,20059,18,19989,17,18116,17,2486,2445,2793,26,10,23,0,16,3,5,1,2013
18640,20059,18,19989,17,18116,17,1419,1284,1369,25,9,22,2,17,3,5,1,2013
20020,20059,18,19989,17,18116,17,39,0,0,23,9,21,3,18,3,5,1,2013
20059,20059,18,19989,17,18116,17,0,76,76,22,7,19,4,19,3,5,1,2013
19667,20059,18,19989,17,18116,17,392,493,488,20,6,20,5,20,3,5,1,2013
18887,20059,18,19989,17,18116,17,1172,1166,1142,19,5,20,6,21,3,5,1,2013
17677,20059,18,19989,17,18116,17,2382,2314,2175,17,3,20,7,22,3,5,1,2013
16059,20059,18,19989,17,18116,17,4000,3851,3504,16,2,20,8,23,3,5,1,2013
14637,20059,18,19989,17,18116,17,5422,5171,4656,13,0,20,9,24,3,5,1,2013
13723,18686,17,20059,18,19989,17,4963,6038,7196,12,-1,21,9,1,4,6,1,2013
13282,18686,17,20059,18,19989,17,5404,6425,7553,10,-3,21,10,2,4,6,1,2013
13071,18686,17,20059,18,19989,17,5615,6581,7676,9,-5,22,12,3,4,6,1,2013
13051,18686,17,20059,18,19989,17,5635,6530,7571,8,-5,22,12,4,4,6,1,2013
13375,18686,17,20059,18,19989,17,5311,6143,7143,7,-5,22,13,5,4,6,1,2013
14443,18686,17,20059,18,19989,17,4243,4974,5908,6,-7,22,13,6,4,6,1,2013
16436,18686,17,20059,18,19989,17,2250,2840,3779,5,-7,22,14,7,4,6,1,2013
17403,18686,17,20059,18,19989,17,1283,1704,2616,5,-7,23,15,8,4,6,1,2013
17562,18686,17,20059,18,19989,17,1124,1576,2422,4,-7,25,17,9,4,6,1,2013
17578,18686,17,20059,18,19989,17,1108,1615,2302,7,-6,27,18,10,4,6,1,2013
17493,18686,17,20059,18,19989,17,1193,1703,2290,11,-5,30,19,11,4,6,1,2013
17277,18686,17,20059,18,19989,17,1409,1882,2354,14,-4,32,20,12,4,6,1,2013
17007,18686,17,20059,18,19989,17,1679,2195,2508,17,-3,34,20,13,4,6,1,2013
16837,18686,17,20059,18,19989,17,1849,2437,2573,19,-2,35,20,14,4,6,1,2013
16691,18686,17,20059,18,19989,17,1995,2629,2626,21,-1,36,20,15,4,6,1,2013
16725,18686,17,20059,18,19989,17,1961,2486,2445,23,0,36,21,16,4,6,1,2013
17640,18686,17,20059,18,19989,17,1046,1419,1284,22,2,36,21,17,4,6,1,2013
18686,18686,17,20059,18,19989,17,0,39,0,21,3,35,20,18,4,6,1,2013
18458,18686,17,20059,18,19989,17,228,0,76,19,4,34,21,19,4,6,1,2013
17939,18686,17,20059,18,19989,17,747,392,493,20,5,34,20,20,4,6,1,2013
17272,18686,17,20059,18,19989,17,1414,1172,1166,20,6,32,20,21,4,6,1,2013
16335,18686,17,20059,18,19989,17,2351,2382,2314,20,7,31,20,22,4,6,1,2013
15137,18686,17,20059,18,19989,17,3549,4000,3851,20,8,31,19,23,4,6,1,2013
13873,18686,17,20059,18,19989,17,4813,5422,5171,20,9,30,19,24,4,6,1,2013
12921,17341,17,18686,17,20059,18,4420,4963,6038,21,9,30,19,1,5,7,1,2013
12379,17341,17,18686,17,20059,18,4962,5404,6425,21,10,30,18,2,5,7,1,2013
12065,17341,17,18686,17,20059,18,5276,5615,6581,22,12,31,19,3,5,7,1,2013
11938,17341,17,18686,17,20059,18,5403,5635,6530,22,12,31,20,4,5,7,1,2013
12004,17341,17,18686,17,20059,18,5337,5311,6143,22,13,31,20,5,5,7,1,2013
12428,17341,17,18686,17,20059,18,4913,4243,4974,22,13,31,20,6,5,7,1,2013
13159,17341,17,18686,17,20059,18,4182,2250,2840,22,14,31,20,7,5,7,1,2013
13949,17341,17,18686,17,20059,18,3392,1283,1704,23,15,32,21,8,5,7,1,2013
14767,17341,17,18686,17,20059,18,2574,1124,1576,25,17,33,21,9,5,7,1,2013
15333,17341,17,18686,17,20059,18,2008,1108,1615,27,18,34,20,10,5,7,1,2013
15511,17341,17,18686,17,20059,18,1830,1193,1703,30,19,36,20,11,5,7,1,2013
15423,17341,17,18686,17,20059,18,1918,1409,1882,32,20,37,19,12,5,7,1,2013
15262,17341,17,18686,17,20059,18,2079,1679,2195,34,20,38,19,13,5,7,1,2013
14980,17341,17,18686,17,20059,18,2361,1849,2437,35,20,38,18,14,5,7,1,2013
14765,17341,17,18686,17,20059,18,2576,1995,2629,36,20,38,17,15,5,7,1,2013
14860,17341,17,18686,17,20059,18,2481,1961,2486,36,21,37,16,16,5,7,1,2013
15973,17341,17,18686,17,20059,18,1368,1046,1419,36,21,36,16,17,5,7,1,2013
17341,17341,17,18686,17,20059,18,0,0,39,35,20,34,15,18,5,7,1,2013
17300,17341,17,18686,17,20059,18,41,228,0,34,21,32,15,19,5,7,1,2013
16900,17341,17,18686,17,20059,18,441,747,392,34,20,29,15,20,5,7,1,2013
16430,17341,17,18686,17,20059,18,911,1414,1172,32,20,27,15,21,5,7,1,2013
15763,17341,17,18686,17,20059,18,1578,2351,2382,31,20,25,15,22,5,7,1,2013
14728,17341,17,18686,17,20059,18,2613,3549,4000,31,19,25,15,23,5,7,1,2013
13609,17341,17,18686,17,20059,18,3732,4813,5422,30,19,24,15,24,5,7,1,2013
12745,17485,17,17341,17,18686,17,4740,4420,4963,30,19,24,16,1,6,1,1,2013
12205,17485,17,17341,17,18686,17,5280,4962,5404,30,18,25,17,2,6,1,1,2013
11903,17485,17,17341,17,18686,17,5582,5276,5615,31,19,25,17,3,6,1,1,2013
11799,17485,17,17341,17,18686,17,5686,5403,5635,31,20,26,18,4,6,1,1,2013
11805,17485,17,17341,17,18686,17,5680,5337,5311,31,20,26,19,5,6,1,1,2013
12094,17485,17,17341,17,18686,17,5391,4913,4243,31,20,26,20,6,6,1,1,2013
12627,17485,17,17341,17,18686,17,4858,4182,2250,31,20,27,21,7,6,1,1,2013
13258,17485,17,17341,17,18686,17,4227,3392,1283,32,21,27,23,8,6,1,1,2013
14117,17485,17,17341,17,18686,17,3368,2574,1124,33,21,28,23,9,6,1,1,2013
14739,17485,17,17341,17,18686,17,2746,2008,1108,34,20,29,24,10,6,1,1,2013
15005,17485,17,17341,17,18686,17,2480,1830,1193,36,20,32,24,11,6,1,1,2013
15062,17485,17,17341,17,18686,17,2423,1918,1409,37,19,34,25,12,6,1,1,2013
14984,17485,17,17341,17,18686,17,2501,2079,1679,38,19,37,25,13,6,1,1,2013
14802,17485,17,17341,17,18686,17,2683,2361,1849,38,18,39,26,14,6,1,1,2013
14650,17485,17,17341,17,18686,17,2835,2576,1995,38,17,40,26,15,6,1,1,2013
14787,17485,17,17341,17,18686,17,2698,2481,1961,37,16,40,26,16,6,1,1,2013
16060,17485,17,17341,17,18686,17,1425,1368,1046,36,16,39,26,17,6,1,1,2013
17485,17485,17,17341,17,18686,17,0,0,0,34,15,38,25,18,6,1,1,2013
17469,17485,17,17341,17,18686,17,16,41,228,32,15,37,25,19,6,1,1,2013
16950,17485,17,17341,17,18686,17,535,441,747,29,15,35,26,20,6,1,1,2013
16281,17485,17,17341,17,18686,17,1204,911,1414,27,15,34,25,21,6,1,1,2013
15196,17485,17,17341,17,18686,17,2289,1578,2351,25,15,33,25,22,6,1,1,2013
13928,17485,17,17341,17,18686,17,3557,2613,3549,25,15,32,24,23,6,1,1,2013
12778,17485,17,17341,17,18686,17,4707,3732,4813,24,15,32,24,24,6,1,1,2013
12011,18588,18,17485,17,17341,17,6577,4740,4420,24,16,32,24,1,7,2,1,2013
11663,18588,18,17485,17,17341,17,6925,5280,4962,25,17,32,24,2,7,2,1,2013
11544,18588,18,17485,17,17341,17,7044,5582,5276,25,17,31,24,3,7,2,1,2013
11602,18588,18,17485,17,17341,17,6986,5686,5403,26,18,32,24,4,7,2,1,2013
12006,18588,18,17485,17,17341,17,6582,5680,5337,26,19,31,24,5,7,2,1,2013
13163,18588,18,17485,17,17341,17,5425,5391,4913,26,20,30,24,6,7,2,1,2013
15283,18588,18,17485,17,17341,17,3305,4858,4182,27,21,31,24,7,7,2,1,2013
16429,18588,18,17485,17,17341,17,2159,4227,3392,27,23,31,24,8,7,2,1,2013
16496,18588,18,17485,17,17341,17,2092,3368,2574,28,23,32,24,9,7,2,1,2013
16501,18588,18,17485,17,17341,17,2087,2746,2008,29,24,34,23,10,7,2,1,2013
16521,18588,18,17485,17,17341,17,2067,2480,1830,32,24,35,21,11,7,2,1,2013
16414,18588,18,17485,17,17341,17,2174,2423,1918,34,25,35,20,12,7,2,1,2013
16201,18588,18,17485,17,17341,17,2387,2501,2079,37,25,35,19,13,7,2,1,2013
16110,18588,18,17485,17,17341,17,2478,2683,2361,39,26,35,18,14,7,2,1,2013
15975,18588,18,17485,17,17341,17,2613,2835,2576,40,26,35,18,15,7,2,1,2013
16085,18588,18,17485,17,17341,17,2503,2698,2481,40,26,35,18,16,7,2,1,2013
17074,18588,18,17485,17,17341,17,1514,1425,1368,39,26,34,16,17,7,2,1,2013
18530,18588,18,17485,17,17341,17,58,0,0,38,25,32,15,18,7,2,1,2013
18588,18588,18,17485,17,17341,17,0,16,41,37,25,29,16,19,7,2,1,2013
18328,18588,18,17485,17,17341,17,260,535,441,35,26,28,17,20,7,2,1,2013
17629,18588,18,17485,17,17341,17,959,1204,911,34,25,26,17,21,7,2,1,2013
16521,18588,18,17485,17,17341,17,2067,2289,1578,33,25,25,17,22,7,2,1,2013
15076,18588,18,17485,17,17341,17,3512,3557,2613,32,24,25,17,23,7,2,1,2013
13780,18588,18,17485,17,17341,17,4808,4707,3732,32,24,23,16,24,7,2,1,2013
12923,18346,17,18588,18,17485,17,5423,6577,4740,32,24,22,16,1,8,3,1,2013
12485,18346,17,18588,18,17485,17,5861,6925,5280,32,24,22,16,2,8,3,1,2013
12321,18346,17,18588,18,17485,17,6025,7044,5582,31,24,23,17,3,8,3,1,2013
12326,18346,17,18588,18,17485,17,6020,6986,5686,32,24,25,18,4,8,3,1,2013
12691,18346,17,18588,18,17485,17,5655,6582,5680,31,24,26,20,5,8,3,1,2013
13810,18346,17,18588,18,17485,17,4536,5425,5391,30,24,24,19,6,8,3,1,2013
15867,18346,17,18588,18,17485,17,2479,3305,4858,31,24,26,21,7,8,3,1,2013
16868,18346,17,18588,18,17485,17,1478,2159,4227,31,24,28,21,8,8,3,1,2013
16867,18346,17,18588,18,17485,17,1479,2092,3368,32,24,30,22,9,8,3,1,2013
16727,18346,17,18588,18,17485,17,1619,2087,2746,34,23,33,23,10,8,3,1,2013
16590,18346,17,18588,18,17485,17,1756,2067,2480,35,21,36,24,11,8,3,1,2013
16410,18346,17,18588,18,17485,17,1936,2174,2423,35,20,38,25,12,8,3,1,2013
16151,18346,17,18588,18,17485,17,2195,2387,2501,35,19,41,25,13,8,3,1,2013
16003,18346,17,18588,18,17485,17,2343,2478,2683,35,18,42,25,14,8,3,1,2013
15819,18346,17,18588,18,17485,17,2527,2613,2835,35,18,44,25,15,8,3,1,2013
15886,18346,17,18588,18,17485,17,2460,2503,2698,35,18,44,25,16,8,3,1,2013
16935,18346,17,18588,18,17485,17,1411,1514,1425,34,16,43,25,17,8,3,1,2013
18346,18346,17,18588,18,17485,17,0,58,0,32,15,40,25,18,8,3,1,2013
18301,18346,17,18588,18,17485,17,45,0,16,29,16,38,25,19,8,3,1,2013
17874,18346,17,18588,18,17485,17,472,260,535,28,17,36,25,20,8,3,1,2013
17151,18346,17,18588,18,17485,17,1195,959,1204,26,17,35,25,21,8,3,1,2013
16000,18346,17,18588,18,17485,17,2346,2067,2289,25,17,33,25,22,8,3,1,2013
14471,18346,17,18588,18,17485,17,3875,3512,3557,25,17,32,24,23,8,3,1,2013
13141,18346,17,18588,18,17485,17,5205,4808,4707,23,16,31,24,24,8,3,1,2013
12354,18438,17,18346,17,18588,18,6084,5423,6577,22,16,31,23,1,9,4,1,2013
11933,18438,17,18346,17,18588,18,6505,5861,6925,22,16,30,23,2,9,4,1,2013
11772,18438,17,18346,17,18588,18,6666,6025,7044,23,17,28,23,3,9,4,1,2013
11832,18438,17,18346,17,18588,18,6606,6020,6986,25,18,28,22,4,9,4,1,2013
12248,18438,17,18346,17,18588,18,6190,5655,6582,26,20,26,21,5,9,4,1,2013
13429,18438,17,18346,17,18588,18,5009,4536,5425,24,19,26,21,6,9,4,1,2013
15621,18438,17,18346,17,18588,18,2817,2479,3305,26,21,25,21,7,9,4,1,2013
16739,18438,17,18346,17,18588,18,1699,1478,2159,28,21,25,21,8,9,4,1,2013
16799,18438,17,18346,17,18588,18,1639,1479,2092,30,22,24,20,9,9,4,1,2013
16776,18438,17,18346,17,18588,18,1662,1619,2087,33,23,29,23,10,9,4,1,2013
16710,18438,17,18346,17,18588,18,1728,1756,2067,36,24,32,25,11,9,4,1,2013
16596,18438,17,18346,17,18588,18,1842,1936,2174,38,25,34,25,12,9,4,1,2013
16454,18438,17,18346,17,18588,18,1984,2195,2387,41,25,35,26,13,9,4,1,2013
16433,18438,17,18346,17,18588,18,2005,2343,2478,42,25,37,27,14,9,4,1,2013
16370,18438,17,18346,17,18588,18,2068,2527,2613,44,25,39,27,15,9,4,1,2013
16575,18438,17,18346,17,18588,18,1863,2460,2503,44,25,39,28,16,9,4,1,2013
17554,18438,17,18346,17,18588,18,884,1411,1514,43,25,40,30,17,9,4,1,2013
18438,18438,17,18346,17,18588,18,0,0,58,40,25,40,31,18,9,4,1,2013
18292,18438,17,18346,17,18588,18,146,45,0,38,25,41,32,19,9,4,1,2013
17761,18438,17,18346,17,18588,18,677,472,260,36,25,40,32,20,9,4,1,2013
17008,18438,17,18346,17,18588,18,1430,1195,959,35,25,41,32,21,9,4,1,2013
15799,18438,17,18346,17,18588,18,2639,2346,2067,33,25,41,32,22,9,4,1,2013
14263,18438,17,18346,17,18588,18,4175,3875,3512,32,24,41,31,23,9,4,1,2013
12901,18438,17,18346,17,18588,18,5537,5205,4808,31,24,42,30,24,9,4,1,2013
12057,17964,18,18438,17,18346,17,5907,6084,5423,31,23,42,27,1,10,5,1,2013
11581,17964,18,18438,17,18346,17,6383,6505,5861,30,23,42,25,2,10,5,1,2013
11392,17964,18,18438,17,18346,17,6572,6666,6025,28,23,42,25,3,10,5,1,2013
11347,17964,18,18438,17,18346,17,6617,6606,6020,28,22,41,25,4,10,5,1,2013
11783,17964,18,18438,17,18346,17,6181,6190,5655,26,21,40,25,5,10,5,1,2013
12907,17964,18,18438,17,18346,17,5057,5009,4536,26,21,39,24,6,10,5,1,2013
14969,17964,18,18438,17,18346,17,2995,2817,2479,25,21,39,23,7,10,5,1,2013
16023,17964,18,18438,17,18346,17,1941,1699,1478,25,21,38,22,8,10,5,1,2013
16040,17964,18,18438,17,18346,17,1924,1639,1479,24,20,38,21,9,10,5,1,2013
16007,17964,18,18438,17,18346,17,1957,1662,1619,29,23,39,22,10,10,5,1,2013
16043,17964,18,18438,17,18346,17,1921,1728,1756,32,25,40,22,11,10,5,1,2013
15933,17964,18,18438,17,18346,17,2031,1842,1936,34,25,42,22,12,10,5,1,2013
15741,17964,18,18438,17,18346,17,2223,1984,2195,35,26,43,22,13,10,5,1,2013
15622,17964,18,18438,17,18346,17,2342,2005,2343,37,27,43,21,14,10,5,1,2013
15445,17964,18,18438,17,18346,17,2519,2068,2527,39,27,44,21,15,10,5,1,2013
15586,17964,18,18438,17,18346,17,2378,1863,2460,39,28,44,21,16,10,5,1,2013
16528,17964,18,18438,17,18346,17,1436,884,1411,40,30,43,21,17,10,5,1,2013
17899,17964,18,18438,17,18346,17,65,0,0,40,31,41,21,18,10,5,1,2013
17964,17964,18,18438,17,18346,17,0,146,45,41,32,39,21,19,10,5,1,2013
17547,17964,18,18438,17,18346,17,417,677,472,40,32,37,22,20,10,5,1,2013
16892,17964,18,18438,17,18346,17,1072,1430,1195,41,32,36,22,21,10,5,1,2013
15789,17964,18,18438,17,18346,17,2175,2639,2346,41,32,34,22,22,10,5,1,2013
14318,17964,18,18438,17,18346,17,3646,4175,3875,41,31,34,22,23,10,5,1,2013
13035,17964,18,18438,17,18346,17,4929,5537,5205,42,30,33,22,24,10,5,1,2013
12242,17888,17,17964,18,18438,17,5646,5907,6084,42,27,31,21,1,11,6,1,2013
11782,17888,17,17964,18,18438,17,6106,6383,6505,42,25,30,21,2,11,6,1,2013
11671,17888,17,17964,18,18438,17,6217,6572,6666,42,25,29,21,3,11,6,1,2013
11683,17888,17,17964,18,18438,17,6205,6617,6606,41,25,29,21,4,11,6,1,2013
12113,17888,17,17964,18,18438,17,5775,6181,6190,40,25,28,20,5,11,6,1,2013
13224,17888,17,17964,18,18438,17,4664,5057,5009,39,24,28,20,6,11,6,1,2013
15286,17888,17,17964,18,18438,17,2602,2995,2817,39,23,28,20,7,11,6,1,2013
16419,17888,17,17964,18,18438,17,1469,1941,1699,38,22,27,20,8,11,6,1,2013
16560,17888,17,17964,18,18438,17,1328,1924,1639,38,21,28,21,9,11,6,1,2013
16590,17888,17,17964,18,18438,17,1298,1957,1662,39,22,30,22,10,11,6,1,2013
16617,17888,17,17964,18,18438,17,1271,1921,1728,40,22,33,23,11,11,6,1,2013
16582,17888,17,17964,18,18438,17,1306,2031,1842,42,22,34,24,12,11,6,1,2013
16456,17888,17,17964,18,18438,17,1432,2223,1984,43,22,35,25,13,11,6,1,2013
16413,17888,17,17964,18,18438,17,1475,2342,2005,43,21,36,26,14,11,6,1,2013
16315,17888,17,17964,18,18438,17,1573,2519,2068,44,21,36,27,15,11,6,1,2013
16371,17888,17,17964,18,18438,17,1517,2378,1863,44,21,36,27,16,11,6,1,2013
17174,17888,17,17964,18,18438,17,714,1436,884,43,21,36,28,17,11,6,1,2013
17888,17888,17,17964,18,18438,17,0,65,0,41,21,35,29,18,11,6,1,2013
17558,17888,17,17964,18,18438,17,330,0,146,39,21,35,31,19,11,6,1,2013
16991,17888,17,17964,18,18438,17,897,417,677,37,22,35,31,20,11,6,1,2013
16316,17888,17,17964,18,18438,17,1572,1072,1430,36,22,35,32,21,11,6,1,2013
15414,17888,17,17964,18,18438,17,2474,2175,2639,34,22,35,33,22,11,6,1,2013
14177,17888,17,17964,18,18438,17,3711,3646,4175,34,22,35,33,23,11,6,1,2013
12979,17888,17,17964,18,18438,17,4909,4929,5537,33,22,35,34,24,11,6,1,2013
12008,16468,17,17888,17,17964,18,4460,5646,5907,31,21,35,34,1,12,7,1,2013
11453,16468,17,17888,17,17964,18,5015,6106,6383,30,21,36,35,2,12,7,1,2013
11139,16468,17,17888,17,17964,18,5329,6217,6572,29,21,36,35,3,12,7,1,2013
10990,16468,17,17888,17,17964,18,5478,6205,6617,29,21,36,36,4,12,7,1,2013
11074,16468,17,17888,17,17964,18,5394,5775,6181,28,20,37,35,5,12,7,1,2013
11466,16468,17,17888,17,17964,18,5002,4664,5057,28,20,37,36,6,12,7,1,2013
12237,16468,17,17888,17,17964,18,4231,2602,2995,28,20,37,36,7,12,7,1,2013
13093,16468,17,17888,17,17964,18,3375,1469,1941,27,20,37,35,8,12,7,1,2013
14046,16468,17,17888,17,17964,18,2422,1328,1924,28,21,37,36,9,12,7,1,2013
14763,16468,17,17888,17,17964,18,1705,1298,1957,30,22,38,37,10,12,7,1,2013
15187,16468,17,17888,17,17964,18,1281,1271,1921,33,23,39,37,11,12,7,1,2013
15243,16468,17,17888,17,17964,18,1225,1306,2031,34,24,40,37,12,12,7,1,2013
15104,16468,17,17888,17,17964,18,1364,1432,2223,35,25,40,38,13,12,7,1,2013
14855,16468,17,17888,17,17964,18,1613,1475,2342,36,26,41,39,14,12,7,1,2013
14685,16468,17,17888,17,17964,18,1783,1573,2519,36,27,41,40,15,12,7,1,2013
14723,16468,17,17888,17,17964,18,1745,1517,2378,36,27,42,40,16,12,7,1,2013
15573,16468,17,17888,17,17964,18,895,714,1436,36,28,41,40,17,12,7,1,2013
16468,16468,17,17888,17,17964,18,0,0,65,35,29,40,39,18,12,7,1,2013
16279,16468,17,17888,17,17964,18,189,330,0,35,31,41,40,19,12,7,1,2013
15703,16468,17,17888,17,17964,18,765,897,417,35,31,40,40,20,12,7,1,2013
15100,16468,17,17888,17,17964,18,1368,1572,1072,35,32,40,40,21,12,7,1,2013
14426,16468,17,17888,17,17964,18,2042,2474,2175,35,33,40,40,22,12,7,1,2013
13408,16468,17,17888,17,17964,18,3060,3711,3646,35,33,40,40,23,12,7,1,2013
12310,16468,17,17888,17,17964,18,4158,4909,4929,35,34,40,40,24,12,7,1,2013
11409,16392,17,16468,17,17888,17,4983,4460,5646,35,34,40,39,1,13,1,1,2013
10855,16392,17,16468,17,17888,17,5537,5015,6106,36,35,40,39,2,13,1,1,2013
10557,16392,17,16468,17,17888,17,5835,5329,6217,36,35,40,39,3,13,1,1,2013
10427,16392,17,16468,17,17888,17,5965,5478,6205,36,36,40,39,4,13,1,1,2013
10460,16392,17,16468,17,17888,17,5932,5394,5775,37,35,39,39,5,13,1,1,2013
10716,16392,17,16468,17,17888,17,5676,5002,4664,37,36,39,38,6,13,1,1,2013
11276,16392,17,16468,17,17888,17,5116,4231,2602,37,36,39,39,7,13,1,1,2013
11950,16392,17,16468,17,17888,17,4442,3375,1469,37,35,40,39,8,13,1,1,2013
12951,16392,17,16468,17,17888,17,3441,2422,1328,37,36,40,39,9,13,1,1,2013
13798,16392,17,16468,17,17888,17,2594,1705,1298,38,37,41,41,10,13,1,1,2013
14267,16392,17,16468,17,17888,17,2125,1281,1271,39,37,42,41,11,13,1,1,2013
14502,16392,17,16468,17,17888,17,1890,1225,1306,40,37,43,42,12,13,1,1,2013
14607,16392,17,16468,17,17888,17,1785,1364,1432,40,38,43,43,13,13,1,1,2013
14546,16392,17,16468,17,17888,17,1846,1613,1475,41,39,44,43,14,13,1,1,2013
14477,16392,17,16468,17,17888,17,1915,1783,1573,41,40,45,44,15,13,1,1,2013
